municipality,group,variable,month,Consultas nuevas en personas de 5 años y más,TOTAL
CALAMARCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,95,95
CAMARGO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,401,401
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,36,36
CAMIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,808,808
CAPINOTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,284,284
CAQUIAVIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,95,95
CARACOLLO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,228,228
CARANAVI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,154,154
CARAPARI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,305,305
CARIPUYO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,34,34
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,30,30
CATACORA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,30,30
CHALLAPATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,488,488
CHAQUI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,15,15
CHARAGUA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,297,297
CHAYANTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,199,199
CHIMORE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,92,92
CHOQUE COTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,7,7
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,230,230
CHUMA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,153,153
CLIZA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,277,277
COBIJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,779,779
COCHABAMBA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,7584,7584
COLCAPIRHUA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,154,154
COLLANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,77,77
COLOMI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,294,294
COLPA BELGICA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,123,123
COLQUECHACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,123,123
COLQUENCHA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,84,84
COLQUIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,87,87
COMANCHE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,15,15
COMARAPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,213,213
COMBAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,30,30
CONCEPCION,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,123,123
COPACABANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,77,77
CORIPATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,112,112
CORO CORO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,43,43
COROICO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,375,375
COTAGAITA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,392,392
COTOCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,72,72
CUATRO CAÑADAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,254,254
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,9,9
CUEVO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,82,82
CULPINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,90,90
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,75,75
CURVA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,36,36
DESAGUADERO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,140,140
EL ALTO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,10243,10243
EL PUENTE(STC),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,85,85
EL PUENTE(TJA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,466,466
EL TORNO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,192,192
EL VILLAR,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,17,17
ENTRE RIOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,581,581
ENTRE RIOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,80,80
EUCALIPTUS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,78,78
FERNANDEZ ALONSO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,168,168
FILADELFIA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,67,67
GENERAL SAAVEDRA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,137,137
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,74,74
GUANAY,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,82,82
GUAQUI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,147,147
GUAYARAMERIN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,583,583
GUTIERREZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,218,218
HUACARETA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,131,131
HUACHACALLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,48,48
HUANUNI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,392,392
HUARACAJE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,25,25
HUAYLLAMARCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,35,35
ICLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,112,112
INCAHUASI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,190,190
INQUISIVI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,89,89
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,213,213
IXIAMAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,209,209
JESUS DE MACHACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,24,24
LA ASUNTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,154,154
LA GUARDIA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,430,430
LA PAZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,12237,12237
LAGUNILLAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,77,77
LAJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,234,234
LAS CARRERAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,20,20
LICOMA PAMPA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,77,77
LLALLAGUA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,341,341
LLICA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,99,99
LORETO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,1,1
LURIBAY,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,48,48
MACHACAMARCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,149,149
MACHARETI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,105,105
MAGDALENA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,274,274
MAIRANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,306,306
MAPIRI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,92,92
MECAPACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,56,56
MINEROS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,147,147
MIZQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,67,67
MOCOMOCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,80,80
MOJOCOYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,66,66
MONTEAGUDO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,311,311
MONTERO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,520,520
MORO MORO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,47,47
MOROCHATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,94,94
OCURI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,95,95
OKINAWA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,84,84
ORURO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,3821,3821
PADCAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,403,403
PADILLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,127,127
PAILON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,264,264
PALCA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,65,65
PALOS BLANCOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,136,136
PAMPA AULLAGAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,79,79
PAMPA GRANDE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,64,64
PAZÑA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,105,105
PELECHUCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,29,29
POCOATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,136,136
POCONA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,58,58
POJO (CBBA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,144,144
POOPO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,33,33
PORCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,70,70
POROMA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,35,35
PORONGO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,180,180
PORTACHUELO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,268,268
PORVENIR,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,76,76
POSTRER VALLE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,64,64
POTOSI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,2243,2243
PRESTO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,84,84
PUCARA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,37,37
PUCARANI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,155,155
PUERTO ACOSTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,348,348
PUERTO CARABUCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,148,148
PUERTO GONZALO MORENO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,80,80
PUERTO PEREZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,33,33
PUERTO QUIJARRO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,110,110
PUERTO RICO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,103,103
PUERTO SUAREZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,190,190
PUERTO VILLARROEL,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,188,188
PUNA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,249,249
PUNATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,767,767
QUILLACOLLO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,930,930
QUIME,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,80,80
QUIRUSILLAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,84,84
REYES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,165,165
RIBERALTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,437,437
ROBORE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,90,90
RURRENABAQUE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,211,211
SABAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,39,39
SACABA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,803,803
SACABAMBA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,32,32
SAIPINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,75,75
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,112,112
SAMAIPATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,472,472
SAN AGUSTIN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,22,22
SAN ANDRES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,33,33
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,36,36
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,99,99
SAN BENITO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,172,172
SAN BORJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,211,211
SAN BUENA VENTURA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,98,98
SAN CARLOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,165,165
SAN IGNACIO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,597,597
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,282,282
SAN JAVIER(BNI),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,28,28
SAN JAVIER(STC),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,37,37
SAN JOAQUIN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,10,10
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,36,36
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,93,93
SAN JULIAN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,133,133
SAN LORENZO(PND),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,16,16
SAN LORENZO(TJA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,1074,1074
SAN LUCAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,161,161
SAN MATIAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,238,238
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,240,240
SAN PEDRO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,58,58
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,210,210
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,13,13
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,55,55
SAN RAFAEL,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,95,95
SAN RAMON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,61,61
SAN RAMON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,93,93
SANTA ANA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,91,91
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,7957,7957
SANTA ROSA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,160,160
SANTA ROSA DEL SARA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,205,205
SANTIAGO DE HUARI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,173,173
SANTIAGO DE MACHACA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,54,54
SANTIVAÑES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,99,99
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,46,46
SAPAHAQUI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,49,49
SENA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,105,105
SICA SICA (VILLA AROMA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,98,98
SICAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,44,44
SIPE SIPE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,520,520
SOPACHUY,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,138,138
SORACACHI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,27,27
SORATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,236,236
SUCRE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,4452,4452
TACACOMA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,144,144
TAHUA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,21,21
TAPACARI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,99,99
TARABUCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,95,95
TARACO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,45,45
TARATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,93,93
TARIJA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,5268,5268
TARVITA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,198,198
TEOPONTE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,58,58
TIAWANACU,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,141,141
TINGUIPAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,22,22
TIQUIPAYA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,452,452
TIRAQUE (CBBA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,537,537
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,19,19
TOCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,148,148
TOLATA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,104,104
TOLEDO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,174,174
TOMAVE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,42,42
TOMINA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,339,339
TORO TORO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,85,85
TOTORA(CBBA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,231,231
TOTORA(ORR),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,16,16
TRIGAL,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,79,79
TRINIDAD,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,1019,1019
TUPIZA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,58,58
TURCO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,68,68
UMALA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,50,50
UNCIA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,613,613
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,820,820
URUBICHA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,64,64
UYUNI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,274,274
VACAS,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,153,153
VALLEGRANDE,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,400,400
VIACHA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,398,398
VILA VILA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,6,6
VILLA MONTES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,782,782
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,90,90
VILLA RIVERO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,108,108
VILLA SERRANO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,192,192
VILLA TUNARI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,536,536
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,202,202
VILLAZON,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,389,389
VINTO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,69,69
VITICHI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,8,8
WALDO BALLIVIAN,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,17,17
WARNES,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,619,619
YACO,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,46,46
YACUIBA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,1195,1195
YAMPARAEZ,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,66,66
YANACACHI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,35,35
YAPACANI,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,139,139
YOCALLA,atenciones odontologicas,consultas nuevas en personas de 5 anos y mas,2009-01-01,35,35
