municipality,group,variable,month,Consultas repetidas en personas de 5 años y más,TOTAL
BUENA VISTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,3,3
CABEZAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,53,53
CAIROMA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,18,18
"CAIZA ""D""",atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,16,16
CAJUATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,1,1
CALAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,45,45
CAMARGO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,266,266
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,55,55
CAMIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,565,565
CAPINOTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,99,99
CAQUIAVIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,1,1
CARACOLLO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,88,88
CARANAVI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,81,81
CARAPARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,215,215
CARIPUYO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4,4
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,2,2
CHALLAPATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,61,61
CHAQUI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,20,20
CHARAGUA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,42,42
CHAYANTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,112,112
CHIMORE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4,4
CLIZA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,161,161
COBIJA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,132,132
COCHABAMBA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,7233,7233
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,278,278
COLLANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,3,3
COLOMI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,9,9
COLPA BELGICA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,127,127
COLQUECHACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,39,39
COLQUENCHA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,9,9
COLQUIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,23,23
COMANCHE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,2,2
COMARAPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,264,264
COPACABANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,9,9
CORIPATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,74,74
COROICO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,30,30
COTAGAITA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,316,316
COTOCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,42,42
CUATRO CAÑADAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,91,91
CUEVO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,40,40
CULPINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,14,14
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,34,34
CURVA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,1,1
DESAGUADERO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,1,1
EL ALTO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,3893,3893
EL PUENTE(STC),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,6,6
EL PUENTE(TJA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,17,17
EL TORNO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,43,43
EL VILLAR,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4,4
ENTRE RIOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,66,66
ENTRE RIOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,75,75
EUCALIPTUS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,35,35
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,74,74
FILADELFIA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,5,5
GENERAL SAAVEDRA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,10,10
GUANAY,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,10,10
GUAQUI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,7,7
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,67,67
GUTIERREZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,77,77
HUACARETA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,2,2
HUACHACALLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,5,5
HUANUNI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,149,149
HUARACAJE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,5,5
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,1,1
ICLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4,4
INCAHUASI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,41,41
INQUISIVI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,24,24
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,85,85
IXIAMAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,10,10
LA GUARDIA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,62,62
LA PAZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,8987,8987
LAGUNILLAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,25,25
LAJA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,6,6
LAS CARRERAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,6,6
LICOMA PAMPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,3,3
LLALLAGUA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,181,181
LLICA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,15,15
LORETO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,1,1
MACHACAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,64,64
MACHARETI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,39,39
MAGDALENA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,35,35
MAIRANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,95,95
MAPIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,27,27
MECAPACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,12,12
MINEROS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,19,19
MIZQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,38,38
MOCOMOCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,1,1
MOJOCOYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,20,20
MONTEAGUDO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,131,131
MONTERO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,376,376
MOROCHATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,16,16
OCURI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,5,5
OKINAWA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,16,16
ORURO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,3059,3059
PADCAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,182,182
PADILLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,31,31
PAILON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,19,19
PALCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,5,5
PALOS BLANCOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,5,5
PAMPA AULLAGAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,32,32
PAMPA GRANDE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,9,9
PASORAPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,49,49
PAZÑA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,44,44
POCOATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,35,35
POCONA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,23,23
POJO (CBBA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,56,56
POOPO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,52,52
PORCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,34,34
POROMA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,8,8
PORONGO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,20,20
PORTACHUELO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,19,19
PORVENIR,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,16,16
POSTRER VALLE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,12,12
POTOSI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,1920,1920
PRESTO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,1,1
PUCARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,3,3
PUCARANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,8,8
PUERTO ACOSTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,68,68
PUERTO GONZALO MORENO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,2,2
PUERTO PEREZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,2,2
PUERTO QUIJARRO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,38,38
PUERTO RICO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,3,3
PUERTO SUAREZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,67,67
PUERTO VILLARROEL,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,29,29
PUNA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,22,22
PUNATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,110,110
QUILLACOLLO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,531,531
QUIME,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,209,209
QUIRUSILLAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,37,37
REYES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,73,73
RIBERALTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,102,102
ROBORE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,92,92
RURRENABAQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,52,52
SABAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,22,22
SACABA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,383,383
SACABAMBA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,2,2
SAIPINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,23,23
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,36,36
SAMAIPATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,55,55
SAN ANDRES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,5,5
SAN ANDRES DE MACHACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,6,6
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4,4
SAN BENITO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,42,42
SAN BORJA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,126,126
SAN BUENA VENTURA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,22,22
SAN CARLOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,47,47
SAN IGNACIO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,49,49
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,292,292
SAN JOAQUIN,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,3,3
SAN JOSE DE CHIQUITOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,38,38
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,12,12
SAN JULIAN,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,40,40
SAN LORENZO(PND),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4,4
SAN LORENZO(TJA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,63,63
SAN LUCAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,14,14
SAN MATIAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,41,41
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,173,173
SAN PEDRO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,40,40
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,16,16
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,25,25
SAN PEDRO DE TIQUINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4,4
SAN RAFAEL,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,42,42
SAN RAMON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,111,111
SAN RAMON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,13,13
SANTA ANA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,79,79
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4243,4243
SANTA ROSA DEL SARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,19,19
SANTIAGO DE HUARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,170,170
SANTIAGO DE MACHACA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4,4
SANTIVAÑES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,54,54
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,20,20
SAPAHAQUI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4,4
SENA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,6,6
SICAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,10,10
SIPE SIPE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,180,180
SOPACHUY,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,68,68
SORACACHI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4,4
SORATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,37,37
SUCRE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,4824,4824
TACACOMA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,36,36
TAHUA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,10,10
TAPACARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,8,8
TARABUCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,1,1
TARACO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,6,6
TARATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,32,32
TARIJA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,3431,3431
TARVITA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,7,7
TIAWANACU,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,20,20
TINGUIPAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,18,18
TIQUIPAYA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,71,71
TIRAQUE (CBBA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,139,139
TOCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,58,58
TOLATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,42,42
TOLEDO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,19,19
TOMAVE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,14,14
TOMINA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,310,310
TORO TORO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,9,9
TOTORA(CBBA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,8,8
TRIGAL,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,20,20
TRINIDAD,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,506,506
TUPIZA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,54,54
TURCO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,27,27
UMALA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,6,6
UNCIA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,304,304
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,296,296
URUBICHA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,7,7
UYUNI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,142,142
VACAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,15,15
VALLEGRANDE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,203,203
VIACHA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,201,201
VILLA MONTES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,153,153
VILLA RIVERO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,24,24
VILLA SERRANO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,17,17
VILLA TUNARI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,236,236
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,13,13
VILLAZON,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,448,448
VINTO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,42,42
WALDO BALLIVIAN,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,8,8
WARNES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,82,82
YACUIBA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,582,582
YAMPARAEZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,39,39
YANACACHI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,29,29
YAPACANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,36,36
YOCALLA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,6,6
YOTALA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,43,43
YUNCHARA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,43,43
ZUDAÑEZ,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-01-01,9,9
ACHACACHI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,87,87
AIQUILE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,39,39
ALCALA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,18,18
ANDAMARCA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,9,9
ANTEQUERA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,51,51
ANZALDO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,13,13
APOLO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,1,1
ARAMPAMPA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,2,2
ARANI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,114,114
ARBIETO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,2,2
ARQUE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,3,3
ASCENCION DE GUARAYOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,5,5
AYATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,6,6
AYO AYO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,163,163
AZURDUY,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,45,45
BAURES,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,36,36
BELEN DE URMIRI,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,4,4
BERMEJO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,220,220
BETANZOS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,125,125
BOLIVAR,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,23,23
BOYUIBE,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,11,11
BUENA VISTA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,41,41
CABEZAS,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,72,72
CAIROMA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,11,11
"CAIZA ""D""",atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,13,13
CAJUATA,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,1,1
CALACOTO,atenciones odontologicas,consultas repetidas en personas de 5 anos y mas,2009-02-01,5,5
