municipality,group,variable,month,Consultas repetidas en menores de 5 años,TOTAL
CORIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,9,9
COROICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
COTAGAITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,24,24
COTOCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
CUATRO CAÑADAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
CULPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,7,7
EL ALTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,626,626
EL TORNO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,11,11
EL VILLAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,8,8
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,51,51
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,11,11
FILADELFIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,7,7
GUANAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,9,9
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,7,7
HUACARETA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,8,8
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,46,46
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,4,4
INCAHUASI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,23,23
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,29,29
LA GUARDIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,22,22
LA PAZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1422,1422
LAS CARRERAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,4,4
LLALLAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,54,54
LLICA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
MACHACAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,15,15
MACHARETI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
MAIRANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,17,17
MAPIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
MECAPACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,5,5
MINEROS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
MIZQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,17,17
MOJOCOYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,8,8
MONTEAGUDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,15,15
MONTERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,224,224
MOROCHATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
OCURI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
OKINAWA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
ORURO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,796,796
PADILLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
PAILON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
PAMPA GRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
PASORAPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,181,181
PAZÑA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,5,5
POCOATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
POJO (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,7,7
POOPO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
PORCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,18,18
PORTACHUELO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
PORVENIR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
POTOSI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,612,612
PUCARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,5,5
PUERTO ACOSTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
PUERTO PEREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
PUERTO QUIJARRO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,4,4
PUERTO SUAREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,8,8
PUERTO VILLARROEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,24,24
PUNATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,35,35
QUILLACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,442,442
QUIME,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,5,5
REYES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,14,14
RIBERALTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,80,80
ROBORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,6,6
RURRENABAQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
SABAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
SACABA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,279,279
SACACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,92,92
SAIPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
SALINAS DE GARCI MENDOZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,16,16
SAMAIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
SAN ANTONIO DE LOMERIO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
SAN BENITO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,13,13
SAN BORJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,6,6
SAN BUENA VENTURA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
SAN CARLOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
SAN IGNACIO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,7,7
SAN IGNACIO DE VELASCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,8,8
SAN JUAN DE YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
SAN JULIAN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,11,11
SAN LORENZO(TJA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,12,12
SAN LUCAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
SAN MATIAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,5,5
SAN MIGUEL DE VELASCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,5,5
SAN PEDRO DE CURAHUARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,14,14
SAN RAFAEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,17,17
SAN RAMON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,6,6
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1184,1184
SANTA ROSA DEL SARA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
SANTIAGO DE HUARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,20,20
SANTIAGO DE MACHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
SANTIVAÑES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,4,4
SANTUARIO DE QUILLACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,4,4
SIPE SIPE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,58,58
SOPACHUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,5,5
SORACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
SORATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,2,2
SUCRE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,614,614
TARATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,10,10
TARIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,137,137
TARVITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
TEOPONTE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
TIAWANACU,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
TIQUIPAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,94,94
TIRAQUE (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,27,27
TOCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,10,10
TOLATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,18,18
TOLEDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,10,10
TOMAVE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,16,16
TOMINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,150,150
TORO TORO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,6,6
TOTORA(CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,4,4
TRINIDAD,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,183,183
TUPIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,39,39
UMALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,4,4
UNCIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,77,77
URIONDO (A. CONCEPCION),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,6,6
UYUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,4,4
VACAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,9,9
VALLEGRANDE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,15,15
VIACHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,7,7
VILLA MONTES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,8,8
VILLA RIVERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,8,8
VILLA SERRANO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,9,9
VILLA TUNARI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,74,74
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
VILLAZON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,57,57
VINTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,43,43
WARNES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,26,26
YACUIBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,17,17
YAMPARAEZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,1,1
YANACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,4,4
YAPACANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,15,15
YOTALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-01-01,3,3
ACHACACHI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,20,20
AIQUILE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,25,25
ALCALA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
ANTEQUERA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,7,7
ANZALDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
ARAMPAMPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
ARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,9,9
ARBIETO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
AYO AYO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,24,24
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,31,31
AZURDUY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,11,11
BAURES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
BERMEJO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,26,26
BETANZOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,11,11
BOLIVAR,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
BUENA VISTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,12,12
CABEZAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,39,39
"CAIZA ""D""",atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
CALAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,67,67
CAMARGO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,63,63
CAMIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,174,174
CAPINOTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,46,46
CARACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,11,11
CARANAVI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,2,2
CARIPUYO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
CARMEN RIVERO TORREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,4,4
CHALLAPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,7,7
CHAQUI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,6,6
CHARAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,11,11
CHAYANTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,44,44
CHIMORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,15,15
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
CHUMA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,15,15
CLIZA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,6,6
COBIJA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,15,15
COCHABAMBA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1577,1577
COLCAPIRHUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,71,71
COLOMI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,6,6
COLPA BELGICA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
COLQUECHACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,84,84
COLQUENCHA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
COLQUIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,49,49
COMARAPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,11,11
CONCEPCION,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,6,6
COPACABANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
CORIPATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,14,14
COROICO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
COTAGAITA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,45,45
COTOCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
CUATRO CAÑADAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,5,5
CULPINA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
CURAHUARA DE CARANGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
EL ALTO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,711,711
EL TORNO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,10,10
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,61,61
ENTRE RIOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,42,42
EUCALIPTUS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
FERNANDEZ ALONSO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
GUANAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,4,4
GUAYARAMERIN,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,4,4
GUTIERREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
HUACHACALLA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
HUANUNI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,13,13
HUARACAJE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,15,15
HUAYLLAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
INCAHUASI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,8,8
IRUPANA (VILLA DE LANZA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,31,31
LA GUARDIA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,31,31
LA PAZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1203,1203
LLALLAGUA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,59,59
LLICA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,6,6
LURIBAY,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
MACHACAMARCA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
MACHARETI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
MAGDALENA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,7,7
MAIRANA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,7,7
MAPIRI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,7,7
MECAPACA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,9,9
MINEROS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
MIZQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,27,27
MOJOCOYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,6,6
MONTEAGUDO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,30,30
MONTERO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,115,115
MOROCHATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
OKINAWA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,2,2
ORURO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,540,540
PADCAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,2,2
PAILON,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
PALOS BLANCOS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,16,16
PAMPA AULLAGAS,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,2,2
PAPEL PAMPA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
PATACAMAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
PAZÑA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
POCOATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,6,6
POCONA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,19,19
POJO (CBBA),atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,13,13
PORCO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,7,7
PORTACHUELO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,1,1
POTOSI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,415,415
PUCARANI,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
PUERTO ACOSTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,6,6
PUERTO PEREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
PUERTO QUIJARRO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,6,6
PUERTO SUAREZ,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,5,5
PUERTO VILLARROEL,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,51,51
PUNA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,139,139
PUNATA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,30,30
QUILLACOLLO,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,231,231
REYES,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,9,9
RIBERALTA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,22,22
ROBORE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,11,11
RURRENABAQUE,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,3,3
SABAYA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,5,5
SACABA,atenciones odontologicas,consultas repetidas en menores de 5 anos,2009-02-01,871,871
