municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,7,7
CARACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
CHIMORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,9,9
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,92,92
COLOMI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
COMARAPA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,4,4
CULPINA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,46,46
EL TORNO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,4,4
GUTIERREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
HUACARETA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,3,3
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,119,119
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
MINEROS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,3,3
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
MORO MORO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
OCURI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,43,43
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,21,21
POJO (CBBA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,34,34
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,5,5
REYES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,9,9
SACACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
SAN BENITO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,5,5
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
SAN PEDRO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,53,53
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,28,28
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,24,24
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
TOMAVE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
TORO TORO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,11,11
TUPIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,3,3
UNCIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
UYUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,3,3
VILLA RIVERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
VILLA SERRANO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,10,10
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,2,2
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-02-01,1,1
AIQUILE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,4,4
ARAMPAMPA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,10,10
ATOCHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
AZURDUY,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,3,3
BETANZOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
BOYUIBE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
BUENA VISTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
CAIROMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,3,3
CAMARGO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
CARIPUYO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
CHARAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
CLIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,93,93
COLLANA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
COLOMI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
COLQUENCHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
COMARAPA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,3,3
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,56,56
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,6,6
HUACARETA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
HUACHACALLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,4,4
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,137,137
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,3,3
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,15,15
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,28,28
PADILLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
POCONA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
POJO (CBBA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,3,3
POROMA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
PORVENIR,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,46,46
PRESTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,6,6
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,6,6
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
QUIRUSILLAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,4,4
ROBORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,6,6
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,5,5
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,4,4
SAN MATIAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
SAN RAFAEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,131,131
SENA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
SHINAOTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
SUCRE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,36,36
TARIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,19,19
TIAWANACU,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
TOMAVE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
TOMINA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,14,14
UNCIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,2,2
UYUNI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,5,5
VILLA MONTES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,5,5
VILLA TUNARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,12,12
VILLAZON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
WARNES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
YACUIBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,9,9
YAPACANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-03-01,1,1
ACACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
ACHACACHI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
AIQUILE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
ALTO BENI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
ANTEQUERA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
ARANI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,3,3
ATOCHA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
BERMEJO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
CAMARGO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
CAMIRI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,3,3
CARANAVI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
CARAPARI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
CHAYANTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
CLIZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,3,3
COBIJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,4,4
COCHABAMBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,84,84
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
COLQUECHACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
CORIPATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
EL ALTO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,53,53
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,11,11
HUACARETA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
ICLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,4,4
LA GUARDIA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,5,5
LA PAZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,138,138
LLALLAGUA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,3,3
MAGDALENA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
MONTEAGUDO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,14,14
ORURO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,35,35
PADILLA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
PAILON,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,32,32
PUERTO RICO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,4,4
PUNA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,4,4
PUNATA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,6,6
REYES,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,15,15
ROBORE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
SACABA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,3,3
SACACA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,4,4
SAN IGNACIO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,7,7
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos vivos con peso menor a 2500g,2011-04-01,4,4
