municipality,group,variable,month,Vaginales,TOTAL
QUIRUSILLAS,atencion de partos en servicio,vaginales,2007-01-01,1,1
RAVELO,atencion de partos en servicio,vaginales,2007-01-01,9,9
REYES,atencion de partos en servicio,vaginales,2007-01-01,19,19
RIBERALTA,atencion de partos en servicio,vaginales,2007-01-01,149,149
ROBORE,atencion de partos en servicio,vaginales,2007-01-01,20,20
RURRENABAQUE,atencion de partos en servicio,vaginales,2007-01-01,13,13
SACABA,atencion de partos en servicio,vaginales,2007-01-01,145,145
SACABAMBA,atencion de partos en servicio,vaginales,2007-01-01,4,4
SACACA,atencion de partos en servicio,vaginales,2007-01-01,10,10
SAIPINA,atencion de partos en servicio,vaginales,2007-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,vaginales,2007-01-01,4,4
SAMAIPATA,atencion de partos en servicio,vaginales,2007-01-01,4,4
SAN ANDRES,atencion de partos en servicio,vaginales,2007-01-01,3,3
SAN ANDRES DE MACHACA,atencion de partos en servicio,vaginales,2007-01-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,vaginales,2007-01-01,5,5
SAN BENITO,atencion de partos en servicio,vaginales,2007-01-01,7,7
SAN BORJA,atencion de partos en servicio,vaginales,2007-01-01,43,43
SAN BUENA VENTURA,atencion de partos en servicio,vaginales,2007-01-01,16,16
SAN CARLOS,atencion de partos en servicio,vaginales,2007-01-01,33,33
SAN IGNACIO,atencion de partos en servicio,vaginales,2007-01-01,25,25
SAN IGNACIO DE VELASCO,atencion de partos en servicio,vaginales,2007-01-01,81,81
SAN JAVIER(STC),atencion de partos en servicio,vaginales,2007-01-01,30,30
SAN JOAQUIN,atencion de partos en servicio,vaginales,2007-01-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,vaginales,2007-01-01,30,30
SAN JUAN DE YAPACANI,atencion de partos en servicio,vaginales,2007-01-01,9,9
SAN JULIAN,atencion de partos en servicio,vaginales,2007-01-01,68,68
SAN LORENZO(PND),atencion de partos en servicio,vaginales,2007-01-01,6,6
SAN LORENZO(TJA),atencion de partos en servicio,vaginales,2007-01-01,10,10
SAN LUCAS,atencion de partos en servicio,vaginales,2007-01-01,23,23
SAN MATIAS,atencion de partos en servicio,vaginales,2007-01-01,17,17
SAN MIGUEL DE VELASCO,atencion de partos en servicio,vaginales,2007-01-01,17,17
SAN PABLO DE LIPEZ,atencion de partos en servicio,vaginales,2007-01-01,1,1
SAN PEDRO,atencion de partos en servicio,vaginales,2007-01-01,19,19
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,vaginales,2007-01-01,6,6
SAN RAFAEL,atencion de partos en servicio,vaginales,2007-01-01,4,4
SAN RAMON,atencion de partos en servicio,vaginales,2007-01-01,9,9
SAN RAMON,atencion de partos en servicio,vaginales,2007-01-01,14,14
SANTA ANA,atencion de partos en servicio,vaginales,2007-01-01,26,26
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,vaginales,2007-01-01,1426,1426
SANTA ROSA,atencion de partos en servicio,vaginales,2007-01-01,9,9
SANTA ROSA DEL SARA,atencion de partos en servicio,vaginales,2007-01-01,23,23
SANTIAGO DE HUARI,atencion de partos en servicio,vaginales,2007-01-01,7,7
SANTIAGO DE MACHACA,atencion de partos en servicio,vaginales,2007-01-01,2,2
SANTIVAÑES,atencion de partos en servicio,vaginales,2007-01-01,3,3
SAPAHAQUI,atencion de partos en servicio,vaginales,2007-01-01,1,1
SENA,atencion de partos en servicio,vaginales,2007-01-01,7,7
SICA SICA (VILLA AROMA),atencion de partos en servicio,vaginales,2007-01-01,10,10
SICAYA,atencion de partos en servicio,vaginales,2007-01-01,1,1
SIPE SIPE,atencion de partos en servicio,vaginales,2007-01-01,32,32
SOPACHUY,atencion de partos en servicio,vaginales,2007-01-01,14,14
SORACACHI,atencion de partos en servicio,vaginales,2007-01-01,1,1
SORATA,atencion de partos en servicio,vaginales,2007-01-01,4,4
SUCRE,atencion de partos en servicio,vaginales,2007-01-01,292,292
TACACHI,atencion de partos en servicio,vaginales,2007-01-01,2,2
TACACOMA,atencion de partos en servicio,vaginales,2007-01-01,9,9
TACOPAYA,atencion de partos en servicio,vaginales,2007-01-01,6,6
TAPACARI,atencion de partos en servicio,vaginales,2007-01-01,7,7
TARABUCO,atencion de partos en servicio,vaginales,2007-01-01,20,20
TARACO,atencion de partos en servicio,vaginales,2007-01-01,1,1
TARATA,atencion de partos en servicio,vaginales,2007-01-01,6,6
TARIJA,atencion de partos en servicio,vaginales,2007-01-01,209,209
TARVITA,atencion de partos en servicio,vaginales,2007-01-01,21,21
TEOPONTE,atencion de partos en servicio,vaginales,2007-01-01,3,3
TIAWANACU,atencion de partos en servicio,vaginales,2007-01-01,9,9
TIPUANI,atencion de partos en servicio,vaginales,2007-01-01,10,10
TIQUIPAYA,atencion de partos en servicio,vaginales,2007-01-01,44,44
TIRAQUE (CBBA),atencion de partos en servicio,vaginales,2007-01-01,60,60
TOCO,atencion de partos en servicio,vaginales,2007-01-01,3,3
TOLATA,atencion de partos en servicio,vaginales,2007-01-01,2,2
TOLEDO,atencion de partos en servicio,vaginales,2007-01-01,2,2
TOMAVE,atencion de partos en servicio,vaginales,2007-01-01,4,4
TOMINA,atencion de partos en servicio,vaginales,2007-01-01,11,11
TORO TORO,atencion de partos en servicio,vaginales,2007-01-01,1,1
TOTORA(CBBA),atencion de partos en servicio,vaginales,2007-01-01,13,13
TOTORA(ORR),atencion de partos en servicio,vaginales,2007-01-01,6,6
TRINIDAD,atencion de partos en servicio,vaginales,2007-01-01,211,211
TUPIZA,atencion de partos en servicio,vaginales,2007-01-01,57,57
TURCO,atencion de partos en servicio,vaginales,2007-01-01,4,4
UMALA,atencion de partos en servicio,vaginales,2007-01-01,1,1
UNCIA,atencion de partos en servicio,vaginales,2007-01-01,30,30
URIONDO (A. CONCEPCION),atencion de partos en servicio,vaginales,2007-01-01,14,14
URUBICHA,atencion de partos en servicio,vaginales,2007-01-01,16,16
UYUNI,atencion de partos en servicio,vaginales,2007-01-01,31,31
VACAS,atencion de partos en servicio,vaginales,2007-01-01,9,9
VALLEGRANDE,atencion de partos en servicio,vaginales,2007-01-01,11,11
VIACHA,atencion de partos en servicio,vaginales,2007-01-01,17,17
VILA VILA,atencion de partos en servicio,vaginales,2007-01-01,2,2
VILLA MONTES,atencion de partos en servicio,vaginales,2007-01-01,56,56
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,vaginales,2007-01-01,2,2
VILLA RIVERO,atencion de partos en servicio,vaginales,2007-01-01,4,4
VILLA SERRANO,atencion de partos en servicio,vaginales,2007-01-01,13,13
VILLA TUNARI,atencion de partos en servicio,vaginales,2007-01-01,76,76
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,vaginales,2007-01-01,8,8
VILLAZON,atencion de partos en servicio,vaginales,2007-01-01,58,58
VINTO,atencion de partos en servicio,vaginales,2007-01-01,30,30
VITICHI,atencion de partos en servicio,vaginales,2007-01-01,3,3
WARNES,atencion de partos en servicio,vaginales,2007-01-01,51,51
YACUIBA,atencion de partos en servicio,vaginales,2007-01-01,94,94
YAMPARAEZ,atencion de partos en servicio,vaginales,2007-01-01,9,9
YANACACHI,atencion de partos en servicio,vaginales,2007-01-01,4,4
YAPACANI,atencion de partos en servicio,vaginales,2007-01-01,32,32
YOCALLA,atencion de partos en servicio,vaginales,2007-01-01,3,3
YOTALA,atencion de partos en servicio,vaginales,2007-01-01,13,13
ZUDAÑEZ,atencion de partos en servicio,vaginales,2007-01-01,4,4
ACHACACHI,atencion de partos en servicio,vaginales,2007-02-01,7,7
ACHOCALLA,atencion de partos en servicio,vaginales,2007-02-01,6,6
AIQUILE,atencion de partos en servicio,vaginales,2007-02-01,20,20
ALALAY,atencion de partos en servicio,vaginales,2007-02-01,4,4
ALCALA,atencion de partos en servicio,vaginales,2007-02-01,1,1
ANCORAIMES,atencion de partos en servicio,vaginales,2007-02-01,3,3
ANTEQUERA,atencion de partos en servicio,vaginales,2007-02-01,3,3
ANZALDO,atencion de partos en servicio,vaginales,2007-02-01,4,4
APOLO,atencion de partos en servicio,vaginales,2007-02-01,10,10
ARAMPAMPA,atencion de partos en servicio,vaginales,2007-02-01,2,2
ARANI,atencion de partos en servicio,vaginales,2007-02-01,5,5
ARBIETO,atencion de partos en servicio,vaginales,2007-02-01,1,1
ARQUE,atencion de partos en servicio,vaginales,2007-02-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en servicio,vaginales,2007-02-01,59,59
ATOCHA,atencion de partos en servicio,vaginales,2007-02-01,14,14
AYATA,atencion de partos en servicio,vaginales,2007-02-01,2,2
AYO AYO,atencion de partos en servicio,vaginales,2007-02-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,vaginales,2007-02-01,14,14
AZURDUY,atencion de partos en servicio,vaginales,2007-02-01,14,14
BATALLAS,atencion de partos en servicio,vaginales,2007-02-01,4,4
BAURES,atencion de partos en servicio,vaginales,2007-02-01,2,2
BERMEJO,atencion de partos en servicio,vaginales,2007-02-01,30,30
BETANZOS,atencion de partos en servicio,vaginales,2007-02-01,18,18
BOYUIBE,atencion de partos en servicio,vaginales,2007-02-01,3,3
BUENA VISTA,atencion de partos en servicio,vaginales,2007-02-01,20,20
CABEZAS,atencion de partos en servicio,vaginales,2007-02-01,19,19
CAIROMA,atencion de partos en servicio,vaginales,2007-02-01,1,1
"CAIZA ""D""",atencion de partos en servicio,vaginales,2007-02-01,4,4
CAJUATA,atencion de partos en servicio,vaginales,2007-02-01,11,11
CALAMARCA,atencion de partos en servicio,vaginales,2007-02-01,7,7
CAMARGO,atencion de partos en servicio,vaginales,2007-02-01,19,19
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,vaginales,2007-02-01,5,5
CAMIRI,atencion de partos en servicio,vaginales,2007-02-01,30,30
CAPINOTA,atencion de partos en servicio,vaginales,2007-02-01,21,21
CAQUIAVIRI,atencion de partos en servicio,vaginales,2007-02-01,1,1
CARACOLLO,atencion de partos en servicio,vaginales,2007-02-01,14,14
CARANAVI,atencion de partos en servicio,vaginales,2007-02-01,68,68
CARAPARI,atencion de partos en servicio,vaginales,2007-02-01,7,7
CARIPUYO,atencion de partos en servicio,vaginales,2007-02-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicio,vaginales,2007-02-01,7,7
CHALLAPATA,atencion de partos en servicio,vaginales,2007-02-01,23,23
CHAQUI,atencion de partos en servicio,vaginales,2007-02-01,5,5
CHARAGUA,atencion de partos en servicio,vaginales,2007-02-01,51,51
CHARAÑA,atencion de partos en servicio,vaginales,2007-02-01,1,1
CHAYANTA,atencion de partos en servicio,vaginales,2007-02-01,11,11
CHIMORE,atencion de partos en servicio,vaginales,2007-02-01,14,14
CHIPAYA,atencion de partos en servicio,vaginales,2007-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,vaginales,2007-02-01,18,18
CHUMA,atencion de partos en servicio,vaginales,2007-02-01,2,2
CLIZA,atencion de partos en servicio,vaginales,2007-02-01,14,14
COBIJA,atencion de partos en servicio,vaginales,2007-02-01,51,51
COCHABAMBA,atencion de partos en servicio,vaginales,2007-02-01,722,722
COLCAPIRHUA,atencion de partos en servicio,vaginales,2007-02-01,15,15
"COLCHA ""K""",atencion de partos en servicio,vaginales,2007-02-01,3,3
COLLANA,atencion de partos en servicio,vaginales,2007-02-01,1,1
COLOMI,atencion de partos en servicio,vaginales,2007-02-01,24,24
COLPA BELGICA,atencion de partos en servicio,vaginales,2007-02-01,3,3
COLQUECHACA,atencion de partos en servicio,vaginales,2007-02-01,10,10
COLQUENCHA,atencion de partos en servicio,vaginales,2007-02-01,1,1
COLQUIRI,atencion de partos en servicio,vaginales,2007-02-01,4,4
COMARAPA,atencion de partos en servicio,vaginales,2007-02-01,18,18
CONCEPCION,atencion de partos en servicio,vaginales,2007-02-01,37,37
COPACABANA,atencion de partos en servicio,vaginales,2007-02-01,11,11
CORIPATA,atencion de partos en servicio,vaginales,2007-02-01,13,13
CORO CORO,atencion de partos en servicio,vaginales,2007-02-01,2,2
COROICO,atencion de partos en servicio,vaginales,2007-02-01,14,14
COTAGAITA,atencion de partos en servicio,vaginales,2007-02-01,21,21
COTOCA,atencion de partos en servicio,vaginales,2007-02-01,40,40
CUATRO CAÑADAS,atencion de partos en servicio,vaginales,2007-02-01,21,21
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,vaginales,2007-02-01,2,2
CULPINA,atencion de partos en servicio,vaginales,2007-02-01,19,19
CURAHUARA DE CARANGAS,atencion de partos en servicio,vaginales,2007-02-01,10,10
DESAGUADERO,atencion de partos en servicio,vaginales,2007-02-01,7,7
EL ALTO,atencion de partos en servicio,vaginales,2007-02-01,785,785
EL PUENTE(STC),atencion de partos en servicio,vaginales,2007-02-01,12,12
EL PUENTE(TJA),atencion de partos en servicio,vaginales,2007-02-01,4,4
EL TORNO,atencion de partos en servicio,vaginales,2007-02-01,42,42
EL VILLAR,atencion de partos en servicio,vaginales,2007-02-01,4,4
ENTRE RIOS,atencion de partos en servicio,vaginales,2007-02-01,13,13
ENTRE RIOS,atencion de partos en servicio,vaginales,2007-02-01,26,26
EUCALIPTUS,atencion de partos en servicio,vaginales,2007-02-01,1,1
EXALTACION,atencion de partos en servicio,vaginales,2007-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicio,vaginales,2007-02-01,19,19
FILADELFIA,atencion de partos en servicio,vaginales,2007-02-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicio,vaginales,2007-02-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,vaginales,2007-02-01,3,3
GUANAY,atencion de partos en servicio,vaginales,2007-02-01,16,16
GUAQUI,atencion de partos en servicio,vaginales,2007-02-01,6,6
GUAYARAMERIN,atencion de partos en servicio,vaginales,2007-02-01,57,57
GUTIERREZ,atencion de partos en servicio,vaginales,2007-02-01,6,6
HUACARETA,atencion de partos en servicio,vaginales,2007-02-01,12,12
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,vaginales,2007-02-01,1,1
HUACHACALLA,atencion de partos en servicio,vaginales,2007-02-01,2,2
HUANUNI,atencion de partos en servicio,vaginales,2007-02-01,21,21
HUARACAJE,atencion de partos en servicio,vaginales,2007-02-01,4,4
HUAYLLAMARCA,atencion de partos en servicio,vaginales,2007-02-01,5,5
ICLA,atencion de partos en servicio,vaginales,2007-02-01,10,10
INCAHUASI,atencion de partos en servicio,vaginales,2007-02-01,30,30
INQUISIVI,atencion de partos en servicio,vaginales,2007-02-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,vaginales,2007-02-01,6,6
IXIAMAS,atencion de partos en servicio,vaginales,2007-02-01,5,5
JESUS DE MACHACA,atencion de partos en servicio,vaginales,2007-02-01,4,4
LA ASUNTA,atencion de partos en servicio,vaginales,2007-02-01,13,13
LA GUARDIA,atencion de partos en servicio,vaginales,2007-02-01,41,41
LA PAZ,atencion de partos en servicio,vaginales,2007-02-01,908,908
LAGUNILLAS,atencion de partos en servicio,vaginales,2007-02-01,8,8
LAJA,atencion de partos en servicio,vaginales,2007-02-01,2,2
LAS CARRERAS,atencion de partos en servicio,vaginales,2007-02-01,2,2
LICOMA PAMPA,atencion de partos en servicio,vaginales,2007-02-01,1,1
LLALLAGUA,atencion de partos en servicio,vaginales,2007-02-01,69,69
LLICA,atencion de partos en servicio,vaginales,2007-02-01,7,7
LORETO,atencion de partos en servicio,vaginales,2007-02-01,2,2
LURIBAY,atencion de partos en servicio,vaginales,2007-02-01,4,4
MACHACAMARCA,atencion de partos en servicio,vaginales,2007-02-01,2,2
MACHARETI,atencion de partos en servicio,vaginales,2007-02-01,7,7
MAGDALENA,atencion de partos en servicio,vaginales,2007-02-01,10,10
MAIRANA,atencion de partos en servicio,vaginales,2007-02-01,18,18
MAPIRI,atencion de partos en servicio,vaginales,2007-02-01,18,18
MECAPACA,atencion de partos en servicio,vaginales,2007-02-01,3,3
MINEROS,atencion de partos en servicio,vaginales,2007-02-01,34,34
MIZQUE,atencion de partos en servicio,vaginales,2007-02-01,28,28
MOCOMOCO,atencion de partos en servicio,vaginales,2007-02-01,1,1
