municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
HUANUNI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,2,2
LA PAZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,94,94
LLALLAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,6,6
MACHARETI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
MAIRANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
MIZQUE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,2,2
MOJOCOYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
MONTEAGUDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,4,4
MONTERO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,12,12
MOROCHATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,2,2
ORURO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,32,32
PADILLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
POCONA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,3,3
POTOSI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,23,23
PUERTO ACOSTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,2,2
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,3,3
RAVELO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
REYES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,2,2
RIBERALTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,3,3
ROBORE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
SACABA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,4,4
SACACA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,2,2
SAN ANDRES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
SAN BORJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,3,3
SAN CARLOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,8,8
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
SAN LUCAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,26,26
SANTIAGO DE HUARI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
SIPE SIPE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
SUCRE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,25,25
TARIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,17,17
TIQUIPAYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,3,3
TOTORA(CBBA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,3,3
TRINIDAD,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,14,14
TUPIZA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
VALLEGRANDE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,5,5
VILLA MONTES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,2,2
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
VILLA TUNARI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,3,3
VILLAZON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,2,2
VINTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
WARNES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,2,2
YACUIBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
YAMPARAEZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
YAPACANI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-01-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
AZURDUY,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
BERMEJO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,2,2
BETANZOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
BUENA VISTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
CAJUATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
CAMARGO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
CAMIRI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,3,3
CARACOLLO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,3,3
CLIZA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
COBIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,3,3
COCHABAMBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,82,82
COLOMI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
CONCEPCION,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,2,2
COPACABANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
COROICO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
CULPINA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
EL ALTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,47,47
EL PUENTE(STC),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
GUAQUI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,10,10
HUACARETA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,2,2
HUANUNI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
INCAHUASI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,4,4
LA PAZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,106,106
LLALLAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,3,3
MAIRANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
MIZQUE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,2,2
MONTERO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,16,16
MOROCHATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
ORURO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,19,19
PADCAYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
PADILLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
PAILON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
PATACAMAYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
POTOSI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,24,24
PRESTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
PUCARANI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,2,2
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,13,13
QUILLACOLLO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,4,4
RIBERALTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,4,4
ROBORE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,3,3
SAN BORJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
SAN CARLOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,3,3
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
SAN LORENZO(PND),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
SAN LUCAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,34,34
SANTA ROSA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
SENA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
SUCRE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,18,18
TARIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,22,22
TARVITA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
TINGUIPAYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
TOTORA(CBBA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,11,11
TUPIZA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
UNCIA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,6,6
VALLEGRANDE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,3,3
VILLA MONTES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,4,4
VILLA SERRANO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
VILLAZON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,2,2
VINTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
VITICHI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,3,3
WARNES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
YACUIBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,8,8
YAMPARAEZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,1,1
YOCALLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,2,2
YOTALA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-02-01,2,2
ACHACACHI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
AIQUILE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,4,4
ATOCHA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
BETANZOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
CAMIRI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,3,3
CAPINOTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
CARANAVI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
CARAPARI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
CHALLAPATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
CHARAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
CLIZA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
COBIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,5,5
COCHABAMBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,80,80
"COLCHA ""K""",atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
COLLANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
COLOMI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
COPACABANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
COROICO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
EL ALTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,73,73
EXALTACION,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
FILADELFIA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
HUACARETA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
HUARACAJE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
LA PAZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,106,106
LLALLAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,4,4
MAGDALENA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
MAIRANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
MINEROS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
MOJOCOYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
MONTEAGUDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
MONTERO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,7,7
ORURO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,28,28
PADILLA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
PALOS BLANCOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
PASORAPA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
PATACAMAYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
POTOSI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,26,26
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
PUNATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,3,3
REYES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,4,4
ROBORE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
SACABA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
SAN ANDRES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,5,5
SAN BORJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,4,4
SAN CARLOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
SAN IGNACIO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
SAN LUCAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
SAN PEDRO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
SAN RAFAEL,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
SANTA ANA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,35,35
SENA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
SUCRE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,21,21
TARIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,15,15
TARVITA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
TEOPONTE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
TIPUANI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,7,7
TRINIDAD,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,15,15
UNCIA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,3,3
VILLA MONTES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
VILLA TUNARI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,3,3
VILLAZON,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
VINTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,1,1
WARNES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
YACUIBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,5,5
YAMPARAEZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,6,6
YAPACANI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
YOTALA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-03-01,2,2
AIQUILE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,4,4
ARAMPAMPA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
ARQUE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,4,4
ATOCHA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
BERMEJO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,2,2
CAMARGO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,2,2
CAMIRI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,4,4
CARANAVI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
CHALLAPATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,2,2
COBIJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,3,3
COCHABAMBA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,79,79
COLOMI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
CORIPATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
COROICO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
EL ALTO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,78,78
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,7,7
HUANUNI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
INCAHUASI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,2,2
LA PAZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,89,89
LAJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
LLALLAGUA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,4,4
MACHARETI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
MIZQUE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,2,2
MONTEAGUDO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,2,2
MONTERO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,8,8
OCURI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
ORURO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,38,38
PADCAYA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
POTOSI,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,35,35
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,2,2
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,8,8
PUNATA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,2,2
QUILLACOLLO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
REYES,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
RIBERALTA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,5,5
ROBORE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,3,3
RURRENABAQUE,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
SACABA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,3,3
SACACA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,2,2
SAN BORJA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,6,6
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,4,4
SAN CARLOS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
SAN IGNACIO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,7,7
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
SAN JULIAN,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,2,2
SAN LUCAS,atencion de partos en servicio,nacidos vivos con peso menor a 2500g,2007-04-01,1,1
