municipality,group,variable,month,Nacidos vivos con peso menor a 2500 g.,TOTAL
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,0,0
SOPACHUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-06-01,4,4
ANZALDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,3,3
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,2,2
CALAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,2,2
CHARAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
CUEVO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,3,3
GUTIERREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,3,3
MECAPACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
PUERTO SILES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,6,6
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,0,0
TACOBAMBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
TOCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
UYUNI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,1,1
YANACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-07-01,2,2
ALALAY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,3,3
CORIPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,3,3
LLALLAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,3,3
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,0,0
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-08-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,2,2
ARQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,2,2
AYATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,2,2
CARANAVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
CHIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,3,3
EL TORNO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,2,2
HUACARETA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,0,0
SOPACHUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,2,2
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,2,2
UYUNI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,2,2
VACAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,2,2
YACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-09-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,6,6
ARQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
CHIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,2,2
PELECHUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,2,2
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,3,3
RIBERALTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
SABAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,0,0
TACOPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,3,3
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
TURCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,3,3
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-10-01,1,1
ALCALA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
ANTEQUERA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
BELLA FLOR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,2,2
BOLIVAR,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
CAJUATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2010-11-01,1,1
