municipality,group,variable,month,Nacidos muertos atendidos por personal de salud,TOTAL
CKOCHAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,1,1
COLQUENCHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,1,1
CUEVO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,1,1
REYES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,2,2
TOMINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-04-01,1,1
ALALAY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
ARQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,2,2
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,2,2
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
TARVITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
TIPUANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
UYUNI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-05-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,3,3
CORIPATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
COROICO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
GUANAY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
MACHACAMARCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
SACABA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,0,0
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-06-01,2,2
ACHACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
CHUMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,2,2
GUANAY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,4,4
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,0,0
SIPE SIPE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,3,3
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,2,2
YOCALLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-07-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,4,4
CURVA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,1,1
LAJA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,1,1
OCURI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,2,2
SAN JUAN DE YAPACANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,0,0
TORO TORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,1,1
UMALA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-08-01,2,2
ANCORAIMES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,11,11
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,2,2
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,0,0
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,1,1
TOMINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-09-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,2,2
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,2,2
LA ASUNTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,1,1
PRESTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,0,0
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,2,2
VACAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-10-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,3,3
CALACOTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,3,3
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,1,1
HUMANATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,21,21
MIZQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-11-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,8,8
MINEROS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,1,1
SAN PEDRO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,1,1
TIAWANACU,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,2,2
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,2,2
VILLA MONTES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2010-12-01,2,2
