,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,8,0,0,0,8,8
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,8,0,0,0,8,8
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,0,0,4,4
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,9,0,0,0,9,9
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,0,0,2,2
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,6,0,0,0,6,6
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,8,0,0,0,8,8
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,1,0,4,4
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,13,0,2,0,15,15
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,9,0,2,0,11,11
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,20,0,0,0,20,20
CHOQUE COTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,1,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,10,0,0,0,10,10
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,1,0,5,5
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,10,0,0,0,10,10
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,1,0,4,4
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,31,0,2,0,33,33
COCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,0,0,2,2
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,88,0,2,0,90,90
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,0,0,5,5
COLOMI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,17,0,0,0,17,17
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,6,0,0,0,6,6
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,31,0,6,0,37,37
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,0,0,4,4
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,0,0,5,5
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,29,0,0,0,29,29
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,13,0,0,0,13,13
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,9,0,2,0,11,11
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,58,0,11,0,69,69
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,11,0,0,0,11,11
CUEVO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,94,0,6,0,100,100
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,12,0,0,0,12,12
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,34,0,1,0,35,35
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,6,0,0,0,6,6
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,0,0,4,4
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,0,0,5,5
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,0,0,4,4
GUANAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,0,0,4,4
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,56,0,0,0,56,56
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
HUACARAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,1,0,3,3
HUATAJATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,0,0,2,2
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,0,0,1,0,1,1
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,0,0,3,0,3,3
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,0,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,9,0,0,0,9,9
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,7,0,0,0,7,7
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,1,0,4,4
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,36,0,1,0,37,37
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,10,0,14,0,24,24
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,366,0,8,0,374,374
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,0,0,5,5
LICOMA PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
LURIBAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,2,0,3,3
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,12,0,0,0,12,12
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,7,0,1,0,8,8
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,33,0,0,0,33,33
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,166,0,3,0,169,169
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,11,0,2,0,13,13
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,236,0,1,0,237,237
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,24,0,1,0,25,25
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,0,0,4,4
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,4,0,9,9
PAMPA GRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,1,0,2,2
PAPEL PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,17,0,0,0,17,17
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
PELECHUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,0,0,4,4
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,0,0,5,5
PORCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,19,0,0,0,19,19
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,0,0,5,5
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,19,0,1,0,20,20
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,225,0,6,0,231,231
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,24,0,0,0,24,24
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,0,0,2,0,2,2
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,0,0,5,5
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,1,0,5,5
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,1,0,2,2
PUERTO SILES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,0,0,4,4
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,19,0,0,0,19,19
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
PUNATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,3,0,4,4
QUIABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,8,0,0,0,8,8
QUIME,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,0,0,1,0,1,1
REYES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,11,0,0,0,11,11
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,91,0,1,0,92,92
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,7,0,1,0,8,8
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,2,0,4,4
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,1,0,5,5
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,7,0,0,0,7,7
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,1,0,2,2
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,0,0,1,0,1,1
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,0,0,2,0,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,37,0,8,0,45,45
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,3,0,7,7
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,10,0,0,0,10,10
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,19,0,10,0,29,29
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,98,0,1,0,99,99
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,6,0,8,8
SAN JAVIER(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,25,0,0,0,25,25
SAN JOAQUIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,8,0,1,0,9,9
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,6,0,0,0,6,6
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,1,0,5,5
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,0,0,1,0,1,1
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,9,0,0,0,9,9
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,1,0,5,5
SAN LUCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,1,0,3,3
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,13,0,1,0,14,14
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,0,0,5,5
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,8,0,1,0,9,9
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,0,0,2,2
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,11,0,0,0,11,11
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,1,0,2,2
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,8,0,0,0,8,8
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,658,0,15,0,673,673
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,1,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,0,0,4,4
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,22,0,0,0,22,22
SICAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,0,0,2,2
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,14,0,2,0,16,16
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,33,0,1,0,34,34
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
TARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,4,0,0,0,4,4
TARATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,127,0,2,0,129,129
TINGUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,6,0,3,0,9,9
TIQUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,0,0,5,5
TOLATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,0,0,5,5
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,0,0,1,1
TORO TORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,12,0,1,0,13,13
TOTORA(CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,5,0,0,0,5,5
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,131,0,10,0,141,141
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,11,0,1,0,12,12
UMALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,1,0,2,0,3,3
URUBICHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,1,0,3,3
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,15,0,0,0,15,15
VACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,0,0,1,0,1,1
VALLEGRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,7,0,0,0,7,7
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,27,0,3,0,30,30
VILLA MONTES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,17,0,0,0,17,17
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,6,0,0,0,6,6
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,0,0,2,2
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,95,0,2,0,97,97
YACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,7,0,0,0,7,7
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,37,0,0,0,37,37
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,2,0,0,0,2,2
YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,27,0,36,0,63,63
YOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-01-01,0,3,0,0,0,3,3
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,1,0,0,0,1,1
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,34,0,0,0,34,34
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,16,0,6,0,22,22
ARAMPAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,14,0,0,0,14,14
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,14,0,1,0,15,15
AUCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,2,0,0,0,2,2
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,4,0,1,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,10,0,0,0,10,10
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,12,0,3,0,15,15
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,1,0,0,0,1,1
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,13,0,2,0,15,15
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,7,0,0,0,7,7
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,10,0,0,0,10,10
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,5,0,0,0,5,5
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,17,0,1,0,18,18
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,4,0,0,0,4,4
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,3,0,1,0,4,4
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,8,0,1,0,9,9
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,5,0,1,0,6,6
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,5,0,0,0,5,5
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,13,0,0,0,13,13
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,10,0,0,0,10,10
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,2,0,0,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,8,0,0,0,8,8
CATACORA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,0,0,1,0,1,1
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,3,0,0,0,3,3
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,3,0,0,0,3,3
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,8,0,1,0,9,9
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,2,0,3,0,5,5
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,2,0,1,0,3,3
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,8,0,0,0,8,8
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,0,0,3,0,3,3
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,29,0,2,0,31,31
COCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,3,0,1,0,4,4
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,63,0,1,0,64,64
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,1,0,0,0,1,1
COLLANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,1,0,0,0,1,1
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,7,0,1,0,8,8
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,7,0,5,0,12,12
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,1,0,0,0,1,1
COMANCHE,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,6,0,2,0,8,8
COMBAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2023-02-01,0,0,0,1,0,1,1
