,group,variable,month,DT 4TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 4TA. DOSIS DE 7 A 49 AÑOS FUERA,DT 4TA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
BOYUIBE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,27,0,0,0,27,0,27
BUENA VISTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
CABEZAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
CAIROMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,2,8,3,10,13
CAJUATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,1,0,0,1,1,2
CALAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
CAMIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,26,8,0,1,26,9,35
CAPINOTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
CARACOLLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,4,7,0,0,4,7,11
CARANAVI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
CARAPARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,5,0,0,0,5,0,5
CATACORA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,10,0,0,1,10,11
CHAQUI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
CHAYANTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,1,0,0,1,1,2
CHIMORE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,4,0,0,2,4,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,4,0,0,0,4,4
CHUMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,2,3,2,4,6
CLIZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,6,10,7,12,19
COBIJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,4,12,15,12,19,24,43
COCAPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,5,1,0,1,5,6
COCHABAMBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,16,85,7,7,23,92,115
COLCAPIRHUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,3,4,6,6,9,15
"COLCHA ""K""",otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,4,2,0,0,4,2,6
COLOMI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,17,2,2,4,19,23
COLQUECHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
COLQUENCHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,3,0,1,0,4,4
COMARAPA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,1,0,1,2,3
CONCEPCION,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
COPACABANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
CORO CORO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,2,1,2,1,3
COROICO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,18,47,5,6,23,53,76
CUATRO CAÑADAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,3,9,3,10,13
CULPINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,3,0,1,2,4,6
CURAHUARA DE CARANGAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,42,165,1,23,43,188,231
EL PUENTE(STC),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
EL PUENTE(TJA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,34,55,0,4,34,59,93
EL VILLAR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,11,1,8,3,19,22
ESCOMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,1,0,0,1,1,2
EUCALIPTUS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,1,0,3,3
FILADELFIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,3,0,4,0,7,0,7
GENERAL SAAVEDRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,0,2,1,4,5
GUAYARAMERIN,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,4,1,2,1,6,7
HUACARETA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
HUARINA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
IXIAMAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,2,2,3,2,5
LA ASUNTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
LA GUARDIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,77,102,38,88,115,190,305
LA PAZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,35,161,0,5,35,166,201
LAJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,5,0,5,2,7
LAS CARRERAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,6,2,13,25,19,27,46
LORETO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,5,0,5,5
MACHACAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,3,1,3,1,4
MACHARETI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,6,0,0,0,6,0,6
MAGDALENA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,1,2,7,3,8,11
MAPIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
MECAPACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
MINEROS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,4,0,0,0,4,4
MIZQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,4,13,1,0,5,13,18
MOCOMOCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,0,0,0,2,0,2
MOJINETE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,0,2,0,4,0,4
MONTEAGUDO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,2,0,0,2,2,4
MONTERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,41,0,9,0,50,50
MOROCHATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,1,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,1,0,4,1,5,6
OCURI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,7,1,0,2,7,9
OMEREQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
ORURO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,6,46,1,7,7,53,60
PADILLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
PAILON,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,3,8,3,8,6,14
PALCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,4,0,0,0,4,4
PALOS BLANCOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,5,0,2,1,7,8
PAMPA GRANDE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,0,0,0,2,0,2
PELECHUCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
POCOATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
POCONA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,2,0,2,2
POJO (CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
PORONGO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,6,15,1,0,7,15,22
PORTACHUELO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,1,1,1,2
PORVENIR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,4,2,0,0,4,2,6
POTOSI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,10,30,0,1,10,31,41
PUCARANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,6,0,0,0,6,6
PUERTO ACOSTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,2,0,3,2,5
PUERTO GONZALO MORENO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,3,0,0,2,3,5
PUERTO PEREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,3,50,0,51,3,54
PUERTO RICO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
PUERTO SUAREZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
PUERTO VILLARROEL,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,4,15,8,14,12,29,41
PUNA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
PUNATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,3,5,0,6,3,11,14
QUILLACOLLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,6,4,3,5,9,14
QUIME,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
QUIRUSILLAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
RAQAYPAMPA(ETA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
RAVELO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,2,0,2,0,2
REYES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,4,1,5,1,6
RIBERALTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,5,0,0,0,5,5
ROBORE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
RURRENABAQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,2,0,3,0,3
SABAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,1,0,0,2,1,3
SACABA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,14,30,6,19,20,49,69
SACABAMBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,0,0,1,2,1,3
SAMAIPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,3,6,3,7,6,13
SAN ANDRES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,4,11,4,11,15
SAN ANDRES DE MACHACA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,1,0,0,1,1,2
SAN BENITO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
SAN BORJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,1,1,2,3,5
SAN BUENA VENTURA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,2,3,2,4,6
SAN CARLOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,6,4,0,0,6,4,10
SAN IGNACIO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,16,16,17,16,33
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,25,53,0,3,25,56,81
SAN JAVIER(STC),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,5,6,4,6,9,12,21
SAN JULIAN,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,5,10,0,0,5,10,15
SAN LORENZO(PND),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,5,1,2,1,7,8
SAN LORENZO(TJA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SAN LUCAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
SAN MATIAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,3,7,7,6,10,13,23
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
SAN PEDRO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
SAN PEDRO DE MACHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
SANTA ANA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,87,232,134,62,221,294,515
SANTA ROSA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
SANTIAGO DE HUARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,1,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
SANTIVAÑES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,7,24,16,24,23,47
SICAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,0,0,2,2,2,4
SIPE SIPE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,4,6,6,24,10,30,40
SORATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,2,1,2,2,4
SUCRE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,26,26,1,1,27,27,54
TACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,2,0,2,2
TACOPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
TAHUA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,1,5,2,7,9
TARACO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,8,0,0,1,8,9
TARATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,6,1,1,3,7,10
TARIJA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,5,20,0,1,5,21,26
TARVITA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,0,1,1,3,4
TIAHUANACU,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,7,12,0,1,7,13,20
TIPUANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,4,3,0,9,4,12,16
TIRAQUE (CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,5,0,3,0,8,8
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,3,3,0,4,3,7
TOCO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,4,0,3,1,7,8
TOLATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,1,0,1,1,2,3
TOTORA(CBBA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,3,1,1,1,4,5
TRINIDAD,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,11,2,2,2,13,15
TUPIZA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,3,0,0,1,3,4
UMALA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
UNCIA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,4,0,0,0,4,4
URIONDO (A. CONCEPCION),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
UYUNI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
VACAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,3,2,0,0,3,2,5
VALLEGRANDE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,3,3,1,3,4,7
VIACHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
VILA VILA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,2,2,3,2,5,7
VILLA MONTES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,8,1,0,0,8,1,9
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,0,3,6,3,6,9
VILLA RIVERO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
VILLA SERRANO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,1,0,0,2,1,3
VILLA TUNARI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,3,7,0,0,3,7,10
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,11,2,0,0,11,2,13
VILLAZON,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,14,2,2,2,16,18
VINTO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,5,5,16,5,21,26
WARNES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,15,48,24,27,39,75,114
YACUIBA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,2,6,0,0,2,6,8
YAPACANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,1,0,1,1,2,1,3
YOTALA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
ZUDAÑEZ,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-01-01,0,9,0,0,0,9,9
ACHACACHI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,1,2,0,0,1,2,3
ACHOCALLA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,8,0,0,0,8,8
AIQUILE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,2,1,4,0,6,1,7
ALTO BENI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,0,10,4,10,4,14
ANDAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,0,0,1,0,1,1
APOLO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,1,9,1,3,2,12,14
ARANI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,2,1,0,2,2,3,5
ARBIETO,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,1,3,0,5,1,8,9
ARQUE,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,1,2,0,0,1,2,3
ASCENCION DE GUARAYOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,5,0,0,0,5,5
ATOCHA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,1,1,0,0,1,1,2
AUCAPATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,1,2,0,0,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,5,5,16,5,21,26
BATALLAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,1,3,0,1,1,4,5
BAURES,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,1,1,0,0,1,1,2
BELLA FLOR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,1,1,0,4,1,5,6
BETANZOS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,0,0,1,0,1,1
BOLIVAR,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,0,0,1,1
BOLPEBRA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,0,0,1,0,1,1
BUENA VISTA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,1,3,6,3,7,10
CABEZAS,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,2,4,0,4,2,6
CAIROMA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,2,0,0,0,2,2
"CAIZA ""D""",otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,0,0,1,1
CAJUATA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,3,0,4,4
CALAMARCA,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,1,2,0,0,1,2,3
CAMIRI,otras vacunaciones,dt 4ta. dosis de 7 a 49 anos,2023-02-01,8,3,7,2,15,5,20
