,group,variable,month,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 3RA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CONCEPCION,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,1,1,0,0,1,1,2
CORQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,1,2,0,0,1,2,3
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,0,1,2,1,2,3
HUATAJATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,5,15,0,0,5,15,20
MOROCHATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,4,7,0,0,4,7,11
PAILON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
PALOS BLANCOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,1,1,0,0,1,1,2
PORONGO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,0,1,4,1,4,5
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,3,13,0,0,3,13,16
PUERTO ACOSTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
PUNATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,3,2,0,0,3,2,5
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,1,4,0,0,1,4,5
RIBERALTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,5,0,0,0,5,5
ROBORE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,2,5,1,5,3,10,13
SAN BENITO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,1,1,0,0,1,1,2
SAN BORJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,2,4,0,0,2,4,6
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
SAN JOAQUIN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,2,0,0,0,2,0,2
SAN JULIAN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,2,4,0,0,2,4,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,6,13,0,0,6,13,19
SHINAOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,1,0,0,1,1,1,2
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,6,0,0,0,6,6
TARATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,0,0,1,0,1,1
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,3,9,0,0,3,9,12
TIQUIPAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
TOLEDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,1,6,0,6,1,7
UNCIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,0,0,1,0,1,1
VILLAZON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-01-01,3,12,0,0,3,12,15
ANDAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
ARANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
ARBIETO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
ATOCHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
BELEN DE ANDAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,3,0,0,1,3,4
CABEZAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,2,1,1,2,3,5
CARACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
CLIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,3,1,0,0,3,1,4
COBIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
COCAPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,2,2,1,0,3,2,5
CONCEPCION,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,2,5,0,0,2,5,7
EL PUENTE(STC),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
EL VILLAR,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
HUARINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,1,1,0,2,1,3
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,2,6,0,0,2,6,8
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,2,9,4,0,6,9,15
MINEROS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,2,1,0,0,2,1,3
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
MOROCHATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
NAZACARA DE PACAJES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,2,0,0,1,2,3
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,2,8,0,0,2,8,10
PADCAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
PAILON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
POJO (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
PORVENIR,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,2,3,0,0,2,3,5
PUERTO CARABUCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
PUNATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,7,0,0,0,7,7
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,2,5,0,0,2,5,7
SACABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,2,0,0,1,2,3
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,9,22,2,8,11,30,41
SANTA ROSA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,0,3,0,3,0,3
SHINAOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,3,0,0,0,3,3
TACACHI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
TACOPAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,2,5,0,0,2,5,7
TIQUIPAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,4,0,0,0,4,4
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,2,0,1,0,3,3
TOCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
TOMINA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,3,1,2,2,5,7
URUBICHA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
VALLEGRANDE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,0,0,3,10,3,10,13
WARNES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,2,5,0,0,2,5,7
YAPACANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-02-01,2,5,0,0,2,5,7
ANCORAIMES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
ANDAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
ARQUE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,0,1,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
BELEN DE ANDAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,3,0,0,0,3,3
BERMEJO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,6,0,0,1,6,7
CABEZAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,0,0,1,0,1,1
CAJUATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
CARAPARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,3,3,0,1,3,4,7
CHALLAPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,1,0,2,2
CHIMORE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
CHIPAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
CLIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
COBIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,3,0,0,0,3,3
COCHABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,7,8,2,9,9,18
COLCAPIRHUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,2,4,0,0,2,4,6
COLQUIRI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,5,0,0,0,5,5
CRUZ DE MACHACAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
EL ALTO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,6,0,0,1,6,7
EL TORNO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,3,13,0,0,3,13,16
HUAYLLAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,1,0,2,2
HUMANATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,0,1,0,1,0,1
LA GUARDIA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,11,0,0,0,11,11
LA PAZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,18,6,0,0,18,6,24
LA RIVERA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,10,1,2,2,12,14
ORURO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,23,27,1,1,24,28,52
PADCAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
POCONA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,1,3,3,4,4,8
POJO (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
PORONGO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,4,2,0,0,4,2,6
PORTACHUELO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
PORVENIR,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,2,3,0,0,2,3,5
POTOSI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,12,20,0,0,12,20,32
PUCARANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
PUERTO ACOSTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,5,0,0,0,5,5
PUNATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
QUILLACOLLO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,7,0,4,1,11,12
RIBERALTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,8,0,0,1,8,9
SABAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,7,11,0,0,7,11,18
SAN ANDRES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
SAN BORJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
SAN JAVIER(STC),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,2,11,0,0,2,11,13
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
SAN RAMON SCZ,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,22,70,2,11,24,81,105
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,3,1,0,0,3,1,4
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
SIPE SIPE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,12,25,6,23,18,48,66
TAPACARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
TARIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,14,30,0,0,14,30,44
TIQUIPAYA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,0,1,0,1,0,1
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
TOCO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
TOLEDO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,8,6,7,1,15,7,22
TUPIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
UYUNI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
VILLA RIVERO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,4,0,0,0,4,4
VILLAZON,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,4,0,0,0,4,4
YACUIBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,3,9,0,0,3,9,12
YAPACANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
ALCALA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
ANDAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,3,0,0,0,3,3
ARANI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
BAURES,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,1,3,0,0,1,3,4
BERMEJO,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,2,4,0,0,2,4,6
CABEZAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,1,1,0,0,1,1,2
CAJUATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
CARAPARI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,2,0,2,0,4,4
CLIZA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
COBIJA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,1,1,1,2,2,3,5
COCAPATA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,2,4,20,38,22,42,64
COLCAPIRHUA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,2,1,2,0,4,1,5
COLOMI,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,0,0,1,0,1,1
COTOCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,3,0,0,0,3,3
CRUZ DE MACHACAMARCA,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 3ra. dosis trabajadores de salud,2023-04-01,0,2,0,0,0,2,2
