,group,variable,month,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CHIPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,2,1,0,0,2,1,3
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,2,0,0,0,2,0,2
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,4,2,0,3,4,7
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,4,22,34,110,38,132,170
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,3,1,0,0,3,1,4
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,13,15,0,2,13,17,30
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,3,0,0,1,3,4
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
FILADELFIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,2,1,0,0,2,1,3
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,4,0,0,0,4,4
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
HUARINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,4,0,0,0,4,4
LA ASUNTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,6,0,0,1,6,7
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,2,5,0,0,2,5,7
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,18,36,2,8,20,44,64
LAGUNILLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,3,1,0,0,3,1,4
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,1,6,3,7,4,11
LURIBAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,2,0,0,0,2,0,2
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,2,7,0,0,2,7,9
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,2,0,0,1,2,3
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,25,42,1,0,26,42,68
PADCAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,2,0,0,1,2,3
POJO (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,22,43,0,0,22,43,65
PUCARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,4,0,0,1,4,5
PUERTO GONZALO MORENO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,2,0,1,0,3,3
PUERTO RICO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,1,1,1,1,2,3
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,4,1,0,1,4,2,6
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,3,11,0,0,3,11,14
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,2,6,0,0,2,6,8
ROBORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,4,0,0,0,4,4
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,5,8,0,1,5,9,14
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
SAN JAVIER(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,3,5,0,0,3,5,8
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,7,1,1,1,8,9
SAN LORENZO(PND),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,18,70,0,0,18,70,88
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,1,0,0,1,1,2
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,3,1,5,2,8,10
SIPE SIPE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,7,1,7,1,14,15
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,0,3,2,4,2,6
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,12,42,0,0,12,42,54
TIPUANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,2,0,0,1,2,3
TIQUIPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,8,0,0,1,8,9
TOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,0,1,1,1,1,2
TOLEDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,0,2,0,0,0,2,2
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,6,11,0,12,6,18
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,2,0,0,1,2,3
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,2,0,0,0,2,0,2
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,3,3,0,0,3,3,6
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,4,0,0,1,4,5
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,0,0,0,1,0,1
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,7,19,0,0,7,19,26
YUNCHARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-01-01,1,1,0,0,1,1,2
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,3,0,0,1,3,4
ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,2,0,0,2,2,4
ARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
ARBIETO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,4,0,0,1,4,5
ARQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,3,0,0,0,3,3
ATOCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
AZURDUY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
BATALLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
BAURES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
BELEN DE ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,5,0,0,1,5,6
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
CAMARGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,1,0,0,2,1,3
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
CHOQUE COTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,2,0,0,1,2,3
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,8,0,0,0,8,8
COCAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,19,8,2,9,21,30
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,0,0,1,0,1,1
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
CORIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,3,0,0,0,3,3
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,0,0,0,2,0,2
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,22,14,1,1,23,15,38
EL CHORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,1,0,0,2,1,3
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,3,0,0,2,3,5
ESMERALDA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,0,0,1,1,1,2
HUARINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,3,0,0,0,3,3
HUAYLLAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,1,0,2,1,3,4
INQUISIVI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,0,0,1,0,1,1
IXIAMAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,10,0,0,2,10,12
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,4,15,1,2,5,17,22
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,3,0,0,0,3,3
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,8,0,0,1,8,9
MOROCHATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
NAZACARA DE PACAJES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,11,25,0,0,11,25,36
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,0,0,2,0,2,2
PALCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
PATACAMAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
PORONGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
PORVENIR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,20,33,0,0,20,33,53
PUERTO ACOSTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,3,2,0,0,3,2,5
PUERTO CARABUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,5,0,0,2,5,7
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,3,3,0,1,3,4,7
RURRENABAQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
SABAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,5,0,0,0,5,5
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,4,13,0,0,4,13,17
SACABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,1,0,0,2,1,3
SAN JAVIER(BNI),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,12,0,0,1,12,13
SAN PABLO DE LIPEZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,14,64,1,6,15,70,85
SANTA ROSA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,0,8,0,8,0,8
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,3,1,0,0,3,1,4
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,2,0,0,0,2,2
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
TACOPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,10,29,0,0,10,29,39
TIPUANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,0,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,3,9,0,0,3,9,12
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,0,0,1,0,1,1
TOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,0,0,0,2,0,2
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,2,0,0,1,2,3
TOTORA(ORR),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,1,14,0,15,1,16
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
URUBICHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,1,1,0,0,1,1,2
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,4,0,0,0,4,4
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,0,0,0,2,0,2
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,12,1,4,1,16,17
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,0,3,0,0,0,3,3
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,3,0,0,2,3,5
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-02-01,2,5,0,0,2,5,7
ACACIO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,4,0,0,1,4,5
ACHACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
ACHOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
ANTEQUERA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
ARANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
ARQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,3,0,0,0,3,3
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
ATOCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,2,0,0,1,2,3
BATALLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,3,0,0,1,3,4
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,3,2,0,0,3,2,5
BUENA VISTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
CAIROMA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,3,7,0,2,3,9,12
CAJUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,2,2,0,0,2,2,4
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,7,0,0,1,7,8
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
CHARAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,3,0,0,0,3,3
CHIPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,2,0,0,0,2,2
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,1,0,0,1,1,2
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,2,2,0,0,2,2,4
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,10,22,7,3,17,25,42
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,5,0,0,0,5,5
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,3,1,0,0,3,1,4
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,1,4,1,5,6
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,0,1,0,0,0,1,1
CORQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2023-03-01,1,0,0,0,1,0,1
