,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,3,2,0,0,3,2,5
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,3,11,0,0,3,11,14
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,2,0,0,0,2,2
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,1,5,2,6,3,9
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,3,0,0,1,3,4
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,25,55,0,2,25,57,82
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,1,1,3,2,4,6
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,6,4,2,3,8,7,15
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,2,0,0,1,2,3
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,2,0,0,1,2,3
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,0,0,1,0,1,1
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,2,0,0,1,2,3
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,2,4,1,1,3,5,8
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,5,17,0,0,5,17,22
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,0,0,0,1,0,1
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,3,1,0,0,3,1,4
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,2,0,0,1,2,3
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,1,0,0,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,2,0,0,0,2,0,2
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,5,0,0,0,5,5
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,3,3,0,0,3,3,6
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,2,0,0,0,2,2
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,2,3,0,0,2,3,5
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,3,7,0,0,3,7,10
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,10,31,17,49,27,80,107
LAJA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,1,0,0,1,1,2
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,0,0,0,1,0,1
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,0,0,1,0,1,1
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,3,1,0,2,3,5
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,21,43,3,2,24,45,69
PAILON,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,8,0,1,1,9,10
PALCA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,0,0,0,1,0,1
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,49,112,1,3,50,115,165
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,3,4,0,0,3,4,7
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,0,0,1,0,1,1
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,2,0,0,0,2,2
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,2,0,0,1,2,3
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,1,0,0,1,1,2
ROBORE,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,0,0,0,1,0,1
SACABA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,0,1,2,1,2,3
SACACA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,3,8,0,0,3,8,11
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,3,0,0,0,3,3
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,4,0,0,0,4,4
SAN JOAQUIN,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,3,3,0,0,3,3,6
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,1,0,0,0,1,1
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,2,10,0,0,2,10,12
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,4,0,0,0,4,4
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,6,5,0,0,6,5,11
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,3,2,0,0,3,2,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,117,207,23,17,140,224,364
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,3,1,0,0,3,1,4
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,2,3,0,0,2,3,5
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,4,15,10,20,14,35,49
TARABUCO,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,1,0,0,1,1,2
TARATA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,2,0,3,1,5,6
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,13,28,0,1,13,29,42
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,1,0,3,1,4,5
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,3,1,10,15,13,16,29
TOTORA(CBBA),otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,13,9,6,16,19,25,44
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,2,0,0,1,2,3
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,2,0,0,1,2,3
VACAS,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,0,0,1,0,1,1
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,2,1,1,1,3,4
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,3,1,0,2,3,5
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,2,0,0,0,2,2
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,4,0,0,0,4,4
YACO,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,2,2,0,0,2,2,4
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,1,7,0,0,1,7,8
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,1,0,1,0,2,2
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,14,40,0,0,14,40,54
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2023-01-01,0,1,0,0,0,1,1
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,0,0,1,0,1,1
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,3,0,0,0,3,3
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,2,1,0,2,2,4
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,0,1,0,1
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,1,2,1,3,2,5
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,3,0,0,0,3,3
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,6,11,0,0,6,11,17
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,2,0,0,0,2,2
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,1,0,0,1,1,2
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,1,0,2,2
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,0,1,0,1
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,0,1,0,1
CHUA COCANI,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,4,0,0,0,4,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,3,0,0,1,3,4
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,1,0,2,2
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,0,1,1,1,1,2
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,23,38,3,1,26,39,65
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,4,0,5,5
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,4,0,0,0,4,0,4
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,0,0,1,0,1,1
COROICO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,2,0,0,0,2,2
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,1,0,0,1,1,2
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,0,0,1,0,1,1
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,2,0,0,0,2,2
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,2,0,0,0,2,2
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,5,0,0,0,5,5
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,3,10,2,0,5,10,15
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,1,0,0,1,1,2
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2023-02-01,6,11,1,0,7,11,18
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,3,3,0,0,3,3,6
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,3,11,0,0,3,11,14
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,0,0,1,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2023-02-01,4,8,0,0,4,8,12
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,0,4,3,4,3,7
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
HUMANATA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,2,1,0,0,2,1,3
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,1,1,1,2
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,3,6,0,0,3,6,9
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,3,0,0,1,3,4
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,2,18,0,1,2,19,21
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,20,56,76,268,96,324,420
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,1,0,2,0,2
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,0,9,9,9,9,18
LLICA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,5,0,0,0,5,5
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,3,9,0,0,3,9,12
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,8,41,1,2,9,43,52
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,0,2,14,2,14,16
ORURO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,25,32,1,3,26,35,61
PAILON,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,1,0,1,1,2
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
POOPO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,3,1,0,0,3,1,4
POROMA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,9,14,0,0,9,14,23
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,9,18,0,0,9,18,27
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,0,1,1,1,1,2
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,5,1,5,6
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,7,0,2,1,9,10
QUIABAYA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,2,0,0,1,2,3
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,2,3,0,0,2,3,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,1,2,2,2,4
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,4,0,0,0,4,4
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,8,19,8,20,28
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,2,0,3,3
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,7,21,0,0,7,21,28
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,6,18,0,0,6,18,24
SAN JOAQUIN,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,1,2,2,3,3,6
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
SAN RAFAEL,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,3,0,0,0,3,3
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,0,1,0,1
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,2,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,66,244,8,32,74,276,350
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,3,6,0,0,3,6,9
SANTIVAÑES,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,5,5,0,2,5,7,12
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2023-02-01,4,9,0,0,4,9,13
SORATA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,1,3,2,3,5
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,4,17,31,69,35,86,121
TARATA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,7,20,0,0,7,20,27
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,2,0,0,0,2,2
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,2,0,0,1,2,3
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,11,20,7,15,18,35,53
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,3,0,0,1,3,4
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,6,0,1,1,7,8
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,0,0,0,1,0,1
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,0,0,1,0,1,1
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,1,1,1,2,2,4
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,3,0,0,1,3,4
WARNES,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,4,0,1,1,5,6
YACO,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,2,0,0,0,2,2
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,2,4,0,1,2,5,7
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2023-02-01,1,1,0,0,1,1,2
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,4,1,1,2,5,7
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,4,9,0,0,4,9,13
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,2,0,0,2,2,4
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,4,7,0,0,4,7,11
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,5,10,0,0,5,10,15
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,1,4,5,7,6,13
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,0,0,0,1,0,1
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,4,2,0,1,4,3,7
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,3,1,0,1,3,4
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,0,5,2,7,2,9
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,1,7,1,7,8
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,4,0,0,0,4,0,4
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,3,0,0,1,3,4
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,1,0,2,2
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,3,0,0,1,3,4
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,8,0,0,3,8,11
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,4,0,0,0,4,4
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,1,1,1,1,2
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,1,0,1,0,1
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,1,0,1,0,1
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,5,0,0,1,5,6
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,2,1,1,4,3,7
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,0,1,0,1,1
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,4,2,0,1,4,3,7
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,1,3,1,3,4
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,6,0,2,0,8,8
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,15,36,16,53,31,89,120
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,0,1,0,1,1
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,0,1,0,1,1
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,5,0,0,1,5,6
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,1,0,0,1,1,2
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,4,0,5,2,9,11
COMBAYA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,5,10,0,1,5,11,16
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,2,1,0,0,2,1,3
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,8,2,1,3,9,12
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,15,35,1,3,16,38,54
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,3,6,1,7,4,13,17
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,1,7,16,8,17,25
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,7,0,0,0,7,7
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,4,0,1,0,5,5
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2023-03-01,5,11,0,0,5,11,16
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,2,1,0,1,2,3
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,26,96,0,0,26,96,122
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,1,0,0,1,1,2
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,2,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,0,0,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,1,0,1,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,0,0,0,1,0,1
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,0,0,0,1,0,1,1
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2023-03-01,1,2,0,0,1,2,3
