,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,8,2,1,6,9,15
BATALLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,11,2,4,3,15,18
BAURES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,4,0,5,5
BERMEJO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,9,20,0,0,9,20,29
BETANZOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,13,0,3,1,16,17
BOLPEBRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,2,3,0,4,2,6
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,17,0,2,3,19,22
CABEZAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,7,1,7,5,14,19
CAIROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,10,0,1,2,11,13
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,8,0,0,1,8,9
CAJUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,7,0,1,1,8,9
CALACOTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,3,5,3,5,8
CALAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,10,1,2,3,12,15
CAMARGO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,13,7,1,0,14,7,21
CAPINOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,4,0,0,3,4,7
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,5,0,0,0,5,5
CARACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,7,14,6,3,13,17,30
CARANAVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,24,0,1,4,25,29
CARAPARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,14,0,0,2,14,16
CARIPUYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,9,0,0,4,9,13
CATACORA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
CHALLAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,5,16,1,2,6,18,24
CHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,3,0,1,0,4,4
CHARAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,8,0,2,0,10,10
CHAYANTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,7,0,1,0,8,8
CHIMORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,12,1,0,4,12,16
CHIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,9,0,1,0,10,10
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
CKOCHAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,6,0,3,0,9,9
CLIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,2,4,2,7,4,11
COBIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,11,37,78,16,89,53,142
COCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,5,14,0,0,5,14,19
COCHABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,137,454,29,24,166,478,644
COLCAPIRHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,11,20,2,6,13,26,39
"COLCHA ""K""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,3,0,0,4,3,7
COLOMI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,7,24,4,10,11,34,45
COLPA BELGICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,9,0,0,0,9,9
COLQUECHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,9,0,3,1,12,13
COLQUENCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,5,0,0,1,5,6
COLQUIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,4,2,6,2,10,12
COMARAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,3,3,4,3,7,10
CONCEPCION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,5,20,0,0,5,20,25
COPACABANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,2,0,2,1,3
CORIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,8,0,0,4,8,12
CORO CORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
COROICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,12,0,5,0,17,17
CORQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,0,1,0,2,0,2
COTAGAITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,5,0,0,0,5,5
CUATRO CAÑADAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,5,0,0,0,5,5
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
CURVA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,92,389,128,68,220,457,677
EL CHORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
EL PUENTE(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,7,0,0,3,7,10
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,7,1,2,2,9,11
EL TORNO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,6,3,2,0,8,3,11
EL VILLAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,1,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,5,38,5,4,10,42,52
ESCOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,3,2,3,3,6
EUCALIPTUS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,1,0,0,1,1,2
EXALTACION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,4,0,0,2,4,6
FILADELFIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,10,1,1,1,11,12
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,9,7,0,1,9,8,17
GUANAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,14,13,21,14,35,49
GUAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,5,0,0,0,5,5
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,9,42,12,13,21,55,76
HUACARAJE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,6,0,0,3,6,9
HUACARETA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,2,0,1,3,3,6
HUARINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,4,0,1,0,5,5
HUAYLLAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,8,2,3,4,11,15
HUMANATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
ICLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
INCAHUASI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,2,0,2,2
INQUISIVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,2,1,3,2,5,7
IXIAMAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,5,6,14,10,19,29
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,19,3,5,5,24,29
LA GUARDIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,0,0,2,1,2,3
LA PAZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,101,364,76,53,177,417,594
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,0,0,0,2,0,2
LAJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,5,8,5,9,10,19
LAS CARRERAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
LICOMA PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,10,27,58,83,68,110,178
LLICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,4,0,1,0,5,5
LORETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,1,9,0,11,1,12
LURIBAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,6,0,0,1,6,7
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
MACHARETI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,1,0,0,4,1,5
MAGDALENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,3,11,12,14,15,29
MAIRANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,19,0,0,0,19,19
MALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,5,0,5,5
MAPIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,11,1,1,4,12,16
MECAPACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,5,0,0,1,5,6
MINEROS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,9,0,0,0,9,9
MIZQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,7,1,1,3,8,11
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,1,0,1,2,3
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,9,129,12,22,21,151,172
MOROCHATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,5,0,2,0,7,7
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,0,1,4,2,4,6
OCURI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,11,0,1,0,12,12
OMEREQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,7,1,0,2,7,9
ORURO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,52,220,9,13,61,233,294
PADCAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,4,0,0,1,4,5
PADILLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
PAILON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,11,1,2,5,13,18
PALCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,11,0,0,1,11,12
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,7,9,4,6,11,15,26
PAMPA GRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,1,0,1,0,1
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
PASORAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,17,0,0,1,17,18
PAZÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,2,0,0,2,2,4
PELECHUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
POCOATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,6,0,1,1,7,8
POCONA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,5,11,5,13,18
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,6,0,0,3,6,9
POOPO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,20,2,17,2,37,39
POROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,30,0,0,1,30,31
PORVENIR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,4,6,3,6,7,13
POTOSI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,65,240,11,10,76,250,326
PUCARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,8,1,0,3,8,11
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,4,0,4,0,4
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,0,0,0,2,0,2
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,4,3,12,4,16,20
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,3,3,3,6,6,12
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,4,7,2,9,6,15
PUERTO SILES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,6,14,1,1,7,15,22
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,9,29,14,9,23,38,61
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,8,2,2,2,10,12
PUNATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,9,13,6,19,15,32,47
QUIABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,6,0,2,0,8,8
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,12,39,20,27,32,66,98
QUIME,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,0,2,0,4,4
QUIRUSILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,3,0,3,3
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,3,0,0,2,3,5
RAVELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,4,0,1,0,5,5
REYES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,13,0,0,0,13,13
RIBERALTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,48,10,2,11,50,61
ROBORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,4,0,0,3,4,7
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,16,5,12,7,28,35
SABAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,1,0,0,1,1,2
SACABA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,14,88,20,40,34,128,162
SACABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,3,2,3,2,5
SACACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,17,0,3,0,20,20
SAIPINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,4,0,0,0,4,4
SAMAIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,1,0,1,0,1
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,12,31,35,35,47,82
SAN ANDRES DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,7,0,1,1,8,9
SAN BENITO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,11,1,1,3,12,15
SAN BORJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,8,36,37,31,45,67,112
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,2,1,4,2,6,8
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,8,0,0,0,8,8
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,28,30,25,33,53,86
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,7,9,0,1,7,10,17
SAN JAVIER(BNI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,0,2,6,4,6,10
SAN JAVIER(STC),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,27,1,0,5,27,32
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,9,0,0,1,9,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,10,10,7,12,17,22,39
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,6,0,2,2,8,10
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,56,1,4,3,60,63
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,18,1,0,2,18,20
SAN LUCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,9,6,30,10,39,16,55
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,13,0,0,0,13,13
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,4,2,34,8,38,10,48
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,29,0,1,0,30,30
SAN PEDRO DE MACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,3,0,0,1,3,4
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
SAN PEDRO(PND),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
SAN RAFAEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,11,0,0,1,11,12
SAN RAMON BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,4,0,0,1,4,5
SAN RAMON SCZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,5,0,0,0,5,5
SANTA ANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,2,3,0,0,2,3,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,424,1074,216,125,640,1199,1839
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,4,0,0,0,4,4
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,6,8,0,0,6,8,14
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,4,1,1,2,5,7
SANTIAGO DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,0,2,0,2,2
SANTIVAÑES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,0,26,1,26,1,27
SAPAHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,0,0,1,1,1,2
SENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,8,8,8,10,18
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,6,0,0,0,6,6
SICAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,7,19,15,32,22,51,73
SOPACHUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
SORACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
SORATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,8,5,2,5,10,15
SUCRE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,17,29,0,1,17,30,47
TACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,3,1,0,2,3,3,6
TACOPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,4,1,4,1,8,9
TAPACARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,5,11,6,11,11,22,33
TARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
TARACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,0,4,0,0,0,4,4
TARATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,1,2,1,1,2,3,5
TARIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,29,198,1,5,30,203,233
TEOPONTE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2023-01-01,11,10,4,7,15,17,32
