,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
CALAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,1,0,2,2
CHARAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,1,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,2,0,4,4
CLIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,2,0,3,3
COBIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,4,0,13,0,17,17
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,79,0,12,0,91,91
COLCAPIRHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,5,0,6,6
"COLCHA ""K""",otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,1,0,1,1
COLPA BELGICA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
CORQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,2,0,2,2
CUATRO CAÑADAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,9,0,9,9
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,7,0,7,7
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,48,0,8,0,56,56
EL PUENTE(TJA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,2,0,2,2
FILADELFIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,8,0,9,9
GUANAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,1,0,3,3
GUAYARAMERIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,2,0,2,2
HUARINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,3,0,2,0,5,5
HUAYLLAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,4,0,5,5
IXIAMAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,1,0,1,1
JESUS DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,131,0,6,0,137,137
LLALLAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,2,0,2,2
LORETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,10,0,0,0,10,10
LURIBAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,7,0,0,0,7,7
MAPIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,0,0,2,2
MONTERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,8,0,11,0,19,19
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,2,0,2,2
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,13,0,9,0,22,22
PADILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,3,0,3,3
PALCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,1,0,2,2
PALOS BLANCOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,0,0,2,2
PATACAMAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
POCOATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,2,0,2,2
PORTACHUELO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,18,0,1,0,19,19
PUERTO GONZALO MORENO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,5,0,5,5
PUERTO QUIJARRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,8,0,9,9
PUERTO SUAREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,0,0,2,2
PUNATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,2,0,2,2
QUILLACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,9,0,5,0,14,14
RIBERALTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
ROBORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,0,0,2,2
RURRENABAQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,11,0,12,12
SACABA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,21,0,5,0,26,26
SACACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,1,0,1,1
SAN ANDRES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,1,0,1,1
SAN BORJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,2,0,4,4
SAN BUENA VENTURA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,1,0,1,1
SAN IGNACIO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,16,0,16,16
SAN JOAQUIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,1,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,3,0,0,0,3,3
SAN JUAN DE YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,2,0,2,2
SAN PABLO DE LIPEZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,43,0,0,0,43,43
SANTIVAÑES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,9,0,10,10
SHINAOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,1,0,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,1,0,2,2
SUCRE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,22,0,0,0,22,22
TAPACARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,13,0,13,13
TARABUCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,1,0,1,1
TARIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,6,0,0,0,6,6
TIQUIPAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,7,0,0,0,7,7
TOCO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,2,0,2,2
TOLEDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,0,0,2,2
TOMINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,5,0,5,5
TRINIDAD,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,5,0,133,0,138,138
TUPIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,0,0,2,2
URIONDO (A. CONCEPCION),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,1,0,2,2
UYUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,1,0,2,2
VALLEGRANDE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,0,0,2,2
VIACHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,1,0,3,3
VILLA MONTES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,3,0,3,3
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,6,0,6,6
VILLA TUNARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,0,0,2,2
VILLAZON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,2,0,1,0,3,3
VINTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
WALDO BALLIVIAN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,3,0,1,0,4,4
WARNES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,15,0,1,0,16,16
YACO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,5,0,0,0,5,5
YACUIBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,4,0,0,0,4,4
YAPACANI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-01-01,0,0,0,1,0,1,1
AIQUILE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,13,0,13,13
ANCORAIMES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,4,0,4,4
ANDAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,1,0,1,1
ANZALDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,13,0,14,14
APOLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,8,0,8,8
ARBIETO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,7,0,7,7
ARQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,7,0,0,0,7,7
ASCENCION DE GUARAYOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,10,0,1,0,11,11
ATOCHA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,7,0,7,7
AYATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,3,0,3,3
AYO AYO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,0,0,1,1
AZURDUY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,18,0,32,0,50,50
BETANZOS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,19,0,19,19
BOLIVAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,5,0,19,0,24,24
BOYUIBE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,3,0,3,3
CABEZAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,83,0,84,84
CAIROMA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,3,0,3,3
CALACOTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,1,0,1,1
CALAMARCA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,1,0,1,1
CAMARGO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,3,0,3,0,6,6
CAMIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,6,0,0,0,6,6
CAPINOTA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,15,0,0,0,15,15
CARACOLLO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,2,0,0,0,2,2
CARANAVI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,3,0,0,0,3,3
CARAPARI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,2,0,0,0,2,2
CATACORA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,1,0,1,1
CHALLAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,2,0,0,0,2,2
CHARAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,6,0,13,0,19,19
CHIMORE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,12,0,12,12
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,1,0,2,2
CLIZA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,2,0,3,0,5,5
COBIJA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,4,0,37,0,41,41
COCAPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,31,0,47,0,78,78
COLCAPIRHUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,6,0,7,7
COLOMI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,6,0,6,6
COLQUECHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,3,0,4,0,7,7
COPACABANA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,1,0,1,1
CORIPATA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,2,0,2,2
CORO CORO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,1,0,1,1
COROICO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,8,0,8,8
COTAGAITA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,2,0,2,0,4,4
CUATRO CAÑADAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,1,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,11,0,11,11
CUEVO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,3,0,3,3
EL ALTO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,171,0,265,0,436,436
EL TORNO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,3,0,0,0,3,3
EL VILLAR,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,2,0,0,0,2,2
ENTRE RIOS TRJ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,3,0,3,3
FILADELFIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,2,0,15,0,17,17
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,2,0,3,3
GUANAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,9,0,9,9
GUAQUI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,2,0,3,3
GUTIERREZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,4,0,4,4
HUACARETA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,2,0,2,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,5,0,5,5
HUACHACALLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,4,0,4,4
HUARINA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,1,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,0,0,1,1
IXIAMAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,2,0,2,2
JESUS DE MACHACA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,2,0,2,2
LA GUARDIA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,7,0,3,0,10,10
LA PAZ,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,49,0,4,0,53,53
LAGUNILLAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,9,0,9,9
LAS CARRERAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,5,0,12,0,17,17
LLALLAGUA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,1,0,1,1
LURIBAY,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,1,0,2,2
MACHARETI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,15,0,6,0,21,21
MAGDALENA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,0,0,1,1
MAPIRI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,10,0,24,0,34,34
MIZQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,94,0,94,94
MOJINETE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,30,0,30,30
MONTERO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,4,0,11,0,15,15
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,5,0,5,5
NAZACARA DE PACAJES,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,1,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,2,0,2,2
OCURI,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,1,0,1,1
OKINAWA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,2,0,2,2
OMEREQUE,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,6,0,6,6
ORURO,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,23,0,2,0,25,25
PADCAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,1,0,8,0,9,9
PADILLA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,3,0,9,0,12,12
PAILON,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,36,0,36,36
PAMPA AULLAGAS,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,2,0,0,0,2,2
PAPEL PAMPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,2,0,0,0,2,2
PASORAPA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,0,0,6,0,6,6
PATACAMAYA,otras vacunaciones,vph (ninas que cumpliran 10 anos) 1ra. dosis,2023-02-01,0,2,0,1,0,3,3
