,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,7,16,0,0,7,16,23
PADCAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,1,0,0,0,1,0,1
PALOS BLANCOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,2,0,0,0,2,0,2
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,1,2,0,2,1,4,5
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,0,3,0,0,0,3,3
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,2,0,14,4,16,4,20
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,1,0,0,0,1,0,1
SAN LORENZO(PND),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,0,0,1,2,1,2,3
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,0,6,0,0,0,6,6
TIQUIPAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,0,1,0,0,0,1,1
TOLATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,2,1,0,0,2,1,3
VILLA RIVERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,1,1,0,0,1,1,2
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-01-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,2,0,0,0,2,2
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,5,0,0,0,5,0,5
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,1,0,4,3,5,3,8
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,3,8,6,8,9,16,25
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,6,14,2,3,8,17,25
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,1,0,0,0,1,0,1
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,7,1,0,0,7,1,8
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,1,1,0,1,1,2
RAQAYPAMPA(ETA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,1,0,0,0,1,0,1
RURRENABAQUE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,3,0,8,0,11,0,11
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,1,1,0,0,1,1,2
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,0,2,1,2,1,3
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,4,0,0,0,4,0,4
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,1,2,0,0,1,2,3
SHINAOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,1,3,0,0,1,3,4
SIPE SIPE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,1,0,0,0,1,1
TACOPAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,1,2,0,0,1,2,3
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,1,0,0,0,1,0,1
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,0,1,0,1,0,1
TOLATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,1,0,0,0,1,0,1
VILLA RIVERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,0,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,3,0,0,0,3,3
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-02-01,0,1,0,0,0,1,1
ARBIETO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,61,0,62,62
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,1,2,0,0,1,2,3
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,6,22,20,14,26,36,62
LA GUARDIA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,4,10,0,0,4,10,14
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,2,1,1,1,3,4
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,2,6,0,0,2,6,8
PORVENIR,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,0,1,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,2,41,24,41,26,67
PUERTO RICO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,1,1,0,0,1,1,2
PUNATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,0,10,9,10,9,19
RURRENABAQUE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,0,8,1,8,1,9
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,4,4,0,0,4,4,8
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,2,0,0,0,2,2
SAN LORENZO(PND),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,1,3,0,0,1,3,4
SAN MATIAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,0,1,2,1,2,3
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,0,3,3,3,3,6
SHINAOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,23,4,1,1,24,5,29
TARATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,3,8,0,0,3,8,11
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,3,0,4,0,7,7
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,3,0,0,0,3,3
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,2,0,3,3
WARNES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-03-01,1,0,0,0,1,0,1
ARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,1,2,0,0,1,2,3
AZURDUY,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,18,1,41,1,59,2,61
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,1,1,4,3,5,4,9
COLCAPIRHUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,1,0,0,0,1,0,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,1,0,0,1,1,1,2
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,2,0,2,3,4,3,7
CUEVO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,8,39,62,144,70,183,253
EL CHORO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,1,0,0,0,1,0,1
EL TORNO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,3,0,0,0,3,0,3
GAIOC JATUN AYLLU YURA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,0,8,0,8,8
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,0,3,0,3,3
GUAYARAMERIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,1,9,1,9,10
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,3,5,0,0,3,5,8
LLALLAGUA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,1,0,1,0,1
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,4,4,0,0,4,4,8
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,2,3,0,4,2,7,9
PUERTO PEREZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,4,0,0,0,4,0,4
PUERTO RICO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,1,5,1,5,6
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,1,3,0,3,1,4
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,3,2,3,2,5
RAQAYPAMPA(ETA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,2,0,0,0,2,2
RIBERALTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,1,1,0,8,1,9,10
RURRENABAQUE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,3,8,3,1,6,9,15
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,1,2,0,0,1,2,3
SACABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,1,2,0,1,1,3,4
SAN BENITO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,3,0,0,0,3,3
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,1,0,1,0,1
SAN LORENZO(PND),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,3,2,3,2,5
SAN LORENZO(TJA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,2,0,0,0,2,2
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,3,0,0,0,3,0,3
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,23,9,12,52,35,61,96
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,1,0,0,0,1,1
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,0,1,0,1,1
TOLATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,1,0,2,0,3,3
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,2,3,6,3,8,11
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,57,2,57,2,59
VACAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,2,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,1,1,1,1,2,3
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,0,1,5,1,5,6
YUNCHARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-04-01,0,2,0,0,0,2,2
ARBIETO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,0,1,0,1,0,1
BAURES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,4,0,0,0,4,0,4
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,2,0,0,0,2,0,2
CAMIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,1,0,0,0,1,1
CAPINOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,2,0,0,0,2,0,2
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,2,0,0,0,2,2
COBIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,2,5,0,0,2,5,7
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,4,5,4,1,8,6,14
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,0,0,0,1,0,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,8,36,11,74,19,110,129
FILADELFIA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,1,2,2,2,3,5
GUAYARAMERIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,1,4,5,4,6,10
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,7,20,4,22,11,42,53
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,2,0,0,0,2,0,2
PADCAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,1,0,0,1,1,2
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,2,0,1,1,3,4
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,0,0,0,1,0,1
QUILLACOLLO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,5,0,0,1,5,6
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,2,4,4,0,6,4,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,2,0,0,1,2,3
SAN BENITO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,0,0,0,1,0,1
SAN LORENZO(PND),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,0,0,0,1,0,1
SANTA ANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,0,49,1,49,1,50
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,9,0,1,1,10,11
SENA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,0,6,4,7,4,11
SHINAOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,3,1,0,0,3,1,4
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,33,16,1,4,34,20,54
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,1,0,0,0,1,1
TIPUANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,0,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,1,0,0,1,1,2
TOMINA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,0,0,0,1,0,1
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,1,2,0,1,1,3,4
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-05-01,0,1,0,0,0,1,1
ARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,0,0,0,1,1
ARBIETO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,2,1,34,0,36,1,37
CAPINOTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,0,0,0,1,1
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,0,0,2,0,2,2
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,0,1,15,1,15,16
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,1,0,0,4,1,4,5
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,101,15,1,4,102,19,121
EL PUENTE(TJA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,2,0,0,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,1,0,0,0,1,0,1
FILADELFIA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,0,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,0,0,0,1,1
LA ASUNTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,1,1,0,0,1,1,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,53,10,4,1,57,11,68
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,17,0,0,0,17,17
POTOSI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2023-06-01,0,1,8,36,8,37,45
