,group,variable,month,DT 5TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 5TA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 5TA. DOSIS DE 7 A 49 AÑOS FUERA,DT 5TA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
CALAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,1,0,2,1,3,4
CAMIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,9,3,1,0,10,3,13
CAPINOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
CARACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,3,0,0,2,3,5
CARANAVI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,1,0,0,2,1,3
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,1,0,2,0,2
CHALLAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,5,0,2,0,7,7
CHARAGUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,1,0,1,1,2
CHIMORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
CHUMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,2,1,2,1,3
CLIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,1,1,3,2,4,6
COBIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,5,8,3,9,8,17
COCAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
COCHABAMBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,18,43,6,1,24,44,68
COLCAPIRHUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,4,3,1,3,5,8
"COLCHA ""K""",otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,0,0,0,2,0,2
COLLANA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,1,0,0,2,1,3
COLOMI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,8,1,1,1,9,10
CONCEPCION,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
CORO CORO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
COTAGAITA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
COTOCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,8,10,0,3,8,13,21
CUATRO CAÑADAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,0,0,2,2,2,4
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,1,0,1,0,1
CULPINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
CURVA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,15,121,0,4,15,125,140
EL PUENTE(STC),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
EL TORNO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,8,31,3,10,11,41,52
EL VILLAR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,1,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,5,0,4,2,9,11
EUCALIPTUS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,2,1,2,2,4
FERNANDEZ ALONSO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
FILADELFIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,5,0,4,1,9,10
GENERAL SAAVEDRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,4,1,6,1,10,11
HUACARETA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,1,0,0,1,1,2
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,1,0,0,2,1,3
HUARINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,1,0,1,0,1
INCAHUASI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
IXIAMAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,1,2,1,3,4
JESUS DE MACHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,3,0,0,2,3,5
LA GUARDIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,10,24,23,36,33,60,93
LA PAZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,16,116,0,2,16,118,134
LAGUNILLAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
LAJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,1,0,1,1,2
LLALLAGUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,7,10,7,10,17
MACHARETI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,5,1,0,0,5,1,6
MAGDALENA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,3,11,3,11,14
MAIRANA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,4,0,0,0,4,4
MINEROS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
MIZQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,5,16,2,1,7,17,24
MOJINETE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
MOJOCOYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,5,6,0,0,5,6,11
MONTERO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,15,0,3,2,18,20
OKINAWA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
ORURO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,8,24,0,2,8,26,34
PAILON,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,6,2,6,3,9
PALOS BLANCOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
PAMPA GRANDE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,4,0,0,2,4,6
POCONA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,4,0,4,4
PORONGO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,3,9,2,2,5,11,16
PORTACHUELO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
PORVENIR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,11,2,0,3,11,14
PUCARA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,1,0,1,1,2
PUERTO QUIJARRO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,3,1,0,0,3,1,4
PUERTO RICO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,3,1,3,1,6,7
PUERTO SUAREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,1,1,0,3,1,4
PUERTO VILLARROEL,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,7,7,6,7,13,20
PUNA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
PUNATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,4,0,6,6
QUILLACOLLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,3,3,3,3,6,9
QUIME,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
REYES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,1,0,1,0,1
RIBERALTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,4,0,0,0,4,4
RURRENABAQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,1,2,1,2,3
SACABA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,16,6,12,8,28,36
SAMAIPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,2,3,1,5,3,8
SAN ANDRES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,6,11,7,11,18
SAN ANDRES DE MACHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,2,0,2,2
SAN BORJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,2,1,2,3
SAN CARLOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,5,0,0,1,5,6
SAN IGNACIO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,3,6,3,7,10
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,8,25,0,2,8,27,35
SAN JAVIER(STC),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SAN JOAQUIN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,7,4,0,1,7,5,12
SAN JULIAN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,3,5,0,0,3,5,8
SAN LORENZO(PND),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SAN MATIAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,6,4,3,6,9,15
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SAN PEDRO(PND),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,44,73,20,10,64,83,147
SANTA ROSA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
SANTIAGO DE HUARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,3,0,4,4
SANTIVAÑES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
SAPAHAQUI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,4,3,4,3,7
SICAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
SIPE SIPE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,2,1,5,3,7,10
SORATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,3,0,2,0,5,5
SUCRE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,10,13,0,2,10,15,25
TACACHI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
TACOPAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,2,0,3,3
TAPACARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,2,0,1,2,3,5
TARACO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,5,0,0,1,5,6
TARATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,2,1,2,1,4,5
TARIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
TARVITA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,2,0,0,2,2,4
TIAHUANACU,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,4,4,0,0,4,4,8
TINGUIPAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,8,5,0,1,8,6,14
TIRAQUE (CBBA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,7,0,2,0,9,9
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,1,1,1,1,2
TOCO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,1,5,2,5,7
TOLEDO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
TOMINA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
TRINIDAD,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,10,1,2,1,12,13
TUPIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
UNCIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
UYUNI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,0,0,0,2,0,2
VALLEGRANDE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,3,0,0,2,3,5
VIACHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
VILA VILA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,1,0,1,1,2
VILLA MONTES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,0,0,0,2,0,2
VILLA RIVERO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
VILLA TUNARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,3,2,0,2,3,4,7
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,6,1,0,0,6,1,7
VILLAZON,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,5,1,1,3,6,9
VINTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,11,0,12,12
WARNES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,5,13,2,8,7,21,28
YACUIBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
YANACACHI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
YOTALA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-01-01,2,1,0,0,2,1,3
ACHACACHI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,0,0,1,1
ALTO BENI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,4,3,4,4,8
ANZALDO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,2,0,0,0,2,2
ARANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,2,0,0,0,2,2
ARBIETO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,2,0,1,0,3,3
ARQUE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,3,1,2,1,5,6
ASCENCION DE GUARAYOS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,6,0,0,0,6,6
ATOCHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,3,1,0,2,3,5
AYATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,2,1,2,1,4,5
BATALLAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,2,4,0,0,2,4,6
BAURES,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,0,0,1,0,1,1
BOYUIBE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,7,1,16,2,23,25
CABEZAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,0,0,1,0,1,1
CAIROMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,2,0,0,0,2,2
CAJUATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,0,1,0,1,0,1
CALAMARCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,2,0,0,0,2,2
CAMIRI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,7,3,1,11,8,14,22
CAPINOTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,4,1,1,6,5,7,12
CARANAVI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,4,0,0,0,4,4
CARAPARI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,2,0,0,0,2,2
CHIMORE,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,1,6,1,7,8
CHUMA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,1,1,3,2,4,6
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,2,2,1,3,3,6
COBIJA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,3,13,1,11,4,24,28
COCAPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,2,0,2,0,4,4
COCHABAMBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,7,44,19,15,26,59,85
COLCAPIRHUA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,0,0,1,1,1,2
COLOMI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,6,0,0,1,6,7
COLQUECHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,0,0,1,0,1,1
COLQUENCHA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,0,1,0,1,0,1
CORIPATA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,2,0,0,0,2,2
COTAGAITA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,4,3,0,0,4,3,7
COTOCA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,7,16,4,11,11,27,38
CUATRO CAÑADAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,0,0,2,0,2,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,2,0,1,1,3,1,4
CURAHUARA DE CARANGAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,0,0,1,0,1,1
EL ALTO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,7,59,1,9,8,68,76
EL CHORO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,1,0,0,1,1,2
EL PUENTE(STC),otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,0,0,1,1
EL TORNO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,12,26,1,2,13,28,41
EL VILLAR,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,7,1,0,0,7,1,8
ENTRE RIOS CBBA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,6,0,1,0,7,7
FERNANDEZ ALONSO,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,0,0,4,0,4,4
FILADELFIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,0,0,2,1,2,3
GENERAL SAAVEDRA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,0,0,0,1,0,1
GUANAY,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,0,0,1,1,1,2
GUAYARAMERIN,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,4,9,4,10,14
HUANUNI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,0,0,2,1,2,3
INQUISIVI,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,1,1,0,1,1,2,3
IXIAMAS,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,2,0,0,0,2,2
JESUS DE MACHACA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,3,9,0,0,3,9,12
LA ASUNTA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,0,1,1,0,1,1,2
LA GUARDIA,otras vacunaciones,dt 5ta. dosis de 7 a 49 anos,2023-02-01,26,30,1,6,27,36,63
