,group,variable,month,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,DT 1RA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
AUCAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
AYATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,1,1,1,2,3
AYO AYO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,3,2,1,5,4,9
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,6,1,3,5,9,14
AZURDUY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,3,0,0,3,3,6
BATALLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,8,20,9,8,17,28,45
BAURES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
BELLA FLOR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,2,1,0,4,2,6
BERMEJO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,45,47,0,0,45,47,92
BETANZOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,20,0,0,4,20,24
BOLIVAR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
BOLPEBRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,0,4,3,5,3,8
BOYUIBE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,1,0,0,1,1,2
BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,10,0,0,1,10,11
CABEZAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,7,10,4,3,11,13,24
CAIROMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,9,7,2,11,11,22
"CAIZA ""D""",otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,10,16,0,1,10,17,27
CAJUATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,4,0,0,4,4,8
CALACOTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
CALAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,6,6,0,0,6,6,12
CAMARGO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,3,0,0,3,3,6
CAMIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,29,13,1,3,30,16,46
CAPINOTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
CAQUIAVIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
CARACOLLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,7,0,0,2,7,9
CARANAVI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,10,66,3,4,13,70,83
CARAPARI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,15,16,4,0,19,16,35
CARIPUYO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,4,1,0,1,4,5
CARMEN RIVERO TORREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,13,0,2,0,15,15
CHALLAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,18,3,6,6,24,30
CHAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,2,0,5,0,7,7
CHARAGUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,12,35,9,16,21,51,72
CHARAÑA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,4,0,0,0,4,4
CHAYANTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,10,0,2,0,12,12
CHIMORE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,10,0,0,3,10,13
CHIPAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
CHOQUE COTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,5,10,3,3,8,13,21
CHUMA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,6,4,4,4,10,14
CKOCHAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,7,0,3,2,10,12
CLIZA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,5,6,4,11,9,17,26
COBIJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,21,39,81,15,102,54,156
COCAPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,11,0,0,4,11,15
COCHABAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,251,537,65,72,316,609,925
COLCAPIRHUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,8,10,5,10,13,20,33
"COLCHA ""K""",otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,10,12,0,0,10,12,22
COLOMI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,10,10,9,9,19,19,38
COLPA BELGICA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,6,1,1,1,7,8
COLQUECHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,17,0,3,0,20,20
COLQUENCHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,9,8,1,0,10,8,18
COLQUIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,6,9,2,5,8,14,22
COMARAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,2,2,1,2,3,5
CONCEPCION,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,11,49,0,0,11,49,60
COPACABANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,3,6,6,7,9,16
CORIPATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,12,20,5,5,17,25,42
CORO CORO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,4,1,0,3,4,7
COROICO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,7,15,3,18,10,33,43
CORQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
COTAGAITA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,9,0,0,3,9,12
CUATRO CAÑADAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,10,1,1,1,11,12
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,0,12,10,13,10,23
CUEVO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
CURVA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,169,411,183,87,352,498,850
EL CHORO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
EL PUENTE(STC),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,11,8,0,0,11,8,19
EL PUENTE(TJA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,6,8,2,1,8,9,17
EL TORNO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,1,0,0,2,1,3
EL VILLAR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,1,0,0,2,1,3
ENTRE RIOS TRJ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,0,0,0,4,0,4
ENTRE RIOS CBBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,11,42,34,19,45,61,106
EUCALIPTUS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,3,0,2,1,5,6
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,0,2,2,2,2,4
EXALTACION,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
FERNANDEZ ALONSO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,2,0,0,2,2,4
GAIOC JATUN AYLLU YURA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,1,0,1,1,2,3
GENERAL SAAVEDRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,15,5,2,6,17,23
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,8,1,1,5,9,14
GUANAY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,7,17,12,20,19,37,56
GUAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,7,0,0,4,7,11
GUAYARAMERIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,14,48,234,21,248,69,317
GUTIERREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
HUACARAJE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,3,0,0,1,3,4
HUACARETA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,12,3,1,6,13,9,22
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,0,0,0,3,0,3
HUANUNI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,2,0,3,1,5,6
HUARINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,2,5,5,7,7,14
HUAYLLAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,1,2,5,4,6,10
HUMANATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
ICHOCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,0,0,3,0,3,3
ICLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
INCAHUASI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,2,0,3,0,5,5
INGAVI (HUMAITA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
INQUISIVI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,7,4,2,5,9,14
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,19,5,9,9,28,37
IXIAMAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,6,15,2,1,8,16,24
JESUS DE MACHACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,3,0,0,0,3,3
LA ASUNTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,8,40,20,36,28,76,104
LA GUARDIA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,225,508,46,66,271,574,845
LAJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,1,2,0,6,1,7
LAS CARRERAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
LICOMA PAMPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,0,1,2,1,2,3
LLALLAGUA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,27,57,27,39,54,96,150
LLICA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,3,0,3,2,6,8
LORETO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,1,18,23,19,24,43
LURIBAY,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,6,2,4,3,10,13
MACHACAMARCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,5,5,5,6,11
MACHARETI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,27,4,0,0,27,4,31
MAGDALENA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,5,37,35,37,40,77
MAIRANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,0,1,1,1,1,2
MALLA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,4,0,1,0,5,5
MAPIRI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,11,5,9,9,20,29
MECAPACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,4,0,1,4,5,9
MINEROS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,12,0,0,3,12,15
MIZQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,1,1,0,3,1,4
MOCOMOCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,5,1,1,1,6,7
MONTEAGUDO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,21,124,23,24,44,148,192
MORO MORO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,0,0,0,1,0,1
MOROCHATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,4,3,1,3,5,8
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,0,1,2,3,2,5
OCURI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,21,2,9,3,30,33
OMEREQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,2,1,1,4,3,7
ORURO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,103,339,13,15,116,354,470
PADCAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,7,13,0,2,7,15,22
PAILON,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,9,2,2,6,11,17
PALCA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,6,0,0,2,6,8
PALOS BLANCOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,8,17,3,5,11,22,33
PAMPA GRANDE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,0,1,0,2,2
PAPEL PAMPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,19,0,0,2,19,21
PAZÑA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,6,1,1,3,7,10
PELECHUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,11,1,0,2,11,13
POCOATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,17,0,1,0,18,18
POCONA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,6,1,1,2,7,9
POJO (CBBA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,5,6,1,2,6,8,14
POOPO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,7,0,0,1,7,8
PORCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,22,0,1,1,23,24
PORTACHUELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,6,22,0,1,6,23,29
PORVENIR,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,5,2,0,2,5,7
POTOSI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,97,359,35,14,132,373,505
PRESTO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,7,0,0,0,7,7
PUCARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,5,14,0,0,5,14,19
PUERTO ACOSTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
PUERTO CARABUCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
PUERTO PEREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,6,0,0,2,6,8
PUERTO QUIJARRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,3,2,6,2,9,11
PUERTO RICO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,3,4,1,5,4,9
PUERTO SILES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,4,0,0,0,4,4
PUERTO SUAREZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,5,19,1,0,6,19,25
PUERTO VILLARROEL,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,13,30,13,11,26,41,67
PUNA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,11,8,5,12,16,28
PUNATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,10,18,16,19,26,37,63
QUIABAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,5,2,1,4,6,10
QUILLACOLLO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,17,21,8,24,25,45,70
QUIME,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,2,6,10,6,12,18
QUIRUSILLAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,1,0,1,1,2
RAVELO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,9,3,3,4,12,16
REYES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,10,0,0,3,10,13
RIBERALTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,6,66,12,4,18,70,88
ROBORE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,5,0,0,3,5,8
RURRENABAQUE,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,12,28,10,20,22,48,70
SABAYA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,3,0,0,2,3,5
SACABA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,46,92,94,99,140,191,331
SACABAMBA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,2,2,2,3,4,7
SACACA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,20,0,5,1,25,26
SAIPINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,2,0,0,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,1,0,1,3,2,5
SAN ANDRES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,3,62,40,64,43,107
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,3,6,0,0,3,6,9
SAN BENITO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,10,2,3,6,13,19
SAN BORJA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,19,43,75,82,94,125,219
SAN BUENA VENTURA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,7,4,2,8,9,17
SAN CARLOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,5,0,0,1,5,6
SAN IGNACIO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,8,26,10,17,18,43,61
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,7,0,0,2,7,9
SAN JAVIER(BNI),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,6,12,11,13,17,30
SAN JAVIER(STC),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,7,17,0,0,7,17,24
SAN JOAQUIN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,6,0,0,1,6,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,7,23,7,16,14,39,53
SAN JUAN DE YAPACANI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,2,1,4,3,6,9
SAN JULIAN,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,8,81,1,2,9,83,92
SAN LORENZO(PND),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,5,24,2,3,7,27,34
SAN LUCAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,3,0,2,2,5,7
SAN MATIAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,3,17,4,17,7,24
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,35,41,5,45,40,85
SAN PABLO DE LIPEZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,1,0,0,0,1,1
SAN PEDRO,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,10,27,1,29,11,40
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,31,0,4,2,35,37
SAN PEDRO DE MACHA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,6,15,2,3,8,18,26
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,10,15,0,0,10,15,25
SAN RAFAEL,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,0,9,1,0,1,9,10
SAN RAMON BENI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,2,0,0,1,2,3
SAN RAMON SCZ,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,9,0,0,2,9,11
SANTA ANA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,7,8,0,0,7,8,15
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,605,1037,176,117,781,1154,1935
SANTA ROSA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,9,0,0,1,9,10
SANTA ROSA DEL SARA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,4,22,0,0,4,22,26
SANTIAGO DE CALLAPA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,3,0,0,1,3,4
SANTIAGO DE HUARI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,5,11,10,13,15,28
SANTIAGO DE HUATA,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,0,0,0,2,0,2
SANTIVAÑES,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,1,6,2,1,3,7,10
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,2,0,1,0,3,0,3
SAPAHAQUI,otras vacunaciones,dt 1ra. dosis de 7 a 49 anos,2023-01-01,11,6,0,0,11,6,17
