,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,29,29,0,0,58
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,13,20,5,5,43
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,5,2,1,11
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,0,0,0,3
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,4,1,1,12
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,8,5,0,0,13
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,15,30,8,13,66
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,4,1,0,8
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,8,3,12
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,8,15,0,0,23
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,2,1,0,0,3
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,8,5,0,1,14
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,7,7,1,0,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,1,0,1,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,18,24,3,0,45
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,20,14,0,1,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,2,1,0,9
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,15,18,0,2,35
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,40,32,1,2,75
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,10,14,1,3,28
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,2,2,0,0,4
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,2,1,1,5
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,0,0,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,2,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,20,18,9,8,55
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,7,3,3,19
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,17,26,4,5,52
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,14,12,3,5,34
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,24,21,3,6,54
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,1,0,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,1,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,1,0,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,11,8,0,3,22
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,7,3,0,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,3,1,1,8
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,3,7,6,21
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,9,11,6,3,29
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,34,39,10,2,85
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,6,4,4,19
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,528,559,5,8,1100
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,36,47,2,0,85
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,3,0,3,11
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,1,3,3,8
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,16,27,2,1,46
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,4,2,1,12
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,12,7,2,0,21
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,7,7,0,0,14
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,7,5,2,6,20
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,1,1,0,2
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,14,14,1,3,32
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,1,1,3
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,15,18,2,4,39
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,2,2,5,2,11
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,25,15,0,0,40
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,7,0,1,13
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,7,10,2,6,25
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,2,0,0,8
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,18,12,0,1,31
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,48,60,5,2,115
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,0,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,10,16,1,0,27
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,0,0,1
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,2,0,0,6
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,10,13,2,2,27
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,2,2,0,0,4
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,1,3,0,7
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,0,0,1,6
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,505,477,173,159,1314
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,1,1,1,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,7,0,1,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,5,0,1,10
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,47,37,0,0,84
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,1,0,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,10,12,2,0,24
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,44,52,0,1,97
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,2,4,4,11
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,1,0,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,1,2,4
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,9,6,3,0,18
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,2,1,7,4,14
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,18,8,0,1,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,7,2,2,16
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,8,3,0,16
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,7,1,1,13
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,33,45,5,6,89
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,10,5,1,2,18
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,3,0,2,8
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,2,1,0,0,3
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,12,11,5,10,38
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,4,0,1,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,1,2,0,4
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,1,1,2,8
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,2,1,0,3
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,5,1,1,10
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,2,5,5,18
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,2,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,5,2,0,13
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,15,9,2,3,29
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,7,3,1,2,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,8,3,0,0,11
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,37,32,3,3,75
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,111,95,1,2,209
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,393,378,3,5,779
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,3,1,3,7
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,18,13,0,0,31
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,2,1,0,0,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,18,16,40,35,109
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,2,0,0,2
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,8,2,2,0,12
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,2,1,1,10
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,6,0,1,10
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,6,3,3,17
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,11,9,0,0,20
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,0,3,2,5
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,13,7,0,0,20
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,12,6,0,1,19
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,25,20,3,2,50
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,12,7,7,5,31
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,3,4,2,10
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,2,0,0,7
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,14,18,2,0,34
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,109,97,1,2,209
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,1,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,1,2,4,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,2,1,0,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,2,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,0,0,4,4
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,6,4,4,19
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,3,2,2,13
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,2,4,1,11
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,266,276,3,1,546
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,11,9,1,1,22
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,9,10,0,0,19
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,19,26,7,9,61
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,8,14,5,5,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,21,26,5,1,53
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,1,0,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,10,0,0,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,2,2,1,1,6
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,11,10,4,2,27
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,5,0,0,8
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,7,8,0,0,15
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,6,8,3,21
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,5,5,4,19
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,11,6,2,1,20
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,1,0,2,7
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,9,5,0,2,16
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,7,6,4,2,19
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,8,3,2,19
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,23,19,1,2,45
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,5,0,0,10
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,0,1,2
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,191,172,17,15,395
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,4,0,2,9
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,2,1,0,0,3
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,20,8,12,3,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,3,0,3,10
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,6,4,3,18
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,2,2,1,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,1,5,1,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,9,9,1,1,20
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,7,8,1,0,16
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,10,7,6,4,27
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,54,52,0,3,109
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,6,8,5,20
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,23,24,11,6,64
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,2,1,2,0,5
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,76,79,90,81,326
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,8,4,0,0,12
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,0,0,0,1
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,8,9,1,2,20
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,7,5,5,2,19
REYES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,9,6,4,2,21
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,102,91,7,8,208
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,7,9,0,0,16
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,21,18,1,1,41
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,2,0,0,5
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,109,99,11,10,229
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,2,1,0,6
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,5,6,7,24
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,5,0,0,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,5,3,1,2,11
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,1,4,0,1,6
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,8,0,2,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,3,0,1,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,9,0,1,14
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,7,5,2,2,16
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,38,40,12,7,97
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,6,4,5,0,15
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,14,19,0,0,33
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,19,13,3,2,37
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,66,65,8,9,148
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,2,1,0,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,16,24,0,0,40
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,3,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,18,33,9,12,72
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,3,2,1,10
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,44,36,1,0,81
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,2,0,0,5
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,13,18,1,3,35
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,16,11,13,9,49
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,13,9,5,6,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,8,3,4,0,15
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,0,3,1,4
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,10,6,0,0,16
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,16,16,10,11,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,3,0,1,8
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,12,7,4,5,28
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,0,0,2,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,0,0,2,0,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,3,2,4,2,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2021-01-01,4,2,4,1,11
