municipality,group,variable,month,Nacidos muertos atendidos por personal de salud,TOTAL
SAN BORJA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-04-01,2,2
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-04-01,3,3
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-04-01,1,1
UYUNI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-04-01,2,2
ACHACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,2,2
ATOCHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
AYATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,2,2
CHARAGUA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
EL CHORO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,2,2
ESMERALDA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
GUANAY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,5,5
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
SACABA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
SICAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
TOCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-05-01,1,1
BOLPEBRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
CUEVO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
ENTRE RIOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
POCONA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
SOPACHUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,2,2
SORACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-06-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
APOLO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
CORQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
ICLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,8,8
PALCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,0,0
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
TARATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
TARIJA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
UNCIA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
YACO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-07-01,2,2
ACHACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,2,2
CAJUATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
COLQUENCHA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
COMANCHE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,11,11
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,0,0
SIPE SIPE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-08-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,2,2
ALALAY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
ALCALA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
ARQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
COLOMI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
GUAQUI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
HUANUNI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,3,3
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
SORATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
YACO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-09-01,1,1
ALCALA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,2,2
CHUMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
COROICO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
DESAGUADERO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
HUANUNI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
MACHACAMARCA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,2,2
MALLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,3,3
PADILLA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
POCOATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,2,2
POJO (CBBA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
POROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
RAVELO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
SACACA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,0,0
SORACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,2,2
TINGUIPAYA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-10-01,1,1
ALALAY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,3,3
CAQUIAVIRI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
CULPINA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,2,2
EL TORNO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
LAJA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,6,6
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,3,3
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
QUIME,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,0,0
SUCRE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,2,2
YUNCHARA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-11-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,3,3
ANCORAIMES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
LLICA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,2,2
PELECHUCO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
PUNA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,2,2
SAN ANDRES,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,3,3
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
SAN PEDRO,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
SORATA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
TACOBAMBA,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,2,2
TOMAVE,atencion de partos en domicilio,nacidos muertos atendidos por personal de salud,2009-12-01,1,1
