municipality,group,variable,month,Nacidos vivos con peso menor a 2500 g.,TOTAL
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,0,0
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-03-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
CARANAVI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,2,2
ENTRE RIOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,2,2
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-04-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-05-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-05-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-05-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-05-01,1,1
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-05-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-05-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-05-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-05-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-05-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
MACHACAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
PAZÑA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-06-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
PALCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,0,0
SORACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-07-01,1,1
AUCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
BAURES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
CURVA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
ICLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
INCAHUASI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,2,2
POCONA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,0,0
UMALA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-08-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
MACHACAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,2,2
MIZQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
TARVITA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,2,2
YUNCHARA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-09-01,1,1
AUCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
CHAQUI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
POCOATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,2,2
VIACHA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-10-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-11-01,2,2
FILADELFIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-11-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-11-01,1,1
QUIME,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-11-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-11-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-11-01,0,0
TARABUCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-11-01,1,1
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-11-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,2,2
CHAYANTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,1,1
DESAGUADERO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,1,1
EUCALIPTUS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,1,1
SORACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,1,1
TAHUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,1,1
TOMINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500 g.,2009-12-01,1,1
