municipality,group,variable,month,Nacidos vivos atendidos por personal de salud,TOTAL
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,5,5
PATACAMAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,8,8
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,12,12
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,6,6
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,7,7
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
PRESTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,6,6
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,8,8
PUERTO ACOSTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,11,11
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,6,6
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,33,33
QUIABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
QUIME,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
REYES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
SABAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,5,5
SACABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
SAN AGUSTIN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,9,9
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,7,7
SAN JUAN DE YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,30,30
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,10,10
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,8,8
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,5,5
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,0,0
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
SENA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
SICA SICA (VILLA AROMA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,7,7
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,5,5
SORACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,6,6
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
TACOBAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,5,5
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,7,7
TAHUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,9,9
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,13,13
TARACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
TARATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
TARVITA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,11,11
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
TIAWANACU,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,17,17
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
TIRAQUE (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
TOCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,9,9
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,6,6
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,11,11
TURCO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,9,9
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,5,5
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,8,8
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
VILLA SERRANO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,5,5
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,2,2
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
VITICHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,6,6
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
YAMPARAEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
YANACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,1,1
YOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,5,5
YOTALA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,3,3
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,6,6
ZUDAÑEZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-01-01,4,4
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,16,16
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,4,4
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,3,3
ANCORAIMES,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,11,11
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,1,1
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,8,8
ARANI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,10,10
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,1,1
ATOCHA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,3,3
AUCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,7,7
AYATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,10,10
AZURDUY,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,10,10
BATALLAS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,6,6
BELEN DE URMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
BELLA FLOR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,10,10
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,6,6
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,1,1
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,3,3
CALACOTO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,4,4
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,5,5
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,5,5
CAQUIAVIRI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,6,6
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,8,8
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,11,11
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,1,1
CARIPUYO,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,14,14
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
CATACORA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,8,8
CHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,4,4
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,3,3
CHARAÑA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,9,9
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
CHIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,3,3
CLIZA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,12,12
COLLANA,atencion de partos en domicilio,nacidos vivos atendidos por personal de salud,2009-02-01,2,2
