municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,9,9
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,8,8
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,3,3
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,6,6
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,14,14
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,0,0
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,2,2
SENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,2,2
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,2,2
SORACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,15,15
TOLEDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,3,3
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,6,6
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,2,2
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-03-01,2,2
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,2,2
ACHACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,3,3
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,5,5
BOYUIBE,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,3,3
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,3,3
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2009-04-01,1,1
