municipality,group,variable,month,Tratamientos iniciados con esquema l,TOTAL
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,6,6
HUACAYA (VILLA DE HUACAYA),tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
INQUISIVI,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,3,3
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,5,5
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,93,93
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,4,4
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
MOJOCOYA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,6,6
MOROCHATA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,10,10
PAILON,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,3,3
PALCA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,3,3
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
POCOATA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
POOPO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,15,15
PUERTO GONZALO MORENO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,5,5
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,4,4
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,10,10
REYES,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,9,9
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,7,7
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,3,3
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,3,3
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
SAN PEDRO DE CURAHUARA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
SAN RAMON,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,108,108
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
SORATA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,5,5
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,19,19
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
TARATA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,10,10
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,2,2
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,3,3
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
TOTORA(CBBA),tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,10,10
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
UYUNI,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
VALLEGRANDE,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,3,3
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,3,3
VILLA RIVERO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,8,8
VINTO,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,4,4
WARNES,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,5,5
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,14,14
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2008-01-01,8,8
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,5,5
AYATA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,4,4
CABEZAS,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
CARACOLLO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,13,13
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
CHALLAPATA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
CHAQUI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,4,4
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,22,22
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
COLOMI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,3,3
COROICO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,6,6
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,3,3
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,3,3
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,50,50
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,6,6
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,3,3
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,65,65
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,4,4
MACHARETI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
MALLA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
MIZQUE,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,7,7
OMEREQUE,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
ORURO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,10,10
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,6,6
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,12,12
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,4,4
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,4,4
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,4,4
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,9,9
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,8,8
ROBORE,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
SAN JUAN DE YAPACANI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,3,3
SAN LORENZO(PND),tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
SAN MATIAS,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
SAN PEDRO DE CURAHUARA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,92,92
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
SANTIAGO DE HUARI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
SICA SICA (VILLA AROMA),tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
SOPACHUY,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,16,16
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
TARATA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,12,12
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,4,4
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
TOMAVE,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
TOMINA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,7,7
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
VALLEGRANDE,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,3,3
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,6,6
VINTO,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,7,7
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,13,13
YANACACHI,tuberculosis,tratamientos iniciados con esquema l,2008-02-01,2,2
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
ANCORAIMES,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
ANZALDO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
APOLO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
BETANZOS,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
CAMARGO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,9,9
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
CARACOLLO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,10,10
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
CHAQUI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
CLIZA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,27,27
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,4,4
COLPA BELGICA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
COLQUIRI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
CONCEPCION,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
CORIPATA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,4,4
COROICO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,4,4
COTAGAITA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,7,7
CULPINA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,56,56
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
EL TORNO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,8,8
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
GENERAL SAAVEDRA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
GUAYARAMERIN,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
HUANUNI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
INCAHUASI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,7,7
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,7,7
LA PAZ,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,85,85
LAJA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
LURIBAY,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
MACHARETI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
MECAPACA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
MINEROS,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
MOCOMOCO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
MONTEAGUDO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,10,10
OKINAWA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,29,29
PADCAYA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
PAILON,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,4,4
PALCA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,5,5
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
POCOATA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
POROMA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
PORVENIR,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,14,14
PUCARANI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
PUERTO CARABUCO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,4,4
PUERTO RICO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,5,5
PUNATA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,5,5
QUIME,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,8,8
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
SACABA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,8,8
SAN BORJA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,4,4
SAN CARLOS,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,6,6
SAN LORENZO(PND),tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
SAN LORENZO(TJA),tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
SAN PEDRO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,134,134
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
SANTIAGO DE CALLAPA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
SANTIAGO DE MACHACA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
SAPAHAQUI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
SIPE SIPE,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
SORATA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,10,10
SUCRE,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,17,17
TACACOMA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
TARABUCO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,7,7
TEOPONTE,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema l,2008-03-01,9,9
TOLATA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
TORO TORO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,8,8
TUPIZA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
UMALA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,5,5
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
VILLAZON,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,3,3
VINTO,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,4,4
VITICHI,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,6,6
YACUIBA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,16,16
YOCALLA,tuberculosis,tratamientos iniciados con esquema l,2008-03-01,2,2
ACHACACHI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,3,3
ANDAMARCA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
AYATA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema l,2008-04-01,3,3
AZURDUY,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
BERMEJO,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
BOYUIBE,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,4,4
CAPINOTA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,12,12
CARAPARI,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,2,2
CHIMORE,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema l,2008-04-01,6,6
CHUMA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,6,6
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,33,33
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,5,5
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
COMARAPA,tuberculosis,tratamientos iniciados con esquema l,2008-04-01,1,1
