municipality,group,variable,month,Tratamientos iniciados con esquema ll,TOTAL
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2008-01-01,4,4
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2008-01-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,2,2
CARIPUYO,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,2,2
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
MAPIRI,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
MIZQUE,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
MOJOCOYA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
PAILON,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,2,2
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
PATACAMAYA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
PUNA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
RAVELO,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
SAN PEDRO DE CURAHUARA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
SAN RAMON,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,6,6
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,2,2
TINGUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,2,2
TIRAQUE (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2008-02-01,1,1
ACACIO,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
AIQUILE,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
CARIPUYO,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,4,4
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
EL PUENTE(TJA),tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
JESUS DE MACHACA,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,7,7
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
PUERTO QUIJARRO,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
PUERTO SUAREZ,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,3,3
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,19,19
SORATA,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,2,2
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,2,2
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,2,2
VINTO,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
YOTALA,tuberculosis,tratamientos iniciados con esquema ll,2008-03-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,2,2
CARACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,2,2
CHARAGUA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,2,2
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,3,3
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,3,3
MOROCHATA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,10,10
PADILLA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,2,2
SAN RAFAEL,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,11,11
SORATA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,2,2
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,4,4
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,2,2
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,2,2
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,2,2
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2008-04-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,2,2
CHAYANTA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,3,3
CORIPATA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
COTAGAITA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,3,3
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,2,2
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,2,2
PADCAYA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
ROBORE,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
SAN JULIAN,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,12,12
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
VALLEGRANDE,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
VIACHA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
VILLAZON,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
VITICHI,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,2,2
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,1,1
YOCALLA,tuberculosis,tratamientos iniciados con esquema ll,2008-05-01,2,2
ACHACACHI,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,2,2
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,2,2
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
COLCAPIRHUA,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,5,5
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,3,3
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,13,13
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,2,2
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,2,2
SAN BORJA,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,12,12
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,3,3
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
TOLEDO,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,4,4
VIACHA,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2008-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
CAJUATA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,2,2
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
CHAYANTA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
CHIMORE,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,2,2
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
COLQUECHACA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,4,4
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
EL TORNO,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,2,2
ENTRE RIOS,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
HUARACAJE,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
IXIAMAS,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,8,8
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,3,3
PALCA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
PAZÑA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,3,3
PUNA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,2,2
PUNATA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,2,2
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
SAN LORENZO(PND),tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,3,3
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
SAN MATIAS,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,3,3
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
TACACOMA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
TARIJA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
TOLEDO,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,3,3
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,2,2
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,2,2
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2008-07-01,1,1
ANZALDO,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
BOYUIBE,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
CHARAGUA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
CHUMA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,2,2
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,2,2
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,2,2
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,6,6
LAGUNILLAS,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
MOJOCOYA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,2,2
OKINAWA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
ORURO,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,2,2
PADCAYA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
POJO (CBBA),tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
POROMA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,4,4
PUERTO VILLARROEL,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
PUNA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
SACABA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,25,25
SORATA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
TARVITA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
TEOPONTE,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,2,2
TOLEDO,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
TORO TORO,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
TUPIZA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
URIONDO (A. CONCEPCION),tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,2,2
VILLA MONTES,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,2,2
WARNES,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,2,2
YAPACANI,tuberculosis,tratamientos iniciados con esquema ll,2008-08-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
BUENA VISTA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,2,2
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
CARANAVI,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,2,2
CARMEN RIVERO TORREZ,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
COBIJA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,2,2
COTOCA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
CUATRO CAÑADAS,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,2,2
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,4,4
EL PUENTE(STC),tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
FERNANDEZ ALONSO,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
GUANAY,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
GUTIERREZ,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
HUANUNI,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
LA ASUNTA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,2,2
LA GUARDIA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,4,4
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
MOJOCOYA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,2,2
PALOS BLANCOS,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
QUILLACOLLO,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
RAVELO,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
RIBERALTA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
RURRENABAQUE,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
SAN BORJA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
SAN JAVIER(STC),tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
SAN LUCAS,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,22,22
SANTA ROSA DEL SARA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
SUCRE,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
TARVITA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
TIPUANI,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
TIQUIPAYA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
TRINIDAD,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
UNCIA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
UYUNI,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
VILLA TUNARI,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,2,2
YACUIBA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
YUNCHARA,tuberculosis,tratamientos iniciados con esquema ll,2008-09-01,1,1
BERMEJO,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
"CAIZA ""D""",tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
CAMIRI,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
COCHABAMBA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,2,2
COROICO,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
EL ALTO,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,6,6
IRUPANA (VILLA DE LANZA),tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
LA PAZ,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
LLALLAGUA,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,1,1
MONTERO,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,2,2
POTOSI,tuberculosis,tratamientos iniciados con esquema ll,2008-10-01,2,2
