,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,18,10,18,10,28
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,8,5,8,5,13
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,15,12,15,12,27
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,3,7,3,10
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,10,11,10,11,21
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,0,6,0,6
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,4,1,4,1,5
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,1,1,1,2
CHACARILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,0,2,0,2
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,14,17,14,17,31
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,2,0,2,2
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,6,2,6,8
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,1,0,1,1
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,1,5,1,6
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,1,2,1,3
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,4,1,4,1,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,0,5,0,5
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,19,15,19,15,34
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,2,1,2,3
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,22,39,22,39,61
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,15,7,15,7,22
COCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,1,3,1,4
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,252,381,252,381,633
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,4,7,4,11
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,0,5,0,5
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,1,1,1,2
COLOMI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,1,1,1,2
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,2,3,2,5
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,11,30,11,30,41
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,21,20,21,20,41
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,1,0,1,1
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,4,8,4,8,12
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,8,0,8,0,8
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,9,9,9,9,18
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,4,7,4,11
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,7,5,7,12
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,9,0,9,9
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,4,3,4,3,7
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,14,14,14,14,28
COTOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,21,2,21,2,23
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,14,2,14,2,16
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,2,0,2,2
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,6,7,6,13
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,5,5,5,10
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,1,1,1,2
CURVA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,4,8,4,8,12
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,37,33,37,33,70
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,131,135,131,135,266
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,1,6,1,7
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,10,2,10,12
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,16,32,16,32,48
EL VILLAR,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,4,4,4,4,8
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,3,3,3,6
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,8,3,8,11
ESCOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,11,7,11,18
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,8,1,8,1,9
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,18,15,18,15,33
FILADELFIA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,1,5,1,6
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,3,1,3,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,9,13,9,13,22
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,34,44,34,44,78
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,21,10,21,10,31
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,22,3,22,3,25
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,3,0,3,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,1,1,1,2
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,4,3,4,7
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,8,5,8,5,13
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,1,0,1,1
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,15,1,15,1,16
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,11,10,11,10,21
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,7,7,7,14
ICHOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,10,15,10,15,25
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,0,2,0,2
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,3,0,3,3
INGAVI (HUMAITA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,8,17,8,17,25
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,4,3,4,7
IXIAMAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,18,31,18,31,49
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,18,11,18,11,29
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,695,560,695,560,1255
LAGUNILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,3,1,3,4
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,22,6,22,28
LAS CARRERAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,6,5,6,11
LICOMA PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,2,2,2,4
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,9,6,9,15
LORETO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,0,2,0,2
LURIBAY,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,6,2,6,8
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,3,0,3,3
MACHARETI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,3,0,3,3
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,31,5,31,5,36
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,1,6,1,7
MALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,0,3,0,3
MAPIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,10,2,10,12
MECAPACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,3,5,3,8
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,0,6,0,6
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,3,6,3,9
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,9,3,9,3,12
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,3,3,3,6
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,13,10,13,10,23
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,38,36,38,36,74
MORO MORO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,2,1,2,3
MOROCHATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,1,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,0,2,0,2
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,3,2,3,5
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,1,0,1,1
OMEREQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,0,2,0,2
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,229,230,229,230,459
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,0,5,0,5
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,8,5,8,5,13
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,0,7,0,7
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,5,7,5,12
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,9,8,9,8,17
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,18,21,18,21,39
PASORAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,0,5,0,5
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,17,6,17,6,23
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,12,7,12,7,19
PELECHUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,6,0,6,6
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,1,2,1,3
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,9,1,9,10
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,4,2,4,2,6
PORCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,1,0,1,1
POROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,3,2,3,5
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,5,6,5,11
PORVENIR,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,5,3,5,8
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,79,76,79,76,155
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,1,2,1,3
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,35,15,35,15,50
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,3,1,3,4
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,11,10,11,10,21
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,13,4,13,4,17
PUERTO PEREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,3,3,3,6
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,52,8,52,8,60
PUERTO RICO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,9,2,9,2,11
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,18,7,18,25
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,15,14,15,14,29
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,5,7,5,12
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,23,42,23,42,65
QUIABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,12,9,12,9,21
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,36,18,36,18,54
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,11,2,11,2,13
RAVELO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,3,1,3,4
REYES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,2,1,2,3
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,28,33,28,33,61
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,22,3,22,3,25
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,16,5,16,21
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,20,29,20,29,49
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,1,3,1,4
SAIPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,12,3,12,3,15
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,4,1,4,1,5
SAN AGUSTIN,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
SAN ANDRES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,1,1,1,2
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,15,9,15,9,24
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,3,0,3,3
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,52,8,52,8,60
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,8,3,8,3,11
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,8,10,8,10,18
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,8,6,8,14
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,8,3,8,3,11
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,19,13,19,13,32
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,3,3,3,6
SAN JOAQUIN,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,2,2,2,4
SAN JULIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,6,2,6,8
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,14,25,14,25,39
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,5,2,5,7
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,4,3,4,3,7
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,10,8,10,8,18
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,6,6,6,12
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,11,2,11,2,13
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,14,7,14,7,21
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,9,2,9,2,11
SAN RAFAEL,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,1,0,1,1
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,1,3,1,4
SANTA ANA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,2,7,2,9
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,487,294,487,294,781
SANTA ROSA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,13,5,13,5,18
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,4,5,4,5,9
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,32,35,32,35,67
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,26,20,26,20,46
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,11,29,11,29,40
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,3,2,3,5
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,11,6,11,6,17
SENA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,1,6,1,7
SHINAOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,12,6,12,18
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,9,8,9,8,17
SICAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,3,1,3,4
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,9,9,9,9,18
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,0,2,0,2
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,1,1,1,2
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,1,5,1,6
SUCRE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,233,245,233,245,478
TACACOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,3,1,3,4
TACOPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,1,1,1,2
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,16,15,16,15,31
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,6,22,6,22,28
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,90,87,90,87,177
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,2,3,2,5
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,102,69,102,69,171
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,14,7,14,21
TEOPONTE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,2,1,2,3
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,22,22,22,22,44
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,3,1,3,4
TIPUANI,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,2,0,2,2
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,0,2,0,2
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,3,26,3,26,29
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,24,1,24,25
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,1,1,1,2
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,18,5,18,23
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,14,26,14,26,40
TORO TORO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,2,5,2,5,7
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
TOTORA(ORR),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,0,2,0,2,2
TRIGAL,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,0,1,0,1
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,41,25,41,25,66
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,68,79,68,79,147
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,1,2,1,2,3
UMALA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,7,14,7,14,21
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,5,4,5,4,9
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2013-01-01,10,6,10,6,16
