,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,2,3,2,5
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,0,6,0,6
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,2,2,2,4
CHACARILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,16,25,16,25,41
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,3,5,3,8
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,6,1,6,7
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,3,2,3,5
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,0,3,0,3
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,0,5,0,5
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,2,6,2,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,2,1,2,3
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,12,9,12,9,21
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,1,0,1,1
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,0,4,0,4
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,9,24,9,24,33
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,10,14,10,14,24
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,364,482,364,482,846
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,1,2,1,3
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,13,5,13,18
"COLCHA ""K""",atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,3,1,3,4
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,2,2,2,4
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,7,6,7,6,13
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,9,10,9,10,19
COLQUENCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,0,3,0,3
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,0,3,0,3
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,10,0,10,0,10
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,2,0,2,2
COMBAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,6,4,6,10
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,2,3,2,5
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,23,15,23,15,38
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,0,4,0,4
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,1,6,1,7
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,7,1,7,1,8
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,2,5,2,7
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,8,8,8,8,16
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,6,1,6,7
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,4,0,4,4
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,5,2,5,7
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,3,1,3,4
CURVA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,1,1,1,2
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,7,5,7,12
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,127,81,127,81,208
EL CHORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,8,5,8,13
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,3,2,3,5
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,7,16,7,16,23
EL VILLAR,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,6,5,6,11
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,1,3,1,4
ESCOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,11,9,11,9,20
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,7,0,7,0,7
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,1,2,1,3
FILADELFIA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,2,5,2,7
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,1,6,1,7
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,13,1,13,14
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,9,5,9,5,14
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,11,26,11,26,37
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,32,27,32,27,59
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,1,1,1,2
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,2,2,2,4
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,6,3,6,9
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,2,1,2,3
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,10,7,10,7,17
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,11,14,11,14,25
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,2,2,2,4
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,1,2,1,3
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,4,4,4,8
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,3,4,3,7
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,41,19,41,19,60
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,1,4,1,5
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,3,1,3,4
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,420,365,420,365,785
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,10,14,10,14,24
LAS CARRERAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,6,5,6,11
LICOMA PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,4,3,4,7
LLICA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,4,0,4,4
LURIBAY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,2,2,2,4
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,10,5,10,15
MACHARETI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,1,0,1,1
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,14,1,14,15
MALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,6,2,6,8
MAPIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,0,5,0,5
MECAPACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,2,1,2,3
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,0,4,0,4
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,1,4,1,5
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,1,6,1,7
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,1,4,1,5
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,8,6,8,14
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,8,1,8,9
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,13,11,13,11,24
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,316,188,316,188,504
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,1,5,1,6
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,6,6,6,12
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,2,3,2,5
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,1,5,1,6
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,3,6,3,9
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,5,0,5,5
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,1,0,1,1
PASORAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,4,1,4,5
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,11,3,11,3,14
PELECHUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,4,0,4,4
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,5,5,5,10
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,1,1,1,2
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,8,5,8,5,13
POROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,1,0,1,1
PORONGO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,4,5,4,9
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,8,1,8,1,9
POSTRER VALLE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,30,41,30,41,71
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,3,1,3,4
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,44,35,44,35,79
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,2,0,2,2
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,12,11,12,11,23
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
PUERTO PEREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,0,6,0,6
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,7,4,7,4,11
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,9,5,9,14
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,14,8,14,8,22
QUIABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,1,1,1,2
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,26,23,26,23,49
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,7,2,7,9
RAVELO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
REYES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,12,14,12,14,26
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,14,19,14,19,33
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,9,0,9,9
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,8,8,8,8,16
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,11,20,11,20,31
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,6,3,6,9
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,7,2,7,9
SAIPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,8,6,8,6,14
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,16,4,16,4,20
SAN ANDRES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,31,10,31,10,41
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,19,4,19,23
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,7,6,7,6,13
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,5,6,5,11
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,29,29,29,29,58
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,8,11,8,11,19
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,3,2,3,5
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,1,3,1,4
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,1,2,1,3
SAN JULIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,3,2,3,5
SAN LORENZO(PND),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,1,1,1,2
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,9,12,9,12,21
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,7,1,7,1,8
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,24,3,24,3,27
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,8,2,8,2,10
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,6,4,6,10
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,5,4,5,9
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,18,6,18,6,24
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,247,200,247,200,447
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,13,6,13,19
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,4,3,4,7
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,9,26,9,26,35
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,20,20,20,20,40
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,4,2,4,6
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,1,0,1,1
SENA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,1,2,1,3
SHINAOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,5,3,5,8
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,14,6,14,6,20
SICAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,1,0,1,1
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,8,9,8,9,17
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,3,2,3,5
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,1,3,1,4
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,7,7,7,7,14
SUCRE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,220,159,220,159,379
TACACOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,3,3,3,6
TACOPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,1,0,1,1
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,3,1,3,4
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,5,16,5,16,21
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,47,32,47,32,79
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,8,0,8,0,8
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,34,37,34,37,71
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,2,6,2,8
TEOPONTE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,5,2,5,7
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,9,0,9,9
TIPUANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,6,4,6,10
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,4,12,4,12,16
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,1,3,1,4
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,7,9,7,9,16
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,1,1,1,2
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,4,0,4,4
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,36,39,36,39,75
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,19,28,19,28,47
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,4,2,4,6
TORO TORO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,2,1,2,3
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,5,2,5,7
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,44,54,44,54,98
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,14,13,14,13,27
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,13,8,13,8,21
UMALA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,6,2,6,8
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,4,2,4,6
URUBICHA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,1,3,1,4
UYUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,25,27,25,27,52
VACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,13,2,13,15
VALLEGRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,20,5,20,5,25
VIACHA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,26,32,26,32,58
VILLA MONTES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,8,2,8,10
VILLA RIVERO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,0,1,0,1
VILLA SERRANO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
VILLA TUNARI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,22,3,22,3,25
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,0,7,0,7,7
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,4,2,4,6
VITICHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,21,6,21,27
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,3,0,3,0,3
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,21,7,21,7,28
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,6,6,6,6,12
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,18,12,18,12,30
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,0,2,0,2
YANACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,1,3,1,3,4
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,13,4,13,4,17
YOTALA,atencion odontologica,consultas nuevas de 60 anos y mas,2011-01-01,2,4,2,4,6
