municipality,group,variable,month,Nº. De actividades educativas en Salud,TOTAL
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,10,10
GUTIERREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,6,6
HUACARETA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,16,16
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,7,7
HUACHACALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,98,98
HUANUNI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,79,79
HUARINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,20,20
HUATAJATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,6,6
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,57,57
HUMANATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,4,4
ICLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,26,26
INQUISIVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,11,11
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,5,5
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,9,9
LA ASUNTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,4,4
LA GUARDIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,243,243
LA PAZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,160,160
LAGUNILLAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,6,6
LAJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,9,9
LICOMA PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,5,5
LLALLAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,4,4
LORETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,11,11
MACHARETI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,9,9
MAGDALENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
MALLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
MAPIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,6,6
MECAPACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,15,15
MIZQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,13,13
MOCOMOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,21,21
MONTEAGUDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,23,23
MONTERO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,138,138
MOROCHATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
OCURI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,17,17
OKINAWA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,58,58
OMEREQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,18,18
ORURO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,333,333
PADCAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,17,17
PADILLA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,52,52
PAILON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,4,4
PASORAPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,22,22
PAZÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,22,22
POCOATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,7,7
POCONA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
POJO (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,2,2
POOPO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,6,6
POROMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,12,12
PORONGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,77,77
PRESTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,39,39
PUCARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,50,50
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,9,9
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,15,15
PUERTO RICO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,2,2
PUERTO SILES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,15,15
PUNA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,14,14
PUNATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,48,48
QUILLACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,59,59
QUIME,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,4,4
RAVELO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,7,7
ROBORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,15,15
SABAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,20,20
SACABA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,112,112
SACABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,5,5
SACACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,20,20
SAIPINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,8,8
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,19,19
SAN ANDRES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,10,10
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,17,17
SAN BENITO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,79,79
SAN CARLOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,142,142
SAN IGNACIO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,8,8
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,96,96
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,20,20
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,17,17
SAN JULIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,79,79
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,9,9
SAN LUCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,28,28
SAN MATIAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,4,4
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,57,57
SAN PEDRO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,4,4
SAN RAFAEL,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,7,7
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,487,487
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,9,9
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,9,9
SANTIVAÑES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,13,13
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,30,30
SAPAHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,12,12
SENA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,10,10
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,7,7
SICAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
SOPACHUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,8,8
SORACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,56,56
SORATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,5,5
SUCRE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,142,142
TACOPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,7,7
TAPACARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,29,29
TARABUCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,68,68
TARATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,298,298
TARVITA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,48,48
TEOPONTE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,2,2
TINGUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,6,6
TIQUIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,49,49
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
TOCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
TODOS SANTOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,60,60
TOLEDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,17,17
TOMINA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,13,13
TORO TORO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,13,13
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,6,6
TOTORA(ORR),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,17,17
TRINIDAD,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,81,81
TUPIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,4,4
TURCO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,10,10
UMALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,4,4
UNCIA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,28,28
URUBICHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,2,2
VACAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,12,12
VALLEGRANDE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
VIACHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,12,12
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,3,3
VILLA MONTES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,14,14
VILLA SERRANO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,8,8
VILLA TUNARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,38,38
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,73,73
VINTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,1,1
VITICHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,11,11
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,2,2
WARNES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,9,9
YACO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,75,75
YAMPARAEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,10,10
YAPACANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,11,11
YOTALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,15,15
YUNCHARA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,36,36
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-01-01,46,46
ACHACACHI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,44,44
AIQUILE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,6,6
ALALAY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,20,20
ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,19,19
ANTEQUERA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,13,13
APOLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,21,21
ARAMPAMPA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,1,1
ARANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,8,8
ARBIETO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,3,3
ARQUE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,24,24
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,13,13
ATOCHA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,2,2
AZURDUY,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,17,17
BAURES,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,2,2
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,6,6
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,69,69
BETANZOS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,35,35
BOLIVAR,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,17,17
BUENA VISTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,3,3
CABEZAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,14,14
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,28,28
CAJUATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,15,15
CALACOTO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,4,4
CALAMARCA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,9,9
CAMARGO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,15,15
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,14,14
CAMIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,15,15
CAPINOTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,19,19
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,8,8
CARACOLLO,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,11,11
CARANAVI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,10,10
CARANGAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,6,6
CATACORA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,50,50
CHAQUI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,13,13
CHARAGUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,10,10
CHARAÑA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,3,3
CHIMORE,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,2,2
CHIPAYA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,4,4
CHOQUE COTA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,5,5
CHUMA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,4,4
CKOCHAS,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,9,9
CLIZA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,37,37
COBIJA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,25,25
COCHABAMBA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,236,236
COIPASA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,4,4
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,6,6
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no. de actividades educativas en salud,2013-02-01,15,15
