municipality,group,variable,month,N° de autoevaluciones para acreditación del establecimiento,TOTAL
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,2,2
TOCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,2,2
TOTORA(CBBA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,2,2
TRINIDAD,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-02-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,4,4
ANCORAIMES,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
ARANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
BERMEJO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,5,5
CAMARGO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,2,2
CHARAGUA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
CHARAÑA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
COBIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,2,2
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
HUARINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,3,3
LAGUNILLAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,2,2
MONTERO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
POJO (CBBA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,3,3
QUIABAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
SACABA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,10,10
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,11,11
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,8,8
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,2,2
TARABUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,8,8
TARIJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-03-01,1,1
ACACIO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
ARANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,8,8
BOLIVAR,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,8,8
CABEZAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,4,4
CHAYANTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
CHOQUE COTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
COROICO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,4,4
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,25,25
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,2,2
LAS CARRERAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
LICOMA PAMPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
MACHARETI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,5,5
MONTEAGUDO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,3,3
MONTERO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,3,3
PADILLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
POROMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
SACABA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,7,7
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,2,2
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,11,11
TACOBAMBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
TARVITA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,4,4
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,5,5
TORO TORO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,2,2
TOTORA(CBBA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,4,4
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
VACAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
VILLA CHARCAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
VINTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,2,2
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,6,6
YAPACANI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,25,25
YOCALLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,8,8
ZUDAÑEZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-04-01,6,6
ACHACACHI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
ANDAMARCA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
CABEZAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
CARACOLLO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,8,8
EL VILLAR,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
HUACARETA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
ICLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,3,3
LA GUARDIA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
LAGUNILLAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,5,5
MONTERO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,3,3
MOROCHATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
PADCAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
PADILLA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,6,6
PAZÑA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
POOPO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
POROMA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
PUERTO RICO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,3,3
PUNA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,3,3
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
SHINAOTA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
SOPACHUY,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,4,4
TARABUCO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
TORO TORO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
VILLA CHARCAS,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de autoevaluciones para acreditacion del establecimiento,2013-05-01,2,2
