,group,variable,month,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,4,0,4,0,4
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,5,1,5,1,6
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,1,0,1,1
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,3,1,3,1,4
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,3,0,3,3
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,1,1,1,2
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,3,2,3,2,5
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,13,0,13,0,13
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,4,0,4,4
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,1,2,1,3
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,7,6,7,6,13
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,4,0,4,4
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,6,0,6,0,6
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,20,19,20,19,39
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,7,1,7,1,8
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,1,0,1,1
REYES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,0,2,0,2
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,6,0,6,0,6
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,8,0,8,8
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,22,26,22,26,48
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,1,0,1,1
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,3,0,3,0,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,1,0,1,1
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,0,2,0,2
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,0,2,0,2
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,0,2,0,2
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,4,3,4,3,7
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,10,17,10,17,27
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,26,5,26,5,31
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,5,0,5,0,5
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,4,1,4,1,5
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,3,3,3,3,6
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,1,2,1,3
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,10,3,10,3,13
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,3,0,3,3
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,3,0,3,3
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,275,71,275,71,346
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,5,1,5,1,6
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,6,2,6,8
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,4,2,4,2,6
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,29,11,29,11,40
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,1,2,1,3
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,5,2,5,2,7
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,62,5,62,5,67
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,3,0,3,3
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,8,5,8,5,13
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,0,2,0,2
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,3,0,3,0,3
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,22,1,22,23
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,0,2,0,2,2
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,23,15,23,15,38
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,4,2,4,2,6
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,2,2,2,4
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,3,0,3,0,3
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,4,0,4,0,4
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,7,1,7,1,8
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,12,52,12,52,64
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,2,0,2,0,2
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,10,1,10,1,11
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,5,0,5,0,5
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,12,13,12,13,25
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,1,0,1,0,1
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,10,5,10,5,15
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-01-01,4,2,4,2,6
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,0,1,0,1
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,8,0,8,8
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,3,2,3,2,5
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,3,0,3,0,3
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,7,1,7,8
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,3,4,3,4,7
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,4,8,4,8,12
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,2,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,41,0,41,0,41
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,6,0,6,6
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,1,1,1,2
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,2,0,2,0,2
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,0,1,0,1
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,4,0,4,0,4
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,2,1,2,3
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,2,0,2,2
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,1,0,1,1
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,6,8,6,8,14
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,26,1,26,27
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,0,1,0,1
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,14,0,14,14
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,6,2,6,2,8
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,4,2,4,2,6
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,1,0,1,1
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,4,1,4,1,5
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,8,1,8,9
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,2,1,2,1,3
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,3,5,3,5,8
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,5,0,5,5
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,3,0,3,3
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,6,6,6,6,12
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,11,4,11,4,15
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,152,1,152,1,153
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,14,3,14,3,17
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,0,1,0,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,7,0,7,0,7
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,2,0,2,0,2
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,3,0,3,3
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,3,0,3,0,3
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,8,2,8,2,10
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,8,3,8,3,11
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,2,0,2,0,2
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,21,0,21,21
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,4,0,4,0,4
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,7,0,7,7
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,16,16,16,16,32
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,4,0,4,0,4
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,11,0,11,11
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,6,1,6,7
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,1,0,1,0,1
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,303,78,303,78,381
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,8,0,8,8
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,13,3,13,3,16
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2010-02-01,0,2,0,2,2
