,group,variable,month,ANTIRRÁBICA HUMANA ESQUEMA COMPLETO CANTIDAD,ANTIRRÁBICA HUMANA ESQUEMA COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,2,0,2,0,2
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,3,6,3,6,9
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,2,0,2,0,2
SACABA,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,7,1,7,1,8
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,120,0,120,0,120
TAPACARI,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,1,0,1,0,1
TIAWANACU,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,1,1,1,1,2
VILLA SERRANO,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,1,0,1,0,1
VITICHI,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,1,0,1,0,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2010-03-01,7,0,7,0,7
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,4,0,4,0,4
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
COBIJA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,0,2,0,2,2
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,53,0,53,0,53
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
COLPA BELGICA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,0,1,0,1,1
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,44,0,44,0,44
EL PUENTE(TJA),otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,5,0,5,0,5
ENTRE RIOS TRJ,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,5,0,5,0,5
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,62,0,62,0,62
LICOMA PAMPA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,2,0,2,0,2
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,2,0,2,0,2
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,10,0,10,0,10
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,6,0,6,0,6
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,3,0,3,0,3
SAN LORENZO(TJA),otras vacunaciones,antirrabica humana esquema completo,2010-04-01,3,0,3,0,3
SAN RAMON SCZ,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,139,0,139,0,139
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,35,0,35,0,35
TIAWANACU,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,2,0,2,0,2
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,9,0,9,0,9
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2010-04-01,1,0,1,0,1
AIQUILE,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
CAPINOTA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,2,0,2,0,2
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,4,0,4,0,4
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
COBIJA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,0,2,0,2,2
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,57,0,57,0,57
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
COLLANA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,0,1,0,1,1
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,41,0,41,0,41
EL PUENTE(STC),otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,antirrabica humana esquema completo,2010-05-01,0,1,0,1,1
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,54,0,54,0,54
ENTRE RIOS TRJ,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,7,0,7,0,7
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,70,0,70,0,70
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,4,0,4,0,4
MOROCHATA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,0,1,0,1,1
ORURO,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
PADILLA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
PAZÑA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,2,0,2,0,2
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,2,0,2,0,2
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,2,0,2,0,2
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,35,0,35,0,35
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,3,0,3,0,3
SACABA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,10,0,10,0,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,130,0,130,0,130
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica humana esquema completo,2010-05-01,0,2,0,2,2
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,2,0,2,0,2
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,34,0,34,0,34
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,2,0,2,0,2
TOLEDO,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,2,0,2,0,2
TOTORA(CBBA),otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,3,0,3,0,3
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,2,0,2,0,2
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,2,0,2,0,2
WARNES,otras vacunaciones,antirrabica humana esquema completo,2010-05-01,1,0,1,0,1
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,8,0,8,0,8
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
CAPINOTA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,4,0,4,0,4
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,3,0,3,0,3
CHALLAPATA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,3,0,3,0,3
CHIMORE,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,2,0,2,0,2
COBIJA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,0,4,0,4,4
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,46,0,46,0,46
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
CONCEPCION,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,0,1,0,1,1
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,3,0,3,0,3
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,56,0,56,0,56
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,9,0,9,0,9
GUAQUI,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,0,1,0,1,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,5,0,5,0,5
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,55,0,55,0,55
LAJA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,0,1,0,1,1
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,2,0,2,0,2
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,4,0,4,0,4
OKINAWA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
PAZÑA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,0,1,0,1,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,14,0,14,0,14
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,3,0,3,0,3
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,0,1,0,1,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,10,0,10,0,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,2,0,2,0,2
SAN RAMON SCZ,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,123,2,123,2,125
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,46,0,46,0,46
TARATA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,9,0,9,0,9
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,2,0,2,0,2
WARNES,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,4,0,4,0,4
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2010-06-01,1,0,1,0,1
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,2,0,2,0,2
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,3,0,3,0,3
CABEZAS,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
CAJUATA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,2,0,2,0,2
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,2,0,2,0,2
COBIJA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,0,1,0,1,1
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,50,0,50,0,50
COLPA BELGICA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
CONCEPCION,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,38,0,38,0,38
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,14,0,14,0,14
INQUISIVI,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,5,0,5,0,5
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,60,0,60,0,60
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
PAILON,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
PALOS BLANCOS,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,14,0,14,0,14
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,17,0,17,0,17
SAN BENITO,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,3,2,3,2,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,118,8,118,8,126
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,2,0,2,0,2
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,35,0,35,0,35
TARATA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
TIPUANI,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,5,0,5,0,5
TOLATA,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,2,0,2,0,2
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,1,1,1,1,2
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2010-07-01,2,0,2,0,2
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,2,0,2,0,2
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,2,0,2,0,2
CALAMARCA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,2,0,2,0,2
CAQUIAVIRI,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,1,0,1,0,1
CHOQUE COTA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,0,1,0,1,1
COBIJA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,0,2,0,2,2
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2010-08-01,61,0,61,0,61
