,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 2DA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-04-01,2,2,2,2,4
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-04-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-04-01,3,0,3,0,3
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-04-01,1,0,1,0,1
WARNES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-04-01,1,0,1,0,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-04-01,6,0,6,0,6
ALCALA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,1,0,1,0,1
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,2,0,2,0,2
BOLIVAR,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,11,0,11,0,11
CARMEN RIVERO TORREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,1,0,1,0,1
CHARAÑA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,2,0,2,0,2
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,2,0,2,0,2
COMARAPA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,32,0,32,0,32
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,2,0,2,0,2
INQUISIVI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,2,0,2,0,2
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,63,0,63,0,63
LURIBAY,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,4,0,4,0,4
PUERTO GONZALO MORENO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,3,0,3,0,3
REYES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,3,0,3,0,3
ROBORE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,0,5,0,5,5
SACABA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,54,0,54,0,54
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,1,0,1,0,1
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,1,0,1,0,1
SAN PEDRO(PND),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,2,0,2,0,2
SAN RAMON BENI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,4,0,4,0,4
SANTA ROSA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,10,0,10,0,10
SICAYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,1,0,1,0,1
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,7,0,7,0,7
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,41,0,41,0,41
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,2,0,2,0,2
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-05-01,1,0,1,0,1
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,6,0,6,0,6
BOLPEBRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,4,1,4,1,5
CAQUIAVIRI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,0,1,0,1
CHIMORE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,4,0,4,0,4
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,6,0,6,0,6
COMANCHE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,0,1,0,1
CORO CORO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,42,0,42,0,42
EUREKA (SANTOS MERCADO),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,0,1,0,1
GUAYARAMERIN,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,0,1,0,1
ICLA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,3,0,3,0,3
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,69,0,69,0,69
MAPIRI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,6,0,6,0,6
MOJOCOYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,0,1,0,1
MORO MORO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,3,0,3,0,3
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,16,0,16,0,16
POCOATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,11,0,11,0,11
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,2,0,2,0,2
ROBORE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,19,0,19,0,19
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,2,0,2,0,2
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,10,0,10,0,10
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,18,1,18,1,19
SAN IGNACIO DE VELASCO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,11,0,11,0,11
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,14,0,14,0,14
SAN JUAN DE YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,0,1,0,1
SAN RAFAEL,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,15,4,15,4,19
SANTA ROSA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,10,0,10,0,10
SICAYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,6,0,6,0,6
SOPACHUY,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,12,0,12,0,12
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,8,0,8,0,8
TACOPAYA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,0,1,0,1
TARATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,0,1,0,1
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,51,1,51,1,52
TIAWANACU,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,10,0,10,0,10
TOCO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,1,1,1,1,2
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-06-01,5,0,5,0,5
ARQUE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,2,0,2,0,2
BOLPEBRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,0,4,0,4,4
CARMEN RIVERO TORREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,1,0,1,0,1
COTOCA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,4,0,4,0,4
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,8,0,8,0,8
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,1,0,1,0,1
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,3,0,3,0,3
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,9,6,9,6,15
PAILON,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,1,0,1,0,1
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,1,0,1,0,1
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,9,0,9,0,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,28,0,28,0,28
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,2,0,2,0,2
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,5,10,5,10,15
WARNES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,1,0,1,0,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-07-01,4,0,4,0,4
BOLPEBRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,34,0,34,0,34
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,27,0,27,0,27
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,5,0,5,0,5
MAGDALENA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,2,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,1,0,1,0,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,0,1,0,1,1
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,4,0,4,0,4
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,4,13,4,13,17
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,1,0,1,0,1
SAN JUAN DE YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,20,0,20,0,20
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,8,0,8,0,8
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,314,0,314,0,314
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,7,0,7,0,7
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-08-01,23,6,23,6,29
BUENA VISTA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,11,0,11,0,11
CARMEN RIVERO TORREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,4,0,4,0,4
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,47,0,47,0,47
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,26,0,26,0,26
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,43,0,43,0,43
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,2,0,2,0,2
PAILON,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,0,2,0,2,2
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,0,0,0,0,0
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,30,0,30,0,30
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,7,0,7,0,7
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,14,0,14,0,14
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,6,0,6,0,6
YAPACANI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-09-01,29,0,29,0,29
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,9,0,9,0,9
CARANAVI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,0,1,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,5,0,5,0,5
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,52,1,52,1,53
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,1,0,1,0,1
LORETO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,3,0,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,2,0,2,0,2
ORURO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,6,0,6,0,6
PUERTO SUAREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,1,0,1,0,1
PUNATA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,5,0,5,0,5
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,1,0,1,0,1
SAN BUENA VENTURA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,5,2,5,2,7
SAN JAVIER(BNI),otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,0,1,0,1,1
SAN JULIAN,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,0,1,0,1,1
SANTA ANA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,48,0,48,0,48
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,11,0,11,0,11
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,58,0,58,0,58
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,2,0,2,0,2
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,0,2,0,2,2
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-10-01,3,0,3,0,3
AZURDUY,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,18,82,18,82,100
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,5,0,5,0,5
CARANAVI,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,0,14,0,14,14
CARMEN RIVERO TORREZ,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,1,0,1,0,1
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 2da dosis,2010-11-01,4,1,4,1,5
