,group,variable,month,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,4,1,4,5
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,14,0,14,0,14
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,3,0,3,3
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,2,0,2,2
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,4,0,4,0,4
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,4,5,4,5,9
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,3,2,3,5
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,66,2,66,2,68
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,563,182,563,182,745
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,8,0,8,0,8
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,9,0,9,0,9
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,2,0,2,2
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,0,2,0,2
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,5,22,5,22,27
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,0,2,0,2
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,0,2,0,2
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,3,0,3,0,3
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,3,0,3,0,3
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,10,0,10,0,10
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,2,0,2,2
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,11,3,11,3,14
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,4,14,4,14,18
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,4,1,4,5
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,5,0,5,0,5
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,5,3,5,3,8
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,81,25,81,25,106
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,5,0,5,5
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,1,0,1,1
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,4,0,4,4
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,7,1,7,1,8
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,4,0,4,4
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,93,4,93,4,97
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,0,2,0,2
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,10,11,10,11,21
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,11,0,11,0,11
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,6,0,6,6
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,1,2,1,3
PASORAPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,3,2,3,5
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,3,0,3,0,3
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,1,0,1,1
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,4,0,4,4
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,7,2,7,2,9
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,11,0,11,0,11
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,9,1,9,10
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,5,1,5,1,6
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,10,6,10,6,16
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,55,0,55,0,55
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,3,0,3,0,3
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,2,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,4,1,4,5
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,9,0,9,0,9
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,1,1,1,2
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,41,18,41,18,59
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,10,0,10,10
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,23,0,23,0,23
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,50,43,50,43,93
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,1,2,1,3
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,6,0,6,6
REYES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,6,0,6,0,6
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,14,0,14,0,14
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,6,0,6,0,6
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,6,14,6,14,20
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,51,55,51,55,106
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,3,1,3,4
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,3,1,3,1,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,6,5,6,5,11
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,5,0,5,0,5
SAN ANDRES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,14,0,14,0,14
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,13,1,13,1,14
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,12,1,12,1,13
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,5,1,5,1,6
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,25,44,25,44,69
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,38,11,38,11,49
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,4,7,4,7,11
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,11,5,11,5,16
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,4,0,4,0,4
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,10,3,10,3,13
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,10,4,10,4,14
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,12,0,12,0,12
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,7,0,7,0,7
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,3,0,3,0,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,4,0,4,4
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,1,2,1,3
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,5,5,5,5,10
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,4,3,4,3,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,817,105,817,105,922
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,6,3,6,3,9
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,7,0,7,7
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,3,2,3,5
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,1,0,1,1
SENA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,11,24,11,24,35
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,8,4,8,4,12
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,19,7,19,7,26
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,0,2,0,2
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,1,2,1,3
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,82,10,82,10,92
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,2,0,2,2
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,2,2,2,4
TAHUA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,1,0,1,1
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,13,1,13,1,14
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,138,1,138,1,139
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,7,0,7,7
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,3,0,3,0,3
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,2,0,2,2
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,13,3,13,3,16
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,1,2,1,3
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,0,2,0,2
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,3,1,3,1,4
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,2,1,2,1,3
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,8,0,8,8
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,7,0,7,0,7
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,56,21,56,21,77
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,11,7,11,7,18
UMALA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,1,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,5,0,5,0,5
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,6,0,6,0,6
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,11,0,11,0,11
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,11,1,11,1,12
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,24,4,24,4,28
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,28,45,28,45,73
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 3ra dosis de dt,2010-01-01,0,1,0,1,1
