,group,variable,month,ANTIRRÁBICA EN HUMANO CANTIDAD,ANTIRRÁBICA EN HUMANO CANTIDAD,TOTALES,TOTALES,TOTALES
CALAMARCA,otras vacunaciones,antirrabica en humano,2010-04-01,2,0,2,0,2
CARANAVI,otras vacunaciones,antirrabica en humano,2010-04-01,14,0,14,0,14
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica en humano,2010-04-01,10,0,10,0,10
CHIMORE,otras vacunaciones,antirrabica en humano,2010-04-01,1,0,1,0,1
CLIZA,otras vacunaciones,antirrabica en humano,2010-04-01,3,0,3,0,3
COCHABAMBA,otras vacunaciones,antirrabica en humano,2010-04-01,105,0,105,0,105
COLPA BELGICA,otras vacunaciones,antirrabica en humano,2010-04-01,10,0,10,0,10
COTOCA,otras vacunaciones,antirrabica en humano,2010-04-01,0,7,0,7,7
CUATRO CAÑADAS,otras vacunaciones,antirrabica en humano,2010-04-01,1,0,1,0,1
EL ALTO,otras vacunaciones,antirrabica en humano,2010-04-01,690,0,690,0,690
EL PUENTE(TJA),otras vacunaciones,antirrabica en humano,2010-04-01,1,0,1,0,1
EL TORNO,otras vacunaciones,antirrabica en humano,2010-04-01,148,354,148,354,502
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2010-04-01,3,0,3,0,3
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2010-04-01,9,0,9,0,9
LA GUARDIA,otras vacunaciones,antirrabica en humano,2010-04-01,75,0,75,0,75
LA PAZ,otras vacunaciones,antirrabica en humano,2010-04-01,715,0,715,0,715
LICOMA PAMPA,otras vacunaciones,antirrabica en humano,2010-04-01,2,0,2,0,2
MAIRANA,otras vacunaciones,antirrabica en humano,2010-04-01,10,0,10,0,10
MIZQUE,otras vacunaciones,antirrabica en humano,2010-04-01,1,0,1,0,1
MONTERO,otras vacunaciones,antirrabica en humano,2010-04-01,69,0,69,0,69
PAZÑA,otras vacunaciones,antirrabica en humano,2010-04-01,7,0,7,0,7
PORONGO,otras vacunaciones,antirrabica en humano,2010-04-01,17,0,17,0,17
PORTACHUELO,otras vacunaciones,antirrabica en humano,2010-04-01,25,0,25,0,25
POTOSI,otras vacunaciones,antirrabica en humano,2010-04-01,82,0,82,0,82
PUERTO SUAREZ,otras vacunaciones,antirrabica en humano,2010-04-01,20,0,20,0,20
PUNATA,otras vacunaciones,antirrabica en humano,2010-04-01,4,0,4,0,4
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2010-04-01,5,0,5,0,5
SACABA,otras vacunaciones,antirrabica en humano,2010-04-01,16,0,16,0,16
SAMAIPATA,otras vacunaciones,antirrabica en humano,2010-04-01,12,0,12,0,12
SAN JULIAN,otras vacunaciones,antirrabica en humano,2010-04-01,2,0,2,0,2
SAN LORENZO(TJA),otras vacunaciones,antirrabica en humano,2010-04-01,3,0,3,0,3
SAN PEDRO,otras vacunaciones,antirrabica en humano,2010-04-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2010-04-01,1479,0,1479,0,1479
SIPE SIPE,otras vacunaciones,antirrabica en humano,2010-04-01,1,0,1,0,1
SUCRE,otras vacunaciones,antirrabica en humano,2010-04-01,380,0,380,0,380
TIAWANACU,otras vacunaciones,antirrabica en humano,2010-04-01,3,0,3,0,3
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2010-04-01,12,0,12,0,12
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2010-04-01,20,0,20,0,20
VIACHA,otras vacunaciones,antirrabica en humano,2010-04-01,25,0,25,0,25
VILLA MONTES,otras vacunaciones,antirrabica en humano,2010-04-01,10,0,10,0,10
WARNES,otras vacunaciones,antirrabica en humano,2010-04-01,100,0,100,0,100
YACUIBA,otras vacunaciones,antirrabica en humano,2010-04-01,28,0,28,0,28
YAMPARAEZ,otras vacunaciones,antirrabica en humano,2010-04-01,4,0,4,0,4
YAPACANI,otras vacunaciones,antirrabica en humano,2010-04-01,0,2,0,2,2
AIQUILE,otras vacunaciones,antirrabica en humano,2010-05-01,3,1,3,1,4
ALALAY,otras vacunaciones,antirrabica en humano,2010-05-01,2,2,2,2,4
CAPINOTA,otras vacunaciones,antirrabica en humano,2010-05-01,4,0,4,0,4
CARANAVI,otras vacunaciones,antirrabica en humano,2010-05-01,24,0,24,0,24
CARAPARI,otras vacunaciones,antirrabica en humano,2010-05-01,1,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica en humano,2010-05-01,40,0,40,0,40
CLIZA,otras vacunaciones,antirrabica en humano,2010-05-01,1,1,1,1,2
COCHABAMBA,otras vacunaciones,antirrabica en humano,2010-05-01,203,0,203,0,203
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2010-05-01,10,0,10,0,10
COLLANA,otras vacunaciones,antirrabica en humano,2010-05-01,9,0,9,0,9
COTOCA,otras vacunaciones,antirrabica en humano,2010-05-01,0,8,0,8,8
CUATRO CAÑADAS,otras vacunaciones,antirrabica en humano,2010-05-01,2,0,2,0,2
EL ALTO,otras vacunaciones,antirrabica en humano,2010-05-01,702,0,702,0,702
EL PUENTE(STC),otras vacunaciones,antirrabica en humano,2010-05-01,13,0,13,0,13
EL TORNO,otras vacunaciones,antirrabica en humano,2010-05-01,60,34,60,34,94
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en humano,2010-05-01,12,0,12,0,12
GUAQUI,otras vacunaciones,antirrabica en humano,2010-05-01,7,0,7,0,7
JESUS DE MACHACA,otras vacunaciones,antirrabica en humano,2010-05-01,2,0,2,0,2
LA GUARDIA,otras vacunaciones,antirrabica en humano,2010-05-01,114,0,114,0,114
LA PAZ,otras vacunaciones,antirrabica en humano,2010-05-01,683,0,683,0,683
MIZQUE,otras vacunaciones,antirrabica en humano,2010-05-01,8,0,8,0,8
MONTERO,otras vacunaciones,antirrabica en humano,2010-05-01,251,1,251,1,252
MOROCHATA,otras vacunaciones,antirrabica en humano,2010-05-01,0,1,0,1,1
ORURO,otras vacunaciones,antirrabica en humano,2010-05-01,50,10,50,10,60
PAMPA GRANDE,otras vacunaciones,antirrabica en humano,2010-05-01,5,0,5,0,5
PAZÑA,otras vacunaciones,antirrabica en humano,2010-05-01,2,0,2,0,2
PORONGO,otras vacunaciones,antirrabica en humano,2010-05-01,17,0,17,0,17
PORTACHUELO,otras vacunaciones,antirrabica en humano,2010-05-01,20,0,20,0,20
POTOSI,otras vacunaciones,antirrabica en humano,2010-05-01,401,0,401,0,401
PUERTO SUAREZ,otras vacunaciones,antirrabica en humano,2010-05-01,30,0,30,0,30
PUNATA,otras vacunaciones,antirrabica en humano,2010-05-01,2,0,2,0,2
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2010-05-01,1,0,1,0,1
QUIME,otras vacunaciones,antirrabica en humano,2010-05-01,1,0,1,0,1
SACABA,otras vacunaciones,antirrabica en humano,2010-05-01,11,0,11,0,11
SAMAIPATA,otras vacunaciones,antirrabica en humano,2010-05-01,8,0,8,0,8
SAN BORJA,otras vacunaciones,antirrabica en humano,2010-05-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2010-05-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2010-05-01,6,100,6,100,106
SAN JULIAN,otras vacunaciones,antirrabica en humano,2010-05-01,40,0,40,0,40
SAN RAMON SCZ,otras vacunaciones,antirrabica en humano,2010-05-01,2,0,2,0,2
SANTA ANA,otras vacunaciones,antirrabica en humano,2010-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2010-05-01,1678,2682,1678,2682,4360
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en humano,2010-05-01,15,0,15,0,15
SAPAHAQUI,otras vacunaciones,antirrabica en humano,2010-05-01,7,0,7,0,7
SUCRE,otras vacunaciones,antirrabica en humano,2010-05-01,398,20,398,20,418
TIAWANACU,otras vacunaciones,antirrabica en humano,2010-05-01,4,0,4,0,4
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2010-05-01,5,0,5,0,5
TOLEDO,otras vacunaciones,antirrabica en humano,2010-05-01,2,0,2,0,2
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2010-05-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2010-05-01,11,0,11,0,11
VIACHA,otras vacunaciones,antirrabica en humano,2010-05-01,50,0,50,0,50
VILLA MONTES,otras vacunaciones,antirrabica en humano,2010-05-01,5,0,5,0,5
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2010-05-01,1,0,1,0,1
WARNES,otras vacunaciones,antirrabica en humano,2010-05-01,50,0,50,0,50
YACUIBA,otras vacunaciones,antirrabica en humano,2010-05-01,32,0,32,0,32
AIQUILE,otras vacunaciones,antirrabica en humano,2010-06-01,2,0,2,0,2
BERMEJO,otras vacunaciones,antirrabica en humano,2010-06-01,85,0,85,0,85
CAPINOTA,otras vacunaciones,antirrabica en humano,2010-06-01,10,0,10,0,10
CARANAVI,otras vacunaciones,antirrabica en humano,2010-06-01,21,0,21,0,21
CHALLAPATA,otras vacunaciones,antirrabica en humano,2010-06-01,2,0,2,0,2
COCHABAMBA,otras vacunaciones,antirrabica en humano,2010-06-01,158,0,158,0,158
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2010-06-01,2,0,2,0,2
COTOCA,otras vacunaciones,antirrabica en humano,2010-06-01,3,16,3,16,19
CUATRO CAÑADAS,otras vacunaciones,antirrabica en humano,2010-06-01,3,0,3,0,3
EL ALTO,otras vacunaciones,antirrabica en humano,2010-06-01,659,0,659,0,659
EL TORNO,otras vacunaciones,antirrabica en humano,2010-06-01,42,0,42,0,42
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en humano,2010-06-01,19,0,19,0,19
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en humano,2010-06-01,5,0,5,0,5
LA GUARDIA,otras vacunaciones,antirrabica en humano,2010-06-01,64,0,64,0,64
LA PAZ,otras vacunaciones,antirrabica en humano,2010-06-01,603,0,603,0,603
LAJA,otras vacunaciones,antirrabica en humano,2010-06-01,3,5,3,5,8
MAIRANA,otras vacunaciones,antirrabica en humano,2010-06-01,23,0,23,0,23
MIZQUE,otras vacunaciones,antirrabica en humano,2010-06-01,4,0,4,0,4
MONTERO,otras vacunaciones,antirrabica en humano,2010-06-01,307,0,307,0,307
ORURO,otras vacunaciones,antirrabica en humano,2010-06-01,1,0,1,0,1
PALOS BLANCOS,otras vacunaciones,antirrabica en humano,2010-06-01,8,0,8,0,8
PORONGO,otras vacunaciones,antirrabica en humano,2010-06-01,10,0,10,0,10
PORTACHUELO,otras vacunaciones,antirrabica en humano,2010-06-01,10,0,10,0,10
POTOSI,otras vacunaciones,antirrabica en humano,2010-06-01,438,0,438,0,438
PUERTO SUAREZ,otras vacunaciones,antirrabica en humano,2010-06-01,30,0,30,0,30
PUERTO VILLARROEL,otras vacunaciones,antirrabica en humano,2010-06-01,3,0,3,0,3
PUNATA,otras vacunaciones,antirrabica en humano,2010-06-01,2,1,2,1,3
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2010-06-01,2,0,2,0,2
SACABA,otras vacunaciones,antirrabica en humano,2010-06-01,16,0,16,0,16
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2010-06-01,6,0,6,0,6
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2010-06-01,2,191,2,191,193
SAN JULIAN,otras vacunaciones,antirrabica en humano,2010-06-01,15,0,15,0,15
SAN PEDRO,otras vacunaciones,antirrabica en humano,2010-06-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2010-06-01,1465,1917,1465,1917,3382
SIPE SIPE,otras vacunaciones,antirrabica en humano,2010-06-01,2,0,2,0,2
SUCRE,otras vacunaciones,antirrabica en humano,2010-06-01,550,1,550,1,551
TARIJA,otras vacunaciones,antirrabica en humano,2010-06-01,3,0,3,0,3
TIPUANI,otras vacunaciones,antirrabica en humano,2010-06-01,8,0,8,0,8
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2010-06-01,16,0,16,0,16
TOTORA(CBBA),otras vacunaciones,antirrabica en humano,2010-06-01,3,0,3,0,3
TRINIDAD,otras vacunaciones,antirrabica en humano,2010-06-01,0,1,0,1,1
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2010-06-01,3,0,3,0,3
VILLA MONTES,otras vacunaciones,antirrabica en humano,2010-06-01,11,0,11,0,11
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2010-06-01,1,0,1,0,1
WARNES,otras vacunaciones,antirrabica en humano,2010-06-01,62,0,62,0,62
YACUIBA,otras vacunaciones,antirrabica en humano,2010-06-01,17,0,17,0,17
AIQUILE,otras vacunaciones,antirrabica en humano,2010-07-01,1,0,1,0,1
BERMEJO,otras vacunaciones,antirrabica en humano,2010-07-01,17,0,17,0,17
CARANAVI,otras vacunaciones,antirrabica en humano,2010-07-01,13,0,13,0,13
CLIZA,otras vacunaciones,antirrabica en humano,2010-07-01,3,0,3,0,3
COCHABAMBA,otras vacunaciones,antirrabica en humano,2010-07-01,219,0,219,0,219
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2010-07-01,3,0,3,0,3
COLPA BELGICA,otras vacunaciones,antirrabica en humano,2010-07-01,10,0,10,0,10
COTOCA,otras vacunaciones,antirrabica en humano,2010-07-01,5,5,5,5,10
EL ALTO,otras vacunaciones,antirrabica en humano,2010-07-01,564,0,564,0,564
EL PUENTE(STC),otras vacunaciones,antirrabica en humano,2010-07-01,5,0,5,0,5
EL TORNO,otras vacunaciones,antirrabica en humano,2010-07-01,64,0,64,0,64
GUANAY,otras vacunaciones,antirrabica en humano,2010-07-01,3,0,3,0,3
GUAQUI,otras vacunaciones,antirrabica en humano,2010-07-01,1,0,1,0,1
LA GUARDIA,otras vacunaciones,antirrabica en humano,2010-07-01,82,0,82,0,82
LA PAZ,otras vacunaciones,antirrabica en humano,2010-07-01,659,0,659,0,659
LAJA,otras vacunaciones,antirrabica en humano,2010-07-01,3,0,3,0,3
MAIRANA,otras vacunaciones,antirrabica en humano,2010-07-01,10,0,10,0,10
MIZQUE,otras vacunaciones,antirrabica en humano,2010-07-01,8,0,8,0,8
MONTERO,otras vacunaciones,antirrabica en humano,2010-07-01,53,0,53,0,53
PALOS BLANCOS,otras vacunaciones,antirrabica en humano,2010-07-01,8,0,8,0,8
PORONGO,otras vacunaciones,antirrabica en humano,2010-07-01,19,7,19,7,26
PORTACHUELO,otras vacunaciones,antirrabica en humano,2010-07-01,15,0,15,0,15
POTOSI,otras vacunaciones,antirrabica en humano,2010-07-01,139,0,139,0,139
PUNATA,otras vacunaciones,antirrabica en humano,2010-07-01,3,0,3,0,3
QUILLACOLLO,otras vacunaciones,antirrabica en humano,2010-07-01,6,0,6,0,6
SACABA,otras vacunaciones,antirrabica en humano,2010-07-01,19,0,19,0,19
SAMAIPATA,otras vacunaciones,antirrabica en humano,2010-07-01,5,0,5,0,5
SAN IGNACIO,otras vacunaciones,antirrabica en humano,2010-07-01,19,0,19,0,19
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en humano,2010-07-01,2,0,2,0,2
SAN JULIAN,otras vacunaciones,antirrabica en humano,2010-07-01,31,10,31,10,41
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en humano,2010-07-01,1453,11,1453,11,1464
SIPE SIPE,otras vacunaciones,antirrabica en humano,2010-07-01,2,0,2,0,2
SUCRE,otras vacunaciones,antirrabica en humano,2010-07-01,439,0,439,0,439
TIPUANI,otras vacunaciones,antirrabica en humano,2010-07-01,10,0,10,0,10
TIQUIPAYA,otras vacunaciones,antirrabica en humano,2010-07-01,8,0,8,0,8
TOLATA,otras vacunaciones,antirrabica en humano,2010-07-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,antirrabica en humano,2010-07-01,18,0,18,0,18
VIACHA,otras vacunaciones,antirrabica en humano,2010-07-01,15,0,15,0,15
VILLA MONTES,otras vacunaciones,antirrabica en humano,2010-07-01,18,0,18,0,18
VILLA TUNARI,otras vacunaciones,antirrabica en humano,2010-07-01,2,0,2,0,2
WARNES,otras vacunaciones,antirrabica en humano,2010-07-01,24,0,24,0,24
YACUIBA,otras vacunaciones,antirrabica en humano,2010-07-01,10,0,10,0,10
YAPACANI,otras vacunaciones,antirrabica en humano,2010-07-01,2,0,2,0,2
AIQUILE,otras vacunaciones,antirrabica en humano,2010-08-01,1,0,1,0,1
ANZALDO,otras vacunaciones,antirrabica en humano,2010-08-01,0,1,0,1,1
CALAMARCA,otras vacunaciones,antirrabica en humano,2010-08-01,23,0,23,0,23
CAQUIAVIRI,otras vacunaciones,antirrabica en humano,2010-08-01,9,0,9,0,9
CARANAVI,otras vacunaciones,antirrabica en humano,2010-08-01,2,0,2,0,2
CARAPARI,otras vacunaciones,antirrabica en humano,2010-08-01,1,0,1,0,1
CLIZA,otras vacunaciones,antirrabica en humano,2010-08-01,24,0,24,0,24
COCHABAMBA,otras vacunaciones,antirrabica en humano,2010-08-01,367,0,367,0,367
COLCAPIRHUA,otras vacunaciones,antirrabica en humano,2010-08-01,5,0,5,0,5
COLPA BELGICA,otras vacunaciones,antirrabica en humano,2010-08-01,5,0,5,0,5
COTOCA,otras vacunaciones,antirrabica en humano,2010-08-01,21,0,21,0,21
EL ALTO,otras vacunaciones,antirrabica en humano,2010-08-01,696,0,696,0,696
