,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 3RA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 3RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN PEDRO(PND),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,2,0,2,0,2
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,1,0,1,0,1
TARATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,19,0,19,0,19
TARVITA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,3,0,3,0,3
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,2,0,2,0,2
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,1,0,1,0,1
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,2,0,2,0,2
WARNES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,1,0,1,0,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-04-01,8,0,8,0,8
ALCALA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,2,0,2,0,2
CARAPARI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,2,0,2,0,2
CARMEN RIVERO TORREZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,2,0,2,0,2
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,8,0,8,0,8
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,7,0,7,0,7
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,2,0,2,0,2
ENTRE RIOS CBBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,1,0,1,0,1
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,37,0,37,0,37
LAJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,1,0,1,0,1
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,12,0,12,0,12
PADCAYA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,1,0,1,0,1
PAMPA GRANDE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,6,0,6,0,6
PUERTO GONZALO MORENO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,3,0,3,0,3
REYES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,5,0,5,0,5
SACABA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,3,0,3,0,3
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,1,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,3,0,3,0,3
SANTA ROSA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,6,0,6,0,6
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,30,0,30,0,30
TARATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,12,0,12,0,12
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,3,0,3,0,3
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,5,0,5,0,5
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,2,0,2,0,2
WARNES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-05-01,2,0,2,0,2
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,2,0,2,0,2
CAQUIAVIRI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,1,0,1,0,1
CHIMORE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,3,0,3,0,3
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,13,0,13,0,13
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,6,0,6,0,6
COROICO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,2,0,2,0,2
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,96,23,96,23,119
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,3,0,3,0,3
EUREKA (SANTOS MERCADO),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,2,0,2,0,2
ICLA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,6,3,6,3,9
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,112,0,112,0,112
MAPIRI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,11,0,11,0,11
MOJOCOYA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,2,0,2,0,2
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,11,0,11,0,11
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,4,0,4,0,4
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,13,0,13,0,13
QUIME,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,2,0,2,0,2
RAVELO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,30,0,30,0,30
REYES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,5,0,5,0,5
ROBORE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,10,0,10,0,10
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,1,0,1,0,1
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,6,0,6,0,6
SAN IGNACIO DE VELASCO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,12,0,12,0,12
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,3,0,3,0,3
SAN PEDRO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,5,0,5,0,5
SAN PEDRO DE TIQUINA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,2,0,2,0,2
SAN RAFAEL,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,7,0,7,0,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,1,4,1,4,5
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,8,0,8,0,8
TACOPAYA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,3,0,3,0,3
TARATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,20,0,20,0,20
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,55,0,55,0,55
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-06-01,2,0,2,0,2
COTOCA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,1,0,1,0,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,2,0,2,0,2
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,8,0,8,0,8
PAILON,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,3,0,3,0,3
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,6,0,6,0,6
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,1,0,1,0,1
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,14,0,14,0,14
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,10,0,10,0,10
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,2,0,2,0,2
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,2,0,2,0,2
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-07-01,1,0,1,0,1
BOLPEBRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-08-01,1,0,1,0,1
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-08-01,1,0,1,0,1
GUANAY,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-08-01,1,0,1,0,1
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-08-01,3,0,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-08-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-08-01,9,0,9,0,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-08-01,66,0,66,0,66
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-08-01,220,0,220,0,220
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-08-01,4,0,4,0,4
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-08-01,1,8,1,8,9
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,2,0,2,0,2
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,0,10,0,10,10
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,24,0,24,0,24
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,2,0,2,0,2
PAILON,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,4,0,4,0,4
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,24,0,24,0,24
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,0,0,0,0,0
SENA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,12,0,12,0,12
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,30,0,30,0,30
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,13,0,13,0,13
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,2,0,2,0,2
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-09-01,2,0,2,0,2
ARQUE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,1,0,1,0,1
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,4,0,4,0,4
BOLPEBRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,6,0,6,0,6
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,36,0,36,0,36
COLPA BELGICA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,19,0,19,0,19
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,1,0,1,0,1
JESUS DE MACHACA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,1,0,1,0,1
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,6,0,6,0,6
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,3,0,3,0,3
PASORAPA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,1,0,1,0,1
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,2,0,2,0,2
PUNA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,0,1,0,1,1
PUNATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,13,0,13,0,13
SAN JAVIER(BNI),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,0,0,0,0,0
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,7,15,7,15,22
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,2,0,2,0,2
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,13,0,13,0,13
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,0,1,0,1,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-10-01,1,0,1,0,1
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,1,0,1,0,1
CARANAVI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,0,2,0,2,2
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,29,682,29,682,711
CONCEPCION,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,3,0,3,0,3
COPACABANA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,3,0,3,0,3
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,1,0,1,0,1
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,30,1,30,1,31
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,22,0,22,0,22
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,4,0,4,0,4
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,3,0,3,0,3
PADCAYA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,2,0,2,0,2
PUNATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,13,0,13,0,13
SACABA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,0,28,0,28,28
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,40,0,40,0,40
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,8,0,8,0,8
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,5,301,5,301,306
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,6,0,6,0,6
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,3,0,3,0,3
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,2,0,2,0,2
WARNES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-11-01,3,0,3,0,3
CHARAGUA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,7,0,7,0,7
CHIMORE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,1,0,1,0,1
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,7,0,7,0,7
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,12,0,12,0,12
COLOMI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,3,0,3,0,3
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,3,0,3,0,3
ENTRE RIOS CBBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,1,2,1,2,3
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,0,68,0,68,68
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2010-12-01,17,0,17,0,17
