,group,variable,month,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,31,20,31,20,51
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,5,9,5,9,14
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,9,1,9,1,10
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,1,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,17,6,17,6,23
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,15,7,15,7,22
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,30,7,30,7,37
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,5,2,5,2,7
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,88,12,88,12,100
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,3,4,3,7
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,1,4,1,5
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,0,4,0,4
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,28,0,28,0,28
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,0,4,0,4
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,13,2,13,15
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,5,1,5,1,6
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,0,2,0,2,2
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,15,1,15,16
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,2,2,2,4
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,11,12,11,12,23
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,6,28,6,28,34
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,3,0,3,0,3
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,5,0,5,0,5
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,35,65,35,65,100
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,85,9,85,9,94
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1291,339,1291,339,1630
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,0,4,0,4
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,53,8,53,8,61
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,0,4,0,4
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,50,39,50,39,89
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,0,2,0,2
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,7,0,7,0,7
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,5,0,5,0,5
MACHARETI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,14,2,14,16
MAGDALENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,14,0,14,0,14
MAIRANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,0,2,0,2
MALLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,0,1,0,1
MAPIRI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,22,1,22,1,23
MECAPACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,9,1,9,1,10
MINEROS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,42,8,42,8,50
MIZQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,27,25,27,25,52
MOCOMOCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,15,5,15,5,20
MOJOCOYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,5,1,5,1,6
MONTEAGUDO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,21,4,21,4,25
MONTERO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,179,15,179,15,194
MORO MORO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,2,1,2,3
MOROCHATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,7,16,7,16,23
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,3,7,3,7,10
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,0,2,0,2
OCURI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,40,4,40,44
OKINAWA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,24,1,24,1,25
OMEREQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,5,6,5,6,11
ORURO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,402,22,402,22,424
PADCAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,14,1,14,1,15
PADILLA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,7,4,7,11
PAILON,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,66,0,66,0,66
PALCA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,13,4,13,17
PALOS BLANCOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,21,2,21,2,23
PAMPA AULLAGAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,3,4,3,7
PAMPA GRANDE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,11,0,11,0,11
PAPEL PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,3,2,3,5
PATACAMAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,30,0,30,0,30
PAZÑA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,6,0,6,0,6
PELECHUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,8,2,8,2,10
POCOATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,44,1,44,45
POCONA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,42,1,42,1,43
POJO (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,19,0,19,0,19
POOPO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,6,0,6,0,6
POROMA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,0,39,0,39,39
PORONGO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,12,0,12,0,12
PORTACHUELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,31,1,31,1,32
PORVENIR,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,11,0,11,0,11
POTOSI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,421,13,421,13,434
PRESTO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,8,2,8,10
PUCARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,0,1,0,1
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,33,3,33,3,36
PUERTO ACOSTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,1,4,1,5
PUERTO CARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,14,11,14,11,25
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,1,1,1,2
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,5,1,5,6
PUERTO QUIJARRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,31,0,31,0,31
PUERTO RICO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,8,3,8,3,11
PUERTO SILES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,16,14,16,14,30
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,66,24,66,24,90
PUNA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,17,25,17,25,42
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,53,6,53,6,59
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,79,70,79,70,149
QUIME,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,5,4,5,4,9
QUIRUSILLAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,1,2,1,3
RAVELO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,12,7,12,7,19
REYES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,44,0,44,0,44
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,188,3,188,3,191
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,10,0,10,0,10
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,54,43,54,43,97
SABAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,0,2,0,2
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,219,146,219,146,365
SACABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,6,0,6,0,6
SACACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,0,8,0,8,8
SAIPINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,12,0,12,0,12
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,10,3,10,3,13
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,13,4,13,4,17
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,14,0,14,0,14
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,24,25,24,25,49
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,84,16,84,16,100
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,18,22,18,22,40
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,64,103,64,103,167
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,53,19,53,19,72
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,3,0,3,0,3
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,8,9,8,9,17
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,7,0,7,0,7
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,39,6,39,6,45
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,2,2,2,4
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,11,4,11,4,15
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,43,43,43,43,86
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,10,8,10,8,18
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,50,0,50,0,50
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,0,1,0,1
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,28,2,28,30
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,3,0,3,0,3
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,3,2,3,5
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,4,0,4,0,4
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,9,20,9,20,29
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,0,2,0,2
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,17,0,17,0,17
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2829,124,2829,124,2953
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,12,0,12,0,12
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,16,11,16,11,27
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,0,5,0,5,5
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,0,2,0,2,2
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,3,8,3,8,11
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,0,6,0,6,6
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,6,1,6,7
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,1,2,1,2,3
SENA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,9,0,9,0,9
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,30,15,30,15,45
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,14,7,14,7,21
SICAYA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,3,0,3,0,3
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,56,6,56,6,62
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,2,0,2,0,2
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,6,16,6,16,22
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 1ra dosis de dt,2010-01-01,9,14,9,14,23
