municipality,group,variable,month,Diarreas,TOTAL
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,2,2
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,89,89
EL PUENTE(TJA),diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,5,5
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,15,15
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,87,87
GUAYARAMERIN,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,16,16
GUTIERREZ,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,3,3
HUANUNI,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,4,4
HUARACAJE,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
LA ASUNTA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,3,3
LA GUARDIA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,6,6
LA PAZ,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,146,146
LAGUNILLAS,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
LLALLAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,10,10
MAGDALENA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,7,7
MIZQUE,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,7,7
MONTEAGUDO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,5,5
MONTERO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,61,61
OCURI,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
ORURO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,62,62
PADILLA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,2,2
PAILON,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
PALOS BLANCOS,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,4,4
PATACAMAYA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,2,2
PORTACHUELO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,4,4
POTOSI,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,41,41
PUERTO QUIJARRO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,6,6
PUERTO SUAREZ,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
PUERTO VILLARROEL,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,24,24
PUNA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
PUNATA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,11,11
QUILLACOLLO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,14,14
REYES,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,4,4
RIBERALTA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,7,7
ROBORE,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,4,4
RURRENABAQUE,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,8,8
SACABA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,89,89
SAN ANTONIO DE LOMERIO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,3,3
SAN BORJA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,5,5
SAN CARLOS,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,26,26
SAN IGNACIO DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,46,46
SAN JOSE DE CHIQUITOS,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,5,5
SAN JULIAN,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,14,14
SAN LUCAS,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
SAN MATIAS,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
SAN RAFAEL,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,2,2
SANTA ANA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,553,553
SANTA ROSA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,11,11
SANTA ROSA DEL SARA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
SENA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
SOPACHUY,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,4,4
SUCRE,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,70,70
TARABUCO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,5,5
TARIJA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,28,28
TIPUANI,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
TIQUIPAYA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,7,7
TIRAQUE (CBBA),diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,23,23
TOMINA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
TRINIDAD,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,4,4
TUPIZA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,29,29
URUBICHA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
VALLEGRANDE,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,3,3
VIACHA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,5,5
VILLA MONTES,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,10,10
VILLA TUNARI,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,28,28
VILLAZON,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,21,21
VINTO,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,2,2
WARNES,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,11,11
YACUIBA,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,21,21
YAMPARAEZ,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
YAPACANI,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,10,10
ZUDAÑEZ,diagnostico de egreso en menores de 5 anos,diarreas,2007-03-01,1,1
ACHACACHI,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,1,1
AIQUILE,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,6,6
ANCORAIMES,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,1,1
ARBIETO,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,10,10
ASCENCION DE GUARAYOS,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,9,9
ATOCHA,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,2,2
BERMEJO,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,4,4
BETANZOS,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,1,1
CABEZAS,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,3,3
CAMIRI,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,12,12
CARANAVI,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,11,11
CARAPARI,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,3,3
CARMEN RIVERO TORREZ,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,1,1
CHALLAPATA,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,6,6
CHARAGUA,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,3,3
CLIZA,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,2,2
COBIJA,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,24,24
COCHABAMBA,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,137,137
COLCAPIRHUA,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,3,3
COLOMI,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,1,1
COMARAPA,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,3,3
COROICO,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,4,4
COTAGAITA,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,3,3
COTOCA,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,8,8
CUATRO CAÑADAS,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,1,1
CULPINA,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,1,1
EL ALTO,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,126,126
EL TORNO,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,7,7
ENTRE RIOS,diagnostico de egreso en menores de 5 anos,diarreas,2007-04-01,2,2
