,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,1,4,1,4,5
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,11,25,11,25,36
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,75,154,75,154,229
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,136,303,136,303,439
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,15,32,15,32,47
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,2,4,2,4,6
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,8,48,8,48,56
POCOATA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,1,0,1,0,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,19,2,19,2,21
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,1,116,1,116,117
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,1,1,1,1,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,5,16,5,16,21
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,15,34,15,34,49
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,28,62,28,62,90
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,2,18,2,18,20
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,1,0,1,0,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,9,91,9,91,100
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,4,4,4,4,8
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,6,16,6,16,22
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,6,16,6,16,22
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,4,4,4,4,8
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,7,5,7,5,12
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,2,2,2,2,4
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,14,25,14,25,39
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,2,9,2,9,11
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,6,5,6,5,11
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,2,7,2,7,9
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,1,3,1,3,4
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,2,0,2,2
SAN RAMON BENI,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,131,934,131,934,1065
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,1,0,1,1
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,1,0,1,1
SENA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,3,0,3,3
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,1,1,1,1,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,93,217,93,217,310
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,6,13,6,13,19
TARATA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,1,0,1,1
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,47,114,47,114,161
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,3,6,3,6,9
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,3,0,3,3
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,23,16,23,16,39
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,54,88,54,88,142
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,5,8,5,8,13
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,5,12,5,12,17
VILLA CHARCAS,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,1,3,1,3,4
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,5,19,5,19,24
VILLA RIVERO,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,2,0,2,2
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,7,17,7,17,24
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,3,4,3,4,7
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,4,2,4,2,6
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,3,0,3,3
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,23,36,23,36,59
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,2,1,2,1,3
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos de salud,2017-01-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,7,0,7,7
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,3,1,3,4
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,7,16,7,16,23
ATOCHA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,3,0,3,3
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,0,1,0,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,11,15,11,15,26
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,10,53,10,53,63
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,5,49,5,49,54
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,2,3,2,3,5
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,4,15,4,15,19
CHAYANTA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,3,8,3,8,11
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,2,20,2,20,22
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,21,162,21,162,183
COCAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,0,1,0,1
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,63,348,63,348,411
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,2,1,2,3
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,0,1,0,1
COPACABANA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,3,2,3,2,5
COTOCA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,7,14,7,14,21
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,4,0,4,4
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,134,673,134,673,807
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,3,0,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,32,0,32,32
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,3,1,3,4
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,2,0,2,2
HUARACAJE,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
INCAHUASI,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,3,5,3,5,8
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,429,573,429,573,1002
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,4,20,4,20,24
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,2,0,2,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,10,11,10,11,21
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,4,1,4,5
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,4,1,4,5
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,19,21,19,21,40
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,54,220,54,220,274
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,26,208,26,208,234
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,11,22,11,22,33
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,14,4,14,4,18
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,14,0,14,14
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,1,1,1,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,8,16,8,16,24
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,9,38,9,38,47
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,17,76,17,76,93
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,5,33,5,33,38
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,2,0,2,0,2
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,4,0,4,4
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,8,15,8,15,23
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,7,34,7,34,41
SAN ANDRES,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,9,13,9,13,22
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,2,7,2,7,9
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,11,19,11,19,30
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,5,1,5,6
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,2,5,2,5,7
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,4,10,4,10,14
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,2,0,2,0,2
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,130,685,130,685,815
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,1,1,1,2
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,2,2,2,2,4
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,2,0,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,70,186,70,186,256
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,5,14,5,14,19
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,59,105,59,105,164
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,4,9,4,9,13
TEOPONTE,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,2,0,2,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,13,21,13,21,34
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,73,202,73,202,275
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,7,6,7,6,13
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,10,18,10,18,28
VILA VILA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,2,0,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,2,14,2,14,16
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,1,0,1,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,6,13,6,13,19
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,0,1,0,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,3,3,3,3,6
VINTO,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,5,4,5,4,9
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,9,0,9,9
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,27,67,27,67,94
YAMPARAEZ,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,0,2,0,2,2
YAPACANI,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,0,1,0,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos de salud,2017-02-01,1,0,1,0,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,4,0,4,4
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,8,0,8,8
ALTO BENI,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,2,16,2,16,18
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,2,9,2,9,11
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,2,0,2,2
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,0,0,0,0
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,7,13,7,13,20
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,26,116,26,116,142
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,11,33,11,33,44
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,1,15,1,15,16
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,2,5,2,5,7
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,1,18,1,18,19
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,34,200,34,200,234
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,67,330,67,330,397
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,2,8,2,8,10
CONCEPCION,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,1,0,1,1
COPACABANA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,1,0,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,6,4,6,4,10
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,2,10,2,10,12
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,140,779,140,779,919
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,1,11,1,11,12
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,1,0,1,1
ESCOMA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,3,0,3,3
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,1,1,1,1,2
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,2,0,2,2
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,3,31,3,31,34
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,2,5,2,5,7
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,2,0,2,2
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,2,0,2,0,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,10,11,10,11,21
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,588,992,588,992,1580
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,1,0,1,0,1
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,7,15,7,15,22
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,3,0,3,3
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,20,3,20,3,23
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,4,0,4,4
MAPIRI,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,1,0,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,1,0,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,16,29,16,29,45
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,90,234,90,234,324
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,1,3,1,3,4
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,53,289,53,289,342
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,11,18,11,18,29
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,1,2,1,2,3
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,1,0,1,1
POJO (CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,1,0,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,8,4,8,4,12
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,5,0,5,5
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,11,17,11,17,28
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,14,50,14,50,64
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,22,72,22,72,94
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,3,18,3,18,21
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,1,0,1,1
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,75,459,75,459,534
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,3,4,3,4,7
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,6,23,6,23,29
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,13,35,13,35,48
SACACA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,2,1,2,1,3
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,3,10,3,10,13
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,4,5,4,5,9
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,8,10,8,10,18
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,9,25,9,25,34
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,8,3,8,3,11
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,9,7,9,7,16
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,5,4,5,4,9
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,4,5,4,5,9
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,193,834,193,834,1027
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,3,0,3,3
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,1,0,1,1
SENA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,1,0,1,0,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,1,0,1,0,1
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,0,2,0,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,84,195,84,195,279
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,11,21,11,21,32
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2017-03-01,77,129,77,129,206
