,group,variable,month,CONDÓN FEMENINO: USUARIAS NUEVAS < 15,CONDÓN FEMENINO: USUARIAS NUEVAS 15 - 19,CONDÓN FEMENINO: USUARIAS NUEVAS 20 - 34,CONDÓN FEMENINO: USUARIAS NUEVAS 35 - 49,CONDÓN FEMENINO: USUARIAS NUEVAS 50 Y +,TOTALES
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-01-01,0,0,1,0,0,1
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-01-01,0,1,1,1,0,3
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-01-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-01-01,0,0,1,0,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-01-01,0,2,2,0,0,4
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,2,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,12,13,1,0,26
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,275,126,1,0,402
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,2,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,0,12,0,12
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,3,0,0,3
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,0,1,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,0,1,0,1
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,1,4,0,0,5
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,1,0,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,2,0,0,2
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,1,0,0,1
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,12,0,0,12
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,1,0,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,1,0,0,0,1
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,0,1,0,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,2,0,0,2
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,0,2,0,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,1,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,4,0,0,4
TAHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,1,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,2,3,0,0,5
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,1,1,0,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,6,18,5,0,29
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,0,1,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,2,0,0,2
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-02-01,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,0,1,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,38,45,45,0,128
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,2,0,0,2
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,3,0,0,3
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,1,0,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,2,1,0,3
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,2,0,1,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,1,1,0,0,2
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,1,0,0,0,1
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,4,0,0,4
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,1,0,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,2,0,0,2
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,1,1,0,0,2
SAN LORENZO(PND),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,0,36,0,36
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,8,20,6,0,34
SAPAHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,9,4,0,13
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,1,1,0,2
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,1,1,0,2
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,3,0,0,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,2,0,0,2
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-03-01,0,0,2,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,12,0,12,24
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,1,2,0,0,3
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,1,0,0,0,1
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,1,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,15,1,0,0,16
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,5,0,0,5
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,12,48,12,0,72
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,0,12,0,12
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,0,1,0,1
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,12,0,0,12
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,1,0,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,1,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,1,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,1,15,37,14,0,67
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,5,1,0,6
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,1,13,7,0,21
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,3,39,22,4,68
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,3,0,0,3
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,2,4,0,0,6
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-04-01,0,0,0,1,0,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,1,2,0,0,3
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,1,4,0,0,5
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,201,0,0,0,201
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,1,0,0,1
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,1,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,44,16,0,0,60
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,0,1,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,10,0,0,10
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,1,1,0,0,2
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,1,3,0,4
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,1,1,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,2,0,0,2
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,0,1,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,1,0,0,1
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,2,0,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,1,0,0,0,1
REYES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,1,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,1,1,7,0,0,9
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,4,3,4,0,11
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,0,3,0,3
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,4,6,0,0,10
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,0,1,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,5,0,0,5
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,1,0,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,1,0,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-05-01,0,0,0,1,0,1
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,1,0,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,0,1,0,1
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,1,0,0,1
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,1,0,0,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,1,1,0,0,2
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,24,0,0,24
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,25,30,0,55
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,2,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,1,1,0,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,4,1,0,5
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,1,0,0,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,1,0,0,1
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,1,0,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,1,1,0,0,2
SABAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,1,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,1,1,0,0,2
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,2,1,0,3
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,1,1,0,2
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,2,0,0,2
SICAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,13,25,12,12,62
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,84,12,0,96
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,8,1,0,9
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-06-01,0,0,36,0,0,36
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,1,0,0,1
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,0,1,0,1
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,2,2,1,0,5
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,6,5,0,0,11
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,1,0,0,1
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,2,0,0,2
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,0,12,0,12
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,2,9,0,0,11
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,2,1,0,3
PUERTO SUAREZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,12,0,0,12
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,25,12,0,37
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,3,0,0,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,0,0,12,12
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,2,9,0,0,11
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,60,36,0,96
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,1,0,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-07-01,0,0,1,0,0,1
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-08-01,0,1,0,0,0,1
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-08-01,0,1,0,0,0,1
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-08-01,0,1,0,2,0,3
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-08-01,0,0,1,1,0,2
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-08-01,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-08-01,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias nuevas,2017-08-01,0,0,1,8,0,9
