,group,variable,month,CONDÓN FEMENINO: USUARIAS CONTINUAS < 15,CONDÓN FEMENINO: USUARIAS CONTINUAS 15 - 19,CONDÓN FEMENINO: USUARIAS CONTINUAS 20 - 34,CONDÓN FEMENINO: USUARIAS CONTINUAS 35 - 49,CONDÓN FEMENINO: USUARIAS CONTINUAS 50 Y +,TOTALES
SAN JULIAN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-01-01,0,0,0,1,0,1
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-01-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-01-01,0,2,7,4,0,13
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-01-01,0,0,0,2,0,2
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-01-01,0,0,12,0,0,12
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-01-01,0,0,2,0,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-01-01,0,0,24,0,0,24
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-01-01,0,1,2,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,5,7,1,0,13
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,1,0,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,0,1,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,12,12,0,24
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,15,0,27,147,99,288
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,19,0,0,19
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,2,4,2,0,8
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,3,0,0,3
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,2,0,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,1,1,0,2
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,12,0,12,0,24
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,1,1,0,2
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,2,2,1,0,5
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,1,0,0,1
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,12,0,0,12
SAN MATIAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,2,1,0,3
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,0,24,0,0,24
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,12,0,0,0,12
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,2,13,4,0,19
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-02-01,0,1,3,0,1,5
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,1,1,0,2
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,24,12,0,36
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,1,2,6,1,10
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,24,0,0,24
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,0,1,0,1
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,99,54,0,153
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,2,0,0,2
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,1,0,0,1
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,1,0,0,1
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,2,1,0,0,3
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,2,1,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,0,1,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,3,0,0,0,3
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,2,0,0,2
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,5,41,3,0,49
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,23,3,0,26
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,1,0,0,1
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,2,1,0,3
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,12,0,0,12
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,29,0,0,0,29
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-03-01,0,0,2,0,0,2
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,1,0,0,1
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,12,24,12,0,48
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,1,1,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,27,24,0,51
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,0,1,0,1
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,1,0,0,1
POROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,0,12,0,12
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,1,0,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,4,0,0,4
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,5,0,0,0,5
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,12,12,0,0,24
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,1,5,3,0,9
TACOBAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,0,12,0,12
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,24,0,0,24
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,15,2,0,17
TINGUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,12,0,0,12
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,12,0,0,12
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,1,0,0,1
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,0,12,0,12
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,1,0,0,1
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,0,1,0,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-04-01,0,12,0,0,0,12
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,1,0,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,12,60,24,0,96
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,2,166,122,14,304
ESCOMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,24,180,60,24,288
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,1,21,42,0,64
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,1,1,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,60,108,12,0,180
PUNA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,12,0,0,12
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,1,18,2,0,21
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,0,1,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,12,0,0,12
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,5,1,0,6
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,0,2,0,2
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,0,1,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,1,2,1,0,4
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,3,3,4,0,10
TOMAVE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,1,6,0,7
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,0,1,0,0,1
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-05-01,0,12,48,12,0,72
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,12,0,12,0,24
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,1,0,0,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,20,0,0,0,20
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,1,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,1,2,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,1,0,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,21,43,0,64
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,2,1,0,3
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,2,1,0,0,3
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,1,0,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,1,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,1,2,1,0,4
SAN JOAQUIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,3,0,0,3
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,12,0,1,0,13
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,1,3,2,0,6
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,12,0,0,12
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,1,0,2,0,3
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,0,2,1,0,3
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-06-01,0,24,132,48,0,204
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,0,1,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,1,2,0,3
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,1,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,1,1,0,2
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,27,10,0,37
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,0,12,0,12
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,7,2,0,9
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,1,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,0,1,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,12,0,0,12
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,1,0,0,1
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,0,12,0,12
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,1,6,1,0,8
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-07-01,0,0,7,0,0,7
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,12,0,0,12
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,0,0,1,1
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,8,0,0,8
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,36,120,72,0,228
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,1,33,0,34
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,1,1,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,32,20,0,52
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,2,0,0,0,2
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,2,1,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,1,1,0,2
PUERTO QUIJARRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,0,1,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,0,0,1,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,1,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,0,1,0,1
SAN JAVIER(BNI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,0,1,0,1
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,48,36,12,0,96
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,3,5,2,0,10
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,1,1,0,0,2
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,12,12,0,24
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,24,12,0,0,36
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,2,7,0,0,9
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,0,1,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,12,0,0,12
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,2,0,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,24,0,0,0,24
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,0,0,1,1
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-08-01,0,0,1,0,0,1
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-09-01,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon femenino: usuarias continuas,2017-09-01,0,0,0,1,0,1
