municipality,group,variable,month,Sueros,TOTAL
COLQUECHACA,otras actividades de enfermeria,sueros,2010-01-01,43,43
COLQUENCHA,otras actividades de enfermeria,sueros,2010-01-01,9,9
COLQUIRI,otras actividades de enfermeria,sueros,2010-01-01,26,26
COMARAPA,otras actividades de enfermeria,sueros,2010-01-01,89,89
COMBAYA,otras actividades de enfermeria,sueros,2010-01-01,3,3
CONCEPCION,otras actividades de enfermeria,sueros,2010-01-01,55,55
COPACABANA,otras actividades de enfermeria,sueros,2010-01-01,37,37
CORIPATA,otras actividades de enfermeria,sueros,2010-01-01,6,6
CORO CORO,otras actividades de enfermeria,sueros,2010-01-01,12,12
CORQUE,otras actividades de enfermeria,sueros,2010-01-01,2,2
COTAGAITA,otras actividades de enfermeria,sueros,2010-01-01,253,253
COTOCA,otras actividades de enfermeria,sueros,2010-01-01,220,220
CUATRO CAÑADAS,otras actividades de enfermeria,sueros,2010-01-01,71,71
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,sueros,2010-01-01,2,2
CUEVO,otras actividades de enfermeria,sueros,2010-01-01,4,4
CULPINA,otras actividades de enfermeria,sueros,2010-01-01,78,78
CURAHUARA DE CARANGAS,otras actividades de enfermeria,sueros,2010-01-01,7,7
CURVA,otras actividades de enfermeria,sueros,2010-01-01,5,5
DESAGUADERO,otras actividades de enfermeria,sueros,2010-01-01,3,3
EL ALTO,otras actividades de enfermeria,sueros,2010-01-01,5030,5030
EL CHORO,otras actividades de enfermeria,sueros,2010-01-01,9,9
EL PUENTE(STC),otras actividades de enfermeria,sueros,2010-01-01,17,17
EL PUENTE(TJA),otras actividades de enfermeria,sueros,2010-01-01,74,74
EL TORNO,otras actividades de enfermeria,sueros,2010-01-01,269,269
EL VILLAR,otras actividades de enfermeria,sueros,2010-01-01,32,32
ENTRE RIOS TRJ,otras actividades de enfermeria,sueros,2010-01-01,210,210
ENTRE RIOS CBBA,otras actividades de enfermeria,sueros,2010-01-01,29,29
ESCOMA,otras actividades de enfermeria,sueros,2010-01-01,5,5
ESMERALDA,otras actividades de enfermeria,sueros,2010-01-01,3,3
EUCALIPTUS,otras actividades de enfermeria,sueros,2010-01-01,3,3
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,sueros,2010-01-01,5,5
EXALTACION,otras actividades de enfermeria,sueros,2010-01-01,3,3
FERNANDEZ ALONSO,otras actividades de enfermeria,sueros,2010-01-01,43,43
FILADELFIA,otras actividades de enfermeria,sueros,2010-01-01,34,34
GENERAL SAAVEDRA,otras actividades de enfermeria,sueros,2010-01-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,sueros,2010-01-01,13,13
GUANAY,otras actividades de enfermeria,sueros,2010-01-01,54,54
GUAQUI,otras actividades de enfermeria,sueros,2010-01-01,6,6
GUAYARAMERIN,otras actividades de enfermeria,sueros,2010-01-01,3842,3842
GUTIERREZ,otras actividades de enfermeria,sueros,2010-01-01,31,31
HUACARETA,otras actividades de enfermeria,sueros,2010-01-01,71,71
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,sueros,2010-01-01,9,9
HUACHACALLA,otras actividades de enfermeria,sueros,2010-01-01,10,10
HUANUNI,otras actividades de enfermeria,sueros,2010-01-01,141,141
HUARACAJE,otras actividades de enfermeria,sueros,2010-01-01,10,10
HUARINA,otras actividades de enfermeria,sueros,2010-01-01,3,3
HUAYLLAMARCA,otras actividades de enfermeria,sueros,2010-01-01,10,10
HUMANATA,otras actividades de enfermeria,sueros,2010-01-01,7,7
ICLA,otras actividades de enfermeria,sueros,2010-01-01,15,15
INCAHUASI,otras actividades de enfermeria,sueros,2010-01-01,15,15
INGAVI (HUMAITA),otras actividades de enfermeria,sueros,2010-01-01,22,22
INQUISIVI,otras actividades de enfermeria,sueros,2010-01-01,6,6
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,sueros,2010-01-01,65,65
IXIAMAS,otras actividades de enfermeria,sueros,2010-01-01,47,47
JESUS DE MACHACA,otras actividades de enfermeria,sueros,2010-01-01,98,98
LA ASUNTA,otras actividades de enfermeria,sueros,2010-01-01,31,31
LA GUARDIA,otras actividades de enfermeria,sueros,2010-01-01,242,242
LA PAZ,otras actividades de enfermeria,sueros,2010-01-01,39358,39358
LAGUNILLAS,otras actividades de enfermeria,sueros,2010-01-01,28,28
LAJA,otras actividades de enfermeria,sueros,2010-01-01,15,15
LAS CARRERAS,otras actividades de enfermeria,sueros,2010-01-01,20,20
LICOMA PAMPA,otras actividades de enfermeria,sueros,2010-01-01,2,2
LLALLAGUA,otras actividades de enfermeria,sueros,2010-01-01,313,313
LLICA,otras actividades de enfermeria,sueros,2010-01-01,5,5
LORETO,otras actividades de enfermeria,sueros,2010-01-01,2,2
LURIBAY,otras actividades de enfermeria,sueros,2010-01-01,14,14
MACHACAMARCA,otras actividades de enfermeria,sueros,2010-01-01,8,8
MACHARETI,otras actividades de enfermeria,sueros,2010-01-01,55,55
MAGDALENA,otras actividades de enfermeria,sueros,2010-01-01,137,137
MAIRANA,otras actividades de enfermeria,sueros,2010-01-01,94,94
MALLA,otras actividades de enfermeria,sueros,2010-01-01,9,9
MAPIRI,otras actividades de enfermeria,sueros,2010-01-01,18,18
MECAPACA,otras actividades de enfermeria,sueros,2010-01-01,4,4
MINEROS,otras actividades de enfermeria,sueros,2010-01-01,329,329
MIZQUE,otras actividades de enfermeria,sueros,2010-01-01,71,71
MOCOMOCO,otras actividades de enfermeria,sueros,2010-01-01,2,2
MOJINETE,otras actividades de enfermeria,sueros,2010-01-01,2,2
MOJOCOYA,otras actividades de enfermeria,sueros,2010-01-01,13,13
MONTEAGUDO,otras actividades de enfermeria,sueros,2010-01-01,560,560
MONTERO,otras actividades de enfermeria,sueros,2010-01-01,2502,2502
MORO MORO,otras actividades de enfermeria,sueros,2010-01-01,4,4
MOROCHATA,otras actividades de enfermeria,sueros,2010-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,sueros,2010-01-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,sueros,2010-01-01,4,4
OCURI,otras actividades de enfermeria,sueros,2010-01-01,13,13
OKINAWA,otras actividades de enfermeria,sueros,2010-01-01,13,13
OMEREQUE,otras actividades de enfermeria,sueros,2010-01-01,27,27
ORURO,otras actividades de enfermeria,sueros,2010-01-01,6937,6937
PADCAYA,otras actividades de enfermeria,sueros,2010-01-01,107,107
PADILLA,otras actividades de enfermeria,sueros,2010-01-01,266,266
PAILON,otras actividades de enfermeria,sueros,2010-01-01,67,67
PALCA,otras actividades de enfermeria,sueros,2010-01-01,3,3
PALOS BLANCOS,otras actividades de enfermeria,sueros,2010-01-01,81,81
PAMPA AULLAGAS,otras actividades de enfermeria,sueros,2010-01-01,7,7
PAMPA GRANDE,otras actividades de enfermeria,sueros,2010-01-01,8,8
PAPEL PAMPA,otras actividades de enfermeria,sueros,2010-01-01,5,5
PASORAPA,otras actividades de enfermeria,sueros,2010-01-01,8,8
PATACAMAYA,otras actividades de enfermeria,sueros,2010-01-01,45,45
PAZÑA,otras actividades de enfermeria,sueros,2010-01-01,4,4
PELECHUCO,otras actividades de enfermeria,sueros,2010-01-01,6,6
POCOATA,otras actividades de enfermeria,sueros,2010-01-01,26,26
POCONA,otras actividades de enfermeria,sueros,2010-01-01,22,22
POJO (CBBA),otras actividades de enfermeria,sueros,2010-01-01,122,122
POOPO,otras actividades de enfermeria,sueros,2010-01-01,12,12
PORCO,otras actividades de enfermeria,sueros,2010-01-01,6,6
POROMA,otras actividades de enfermeria,sueros,2010-01-01,50,50
PORONGO,otras actividades de enfermeria,sueros,2010-01-01,8,8
PORTACHUELO,otras actividades de enfermeria,sueros,2010-01-01,378,378
PORVENIR,otras actividades de enfermeria,sueros,2010-01-01,44,44
POSTRER VALLE,otras actividades de enfermeria,sueros,2010-01-01,6,6
POTOSI,otras actividades de enfermeria,sueros,2010-01-01,5898,5898
PRESTO,otras actividades de enfermeria,sueros,2010-01-01,24,24
PUCARA,otras actividades de enfermeria,sueros,2010-01-01,6,6
PUCARANI,otras actividades de enfermeria,sueros,2010-01-01,22,22
PUERTO ACOSTA,otras actividades de enfermeria,sueros,2010-01-01,1,1
PUERTO CARABUCO,otras actividades de enfermeria,sueros,2010-01-01,9,9
PUERTO GONZALO MORENO,otras actividades de enfermeria,sueros,2010-01-01,22,22
PUERTO PEREZ,otras actividades de enfermeria,sueros,2010-01-01,3,3
PUERTO QUIJARRO,otras actividades de enfermeria,sueros,2010-01-01,62,62
PUERTO RICO,otras actividades de enfermeria,sueros,2010-01-01,34,34
PUERTO SILES,otras actividades de enfermeria,sueros,2010-01-01,15,15
PUERTO SUAREZ,otras actividades de enfermeria,sueros,2010-01-01,169,169
PUERTO VILLARROEL,otras actividades de enfermeria,sueros,2010-01-01,1281,1281
PUNA,otras actividades de enfermeria,sueros,2010-01-01,31,31
PUNATA,otras actividades de enfermeria,sueros,2010-01-01,146,146
QUIABAYA,otras actividades de enfermeria,sueros,2010-01-01,1,1
QUILLACOLLO,otras actividades de enfermeria,sueros,2010-01-01,364,364
QUIME,otras actividades de enfermeria,sueros,2010-01-01,9,9
QUIRUSILLAS,otras actividades de enfermeria,sueros,2010-01-01,6,6
RAVELO,otras actividades de enfermeria,sueros,2010-01-01,49,49
REYES,otras actividades de enfermeria,sueros,2010-01-01,98,98
RIBERALTA,otras actividades de enfermeria,sueros,2010-01-01,2674,2674
ROBORE,otras actividades de enfermeria,sueros,2010-01-01,293,293
RURRENABAQUE,otras actividades de enfermeria,sueros,2010-01-01,53,53
SABAYA,otras actividades de enfermeria,sueros,2010-01-01,7,7
SACABA,otras actividades de enfermeria,sueros,2010-01-01,973,973
SACABAMBA,otras actividades de enfermeria,sueros,2010-01-01,20,20
SACACA,otras actividades de enfermeria,sueros,2010-01-01,14,14
SAIPINA,otras actividades de enfermeria,sueros,2010-01-01,22,22
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,sueros,2010-01-01,24,24
SAMAIPATA,otras actividades de enfermeria,sueros,2010-01-01,21,21
SAN AGUSTIN,otras actividades de enfermeria,sueros,2010-01-01,5,5
SAN ANDRES,otras actividades de enfermeria,sueros,2010-01-01,8,8
SAN ANDRES DE MACHACA,otras actividades de enfermeria,sueros,2010-01-01,7,7
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,sueros,2010-01-01,3,3
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,sueros,2010-01-01,27,27
SAN BENITO,otras actividades de enfermeria,sueros,2010-01-01,15,15
SAN BORJA,otras actividades de enfermeria,sueros,2010-01-01,71,71
SAN BUENA VENTURA,otras actividades de enfermeria,sueros,2010-01-01,20,20
SAN CARLOS,otras actividades de enfermeria,sueros,2010-01-01,272,272
SAN IGNACIO,otras actividades de enfermeria,sueros,2010-01-01,101,101
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,sueros,2010-01-01,901,901
SAN JAVIER(BNI),otras actividades de enfermeria,sueros,2010-01-01,1,1
SAN JAVIER(STC),otras actividades de enfermeria,sueros,2010-01-01,605,605
SAN JOAQUIN,otras actividades de enfermeria,sueros,2010-01-01,71,71
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,sueros,2010-01-01,384,384
SAN JUAN DE YAPACANI,otras actividades de enfermeria,sueros,2010-01-01,115,115
SAN JULIAN,otras actividades de enfermeria,sueros,2010-01-01,108,108
SAN LORENZO(PND),otras actividades de enfermeria,sueros,2010-01-01,25,25
SAN LORENZO(TJA),otras actividades de enfermeria,sueros,2010-01-01,601,601
SAN LUCAS,otras actividades de enfermeria,sueros,2010-01-01,141,141
SAN MATIAS,otras actividades de enfermeria,sueros,2010-01-01,187,187
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,sueros,2010-01-01,126,126
SAN PABLO DE LIPEZ,otras actividades de enfermeria,sueros,2010-01-01,6,6
SAN PEDRO,otras actividades de enfermeria,sueros,2010-01-01,34,34
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,sueros,2010-01-01,37,37
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,sueros,2010-01-01,3,3
SAN PEDRO DE QUEMES,otras actividades de enfermeria,sueros,2010-01-01,3,3
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,sueros,2010-01-01,8,8
SAN RAFAEL,otras actividades de enfermeria,sueros,2010-01-01,38,38
SAN RAMON BENI,otras actividades de enfermeria,sueros,2010-01-01,46,46
SAN RAMON SCZ,otras actividades de enfermeria,sueros,2010-01-01,68,68
SANTA ANA,otras actividades de enfermeria,sueros,2010-01-01,320,320
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,sueros,2010-01-01,17858,17858
SANTA ROSA,otras actividades de enfermeria,sueros,2010-01-01,109,109
SANTA ROSA DEL SARA,otras actividades de enfermeria,sueros,2010-01-01,52,52
SANTIAGO DE CALLAPA,otras actividades de enfermeria,sueros,2010-01-01,5,5
SANTIAGO DE HUARI,otras actividades de enfermeria,sueros,2010-01-01,12,12
SANTIAGO DE HUATA,otras actividades de enfermeria,sueros,2010-01-01,2,2
SANTIAGO DE MACHACA,otras actividades de enfermeria,sueros,2010-01-01,8,8
SANTIVAÑES,otras actividades de enfermeria,sueros,2010-01-01,7,7
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,sueros,2010-01-01,9,9
SAPAHAQUI,otras actividades de enfermeria,sueros,2010-01-01,15,15
SENA,otras actividades de enfermeria,sueros,2010-01-01,147,147
SHINAOTA,otras actividades de enfermeria,sueros,2010-01-01,304,304
SICA SICA (VILLA AROMA),otras actividades de enfermeria,sueros,2010-01-01,6,6
SICAYA,otras actividades de enfermeria,sueros,2010-01-01,2,2
SIPE SIPE,otras actividades de enfermeria,sueros,2010-01-01,18,18
SOPACHUY,otras actividades de enfermeria,sueros,2010-01-01,24,24
SORACACHI,otras actividades de enfermeria,sueros,2010-01-01,4,4
SORATA,otras actividades de enfermeria,sueros,2010-01-01,18,18
SUCRE,otras actividades de enfermeria,sueros,2010-01-01,9105,9105
TACACHI,otras actividades de enfermeria,sueros,2010-01-01,1,1
TACACOMA,otras actividades de enfermeria,sueros,2010-01-01,29,29
TACOBAMBA,otras actividades de enfermeria,sueros,2010-01-01,17,17
TACOPAYA,otras actividades de enfermeria,sueros,2010-01-01,4,4
TAHUA,otras actividades de enfermeria,sueros,2010-01-01,6,6
TAPACARI,otras actividades de enfermeria,sueros,2010-01-01,22,22
TARABUCO,otras actividades de enfermeria,sueros,2010-01-01,180,180
TARACO,otras actividades de enfermeria,sueros,2010-01-01,3,3
TARATA,otras actividades de enfermeria,sueros,2010-01-01,4,4
TARIJA,otras actividades de enfermeria,sueros,2010-01-01,12107,12107
TARVITA,otras actividades de enfermeria,sueros,2010-01-01,68,68
TEOPONTE,otras actividades de enfermeria,sueros,2010-01-01,19,19
TIAWANACU,otras actividades de enfermeria,sueros,2010-01-01,14,14
TINGUIPAYA,otras actividades de enfermeria,sueros,2010-01-01,24,24
TIPUANI,otras actividades de enfermeria,sueros,2010-01-01,49,49
TIQUIPAYA,otras actividades de enfermeria,sueros,2010-01-01,17,17
TIRAQUE (CBBA),otras actividades de enfermeria,sueros,2010-01-01,13,13
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,sueros,2010-01-01,3,3
TOCO,otras actividades de enfermeria,sueros,2010-01-01,9,9
TOLATA,otras actividades de enfermeria,sueros,2010-01-01,21,21
TOLEDO,otras actividades de enfermeria,sueros,2010-01-01,21,21
TOMAVE,otras actividades de enfermeria,sueros,2010-01-01,21,21
TOMINA,otras actividades de enfermeria,sueros,2010-01-01,38,38
TORO TORO,otras actividades de enfermeria,sueros,2010-01-01,15,15
TOTORA(CBBA),otras actividades de enfermeria,sueros,2010-01-01,27,27
TOTORA(ORR),otras actividades de enfermeria,sueros,2010-01-01,3,3
TRIGAL,otras actividades de enfermeria,sueros,2010-01-01,6,6
TRINIDAD,otras actividades de enfermeria,sueros,2010-01-01,6188,6188
TUPIZA,otras actividades de enfermeria,sueros,2010-01-01,1371,1371
TURCO,otras actividades de enfermeria,sueros,2010-01-01,13,13
UMALA,otras actividades de enfermeria,sueros,2010-01-01,7,7
UNCIA,otras actividades de enfermeria,sueros,2010-01-01,16,16
URIONDO (A. CONCEPCION),otras actividades de enfermeria,sueros,2010-01-01,61,61
URUBICHA,otras actividades de enfermeria,sueros,2010-01-01,9,9
UYUNI,otras actividades de enfermeria,sueros,2010-01-01,1102,1102
VACAS,otras actividades de enfermeria,sueros,2010-01-01,13,13
VALLEGRANDE,otras actividades de enfermeria,sueros,2010-01-01,1904,1904
VIACHA,otras actividades de enfermeria,sueros,2010-01-01,366,366
VILA VILA,otras actividades de enfermeria,sueros,2010-01-01,17,17
VILLA CHARCAS,otras actividades de enfermeria,sueros,2010-01-01,25,25
VILLA MONTES,otras actividades de enfermeria,sueros,2010-01-01,1028,1028
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,sueros,2010-01-01,17,17
VILLA RIVERO,otras actividades de enfermeria,sueros,2010-01-01,26,26
VILLA SERRANO,otras actividades de enfermeria,sueros,2010-01-01,36,36
VILLA TUNARI,otras actividades de enfermeria,sueros,2010-01-01,274,274
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,sueros,2010-01-01,51,51
VILLAZON,otras actividades de enfermeria,sueros,2010-01-01,842,842
VINTO,otras actividades de enfermeria,sueros,2010-01-01,141,141
VITICHI,otras actividades de enfermeria,sueros,2010-01-01,13,13
WALDO BALLIVIAN,otras actividades de enfermeria,sueros,2010-01-01,2,2
WARNES,otras actividades de enfermeria,sueros,2010-01-01,106,106
YACO,otras actividades de enfermeria,sueros,2010-01-01,7,7
YACUIBA,otras actividades de enfermeria,sueros,2010-01-01,3560,3560
YAMPARAEZ,otras actividades de enfermeria,sueros,2010-01-01,41,41
YANACACHI,otras actividades de enfermeria,sueros,2010-01-01,5,5
YAPACANI,otras actividades de enfermeria,sueros,2010-01-01,262,262
YOCALLA,otras actividades de enfermeria,sueros,2010-01-01,25,25
YOTALA,otras actividades de enfermeria,sueros,2010-01-01,16,16
YUNCHARA,otras actividades de enfermeria,sueros,2010-01-01,21,21
ZUDAÑEZ,otras actividades de enfermeria,sueros,2010-01-01,16,16
ACACIO,otras actividades de enfermeria,sueros,2010-02-01,13,13
ACHACACHI,otras actividades de enfermeria,sueros,2010-02-01,43,43
ACHOCALLA,otras actividades de enfermeria,sueros,2010-02-01,4,4
AIQUILE,otras actividades de enfermeria,sueros,2010-02-01,97,97
ALALAY,otras actividades de enfermeria,sueros,2010-02-01,1,1
ALCALA,otras actividades de enfermeria,sueros,2010-02-01,7,7
ALTO BENI,otras actividades de enfermeria,sueros,2010-02-01,5,5
ANCORAIMES,otras actividades de enfermeria,sueros,2010-02-01,8,8
ANDAMARCA,otras actividades de enfermeria,sueros,2010-02-01,11,11
ANTEQUERA,otras actividades de enfermeria,sueros,2010-02-01,3,3
ANZALDO,otras actividades de enfermeria,sueros,2010-02-01,9,9
APOLO,otras actividades de enfermeria,sueros,2010-02-01,294,294
ARAMPAMPA,otras actividades de enfermeria,sueros,2010-02-01,10,10
ARANI,otras actividades de enfermeria,sueros,2010-02-01,9,9
ARBIETO,otras actividades de enfermeria,sueros,2010-02-01,1,1
ARQUE,otras actividades de enfermeria,sueros,2010-02-01,10,10
ASCENCION DE GUARAYOS,otras actividades de enfermeria,sueros,2010-02-01,364,364
ATOCHA,otras actividades de enfermeria,sueros,2010-02-01,411,411
AUCAPATA,otras actividades de enfermeria,sueros,2010-02-01,1,1
AYATA,otras actividades de enfermeria,sueros,2010-02-01,8,8
AYO AYO,otras actividades de enfermeria,sueros,2010-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,sueros,2010-02-01,38,38
AZURDUY,otras actividades de enfermeria,sueros,2010-02-01,27,27
BATALLAS,otras actividades de enfermeria,sueros,2010-02-01,18,18
BAURES,otras actividades de enfermeria,sueros,2010-02-01,47,47
BELEN DE ANDAMARCA,otras actividades de enfermeria,sueros,2010-02-01,6,6
BELLA FLOR,otras actividades de enfermeria,sueros,2010-02-01,5,5
BERMEJO,otras actividades de enfermeria,sueros,2010-02-01,1293,1293
BETANZOS,otras actividades de enfermeria,sueros,2010-02-01,100,100
BOLIVAR,otras actividades de enfermeria,sueros,2010-02-01,10,10
BOLPEBRA,otras actividades de enfermeria,sueros,2010-02-01,5,5
BOYUIBE,otras actividades de enfermeria,sueros,2010-02-01,34,34
BUENA VISTA,otras actividades de enfermeria,sueros,2010-02-01,22,22
CABEZAS,otras actividades de enfermeria,sueros,2010-02-01,146,146
CAIROMA,otras actividades de enfermeria,sueros,2010-02-01,28,28
"CAIZA ""D""",otras actividades de enfermeria,sueros,2010-02-01,8,8
CAJUATA,otras actividades de enfermeria,sueros,2010-02-01,16,16
CALACOTO,otras actividades de enfermeria,sueros,2010-02-01,1,1
CALAMARCA,otras actividades de enfermeria,sueros,2010-02-01,11,11
CAMARGO,otras actividades de enfermeria,sueros,2010-02-01,143,143
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,sueros,2010-02-01,20,20
CAMIRI,otras actividades de enfermeria,sueros,2010-02-01,1561,1561
CAPINOTA,otras actividades de enfermeria,sueros,2010-02-01,98,98
CAQUIAVIRI,otras actividades de enfermeria,sueros,2010-02-01,5,5
CARACOLLO,otras actividades de enfermeria,sueros,2010-02-01,9,9
CARANAVI,otras actividades de enfermeria,sueros,2010-02-01,221,221
CARAPARI,otras actividades de enfermeria,sueros,2010-02-01,50,50
CARIPUYO,otras actividades de enfermeria,sueros,2010-02-01,13,13
CARMEN RIVERO TORREZ,otras actividades de enfermeria,sueros,2010-02-01,12,12
CATACORA,otras actividades de enfermeria,sueros,2010-02-01,2,2
CHALLAPATA,otras actividades de enfermeria,sueros,2010-02-01,54,54
CHAQUI,otras actividades de enfermeria,sueros,2010-02-01,3,3
CHARAGUA,otras actividades de enfermeria,sueros,2010-02-01,186,186
CHARAÑA,otras actividades de enfermeria,sueros,2010-02-01,5,5
CHAYANTA,otras actividades de enfermeria,sueros,2010-02-01,38,38
CHIMORE,otras actividades de enfermeria,sueros,2010-02-01,11,11
CHIPAYA,otras actividades de enfermeria,sueros,2010-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,sueros,2010-02-01,95,95
CHUMA,otras actividades de enfermeria,sueros,2010-02-01,12,12
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,sueros,2010-02-01,8,8
CKOCHAS,otras actividades de enfermeria,sueros,2010-02-01,31,31
