municipality,group,variable,month,Curaciones y/o suturas,TOTAL
CAMARGO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,193,193
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,11,11
CAMIRI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1073,1073
CAPINOTA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,152,152
CAQUIAVIRI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,52,52
CARACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,159,159
CARANAVI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,311,311
CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,20,20
CARAPARI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,82,82
CARIPUYO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,18,18
CARMEN RIVERO TORREZ,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,16,16
CATACORA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,3,3
CHACARILLA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1,1
CHALLAPATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,348,348
CHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,21,21
CHARAGUA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,129,129
CHARAÑA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,5,5
CHAYANTA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,64,64
CHIMORE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,155,155
CHIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,8,8
CHOQUE COTA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,5,5
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,140,140
CHUMA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,64,64
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,18,18
CKOCHAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,23,23
CLIZA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,369,369
COBIJA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1288,1288
COCAPATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,15,15
COCHABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,10455,10455
COIPASA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,2,2
COLCAPIRHUA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,485,485
"COLCHA ""K""",otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,42,42
COLLANA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,15,15
COLOMI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,129,129
COLPA BELGICA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,86,86
COLQUECHACA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,64,64
COLQUENCHA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,50,50
COLQUIRI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,90,90
COMANCHE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,11,11
COMARAPA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,144,144
COMBAYA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,16,16
CONCEPCION,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,82,82
COPACABANA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,37,37
CORIPATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,50,50
CORO CORO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,31,31
COROICO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,18,18
CORQUE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,34,34
COTAGAITA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,372,372
COTOCA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,507,507
CUATRO CAÑADAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,303,303
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,4,4
CUEVO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,17,17
CULPINA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,68,68
CURAHUARA DE CARANGAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,22,22
CURVA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,5,5
DESAGUADERO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,63,63
EL ALTO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,15822,15822
EL CHORO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,22,22
EL PUENTE(STC),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,80,80
EL PUENTE(TJA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,105,105
EL TORNO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1382,1382
EL VILLAR,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,43,43
ENTRE RIOS TRJ,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,244,244
ENTRE RIOS CBBA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,153,153
ESCOMA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,66,66
ESMERALDA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,19,19
EUCALIPTUS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,70,70
EUREKA (SANTOS MERCADO),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,12,12
EXALTACION,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,2,2
FERNANDEZ ALONSO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,166,166
FILADELFIA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,30,30
GENERAL SAAVEDRA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,60,60
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,35,35
GUANAY,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,92,92
GUAQUI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,31,31
GUAYARAMERIN,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,2399,2399
GUTIERREZ,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,59,59
HUACARETA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,42,42
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,2,2
HUACHACALLA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,80,80
HUANUNI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,487,487
HUARACAJE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,33,33
HUARINA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1,1
HUAYLLAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,27,27
HUMANATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,12,12
ICHOCA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,6,6
ICLA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,34,34
INCAHUASI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,23,23
INGAVI (HUMAITA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,40,40
INQUISIVI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,30,30
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,95,95
IXIAMAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,99,99
JESUS DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,52,52
LA ASUNTA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,55,55
LA GUARDIA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1153,1153
LA PAZ,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,28475,28475
LA RIVERA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,2,2
LAGUNILLAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,88,88
LAJA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,32,32
LAS CARRERAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,20,20
LICOMA PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,16,16
LLALLAGUA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,169,169
LLICA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,16,16
LORETO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,13,13
LURIBAY,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,101,101
MACHACAMARCA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,84,84
MACHARETI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,49,49
MAGDALENA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,169,169
MAIRANA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,298,298
MALLA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,13,13
MAPIRI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,26,26
MECAPACA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,72,72
MINEROS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,142,142
MIZQUE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,208,208
MOCOMOCO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,25,25
MOJINETE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,2,2
MOJOCOYA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,20,20
MONTEAGUDO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,262,262
MONTERO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1839,1839
MORO MORO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,16,16
MOROCHATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,38,38
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,22,22
NAZACARA DE PACAJES,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,23,23
OCURI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,35,35
OKINAWA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,54,54
OMEREQUE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,51,51
ORURO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,4853,4853
PADCAYA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,226,226
PADILLA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,78,78
PAILON,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,144,144
PALCA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,82,82
PALOS BLANCOS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,94,94
PAMPA AULLAGAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,22,22
PAMPA GRANDE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,97,97
PAPEL PAMPA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,18,18
PASORAPA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,74,74
PATACAMAYA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,8,8
PAZÑA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,38,38
PELECHUCO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,34,34
POCOATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,125,125
POCONA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,69,69
POJO (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,11,11
POOPO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,85,85
PORCO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,16,16
POROMA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,66,66
PORONGO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,68,68
PORTACHUELO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1057,1057
PORVENIR,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,71,71
POSTRER VALLE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,25,25
POTOSI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,3403,3403
PRESTO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,20,20
PUCARA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,11,11
PUCARANI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,81,81
PUERTO ACOSTA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,26,26
PUERTO CARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,53,53
PUERTO GONZALO MORENO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,27,27
PUERTO PEREZ,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,17,17
PUERTO QUIJARRO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,255,255
PUERTO RICO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,87,87
PUERTO SILES,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,30,30
PUERTO SUAREZ,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,156,156
PUERTO VILLARROEL,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,414,414
PUNA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,53,53
PUNATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,82,82
QUIABAYA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,10,10
QUILLACOLLO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1135,1135
QUIME,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,220,220
QUIRUSILLAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,19,19
RAVELO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,33,33
REYES,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,199,199
RIBERALTA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,2017,2017
ROBORE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,236,236
RURRENABAQUE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,163,163
SABAYA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,26,26
SACABA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1632,1632
SACABAMBA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,22,22
SACACA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,67,67
SAIPINA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,29,29
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,50,50
SAMAIPATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,88,88
SAN AGUSTIN,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,5,5
SAN ANDRES,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,46,46
SAN ANDRES DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,22,22
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,25,25
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,48,48
SAN BENITO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,96,96
SAN BORJA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,878,878
SAN BUENA VENTURA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,65,65
SAN CARLOS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,92,92
SAN IGNACIO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,356,356
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1171,1171
SAN JAVIER(BNI),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,6,6
SAN JAVIER(STC),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,79,79
SAN JOAQUIN,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,71,71
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,584,584
SAN JUAN DE YAPACANI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,339,339
SAN JULIAN,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,514,514
SAN LORENZO(PND),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,19,19
SAN LORENZO(TJA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,217,217
SAN LUCAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,115,115
SAN MATIAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,194,194
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,195,195
SAN PABLO DE LIPEZ,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,20,20
SAN PEDRO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,114,114
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,22,22
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,19,19
SAN PEDRO DE QUEMES,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1,1
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,10,10
SAN PEDRO(PND),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,4,4
SAN RAFAEL,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,53,53
SAN RAMON BENI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,191,191
SAN RAMON SCZ,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,98,98
SANTA ANA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,705,705
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,25604,25604
SANTA ROSA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,229,229
SANTA ROSA DEL SARA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,149,149
SANTIAGO DE CALLAPA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,10,10
SANTIAGO DE HUARI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,46,46
SANTIAGO DE HUATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,53,53
SANTIAGO DE MACHACA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,10,10
SANTIVAÑES,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,93,93
SANTUARIO DE QUILLACAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,19,19
SAPAHAQUI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,30,30
SENA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,36,36
SHINAOTA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,157,157
SICA SICA (VILLA AROMA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,93,93
SICAYA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,41,41
SIPE SIPE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,111,111
SOPACHUY,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,39,39
SORACACHI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,34,34
SORATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,85,85
SUCRE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,6935,6935
TACACHI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,7,7
TACACOMA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,41,41
TACOBAMBA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,20,20
TACOPAYA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,29,29
TAHUA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,8,8
TAPACARI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,65,65
TARABUCO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,36,36
TARACO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,12,12
TARATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,92,92
TARIJA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,10744,10744
TARVITA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,62,62
TEOPONTE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,55,55
TIAWANACU,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,90,90
TINGUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,24,24
TIPUANI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,65,65
TIQUIPAYA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,471,471
TIRAQUE (CBBA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,93,93
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,12,12
TOCO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,74,74
TODOS SANTOS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1,1
TOLATA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,63,63
TOLEDO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,48,48
TOMAVE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,64,64
TOMINA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,45,45
TORO TORO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,12,12
TOTORA(CBBA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,51,51
TOTORA(ORR),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,6,6
TRIGAL,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,26,26
TRINIDAD,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,4973,4973
TUPIZA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,914,914
TURCO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,35,35
UMALA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,11,11
UNCIA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,65,65
URIONDO (A. CONCEPCION),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,206,206
URUBICHA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,56,56
UYUNI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,748,748
VACAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,27,27
VALLEGRANDE,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,254,254
VIACHA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,554,554
VILA VILA,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,45,45
VILLA CHARCAS,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,21,21
VILLA MONTES,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,1131,1131
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,17,17
VILLA RIVERO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,32,32
VILLA SERRANO,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,75,75
VILLA TUNARI,otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,446,446
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,curaciones y/o suturas,2010-01-01,40,40
