,group,variable,month,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS VIVAX,DE 5 AÑOS Y MÁS FALCIPARUM,DE 5 AÑOS Y MÁS FALCIPARUM,TOTALES,TOTALES,TOTALES
SUCRE,malaria,de 5 anos y mas,2024-01-01,1,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-01-01,8,4,0,0,8,4,12
YAMPARAEZ,malaria,de 5 anos y mas,2024-01-01,0,1,0,0,0,1,1
BELLA FLOR,malaria,de 5 anos y mas,2024-02-01,4,4,0,0,4,4,8
COBIJA,malaria,de 5 anos y mas,2024-02-01,5,3,0,0,5,3,8
CONCEPCION,malaria,de 5 anos y mas,2024-02-01,17,31,0,0,17,31,48
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2024-02-01,8,3,1,0,9,3,12
FILADELFIA,malaria,de 5 anos y mas,2024-02-01,2,1,0,0,2,1,3
GUAYARAMERIN,malaria,de 5 anos y mas,2024-02-01,13,9,1,2,14,11,25
INGAVI (HUMAITA),malaria,de 5 anos y mas,2024-02-01,22,13,0,0,22,13,35
IXIAMAS,malaria,de 5 anos y mas,2024-02-01,19,12,2,0,21,12,33
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2024-02-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2024-02-01,3,1,0,0,3,1,4
PORVENIR,malaria,de 5 anos y mas,2024-02-01,4,1,0,0,4,1,5
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2024-02-01,4,1,3,2,7,3,10
PUERTO RICO,malaria,de 5 anos y mas,2024-02-01,43,32,0,0,43,32,75
REYES,malaria,de 5 anos y mas,2024-02-01,11,16,0,0,11,16,27
RIBERALTA,malaria,de 5 anos y mas,2024-02-01,244,180,32,26,276,206,482
RURRENABAQUE,malaria,de 5 anos y mas,2024-02-01,3,1,0,0,3,1,4
SAN BORJA,malaria,de 5 anos y mas,2024-02-01,2,1,0,0,2,1,3
SAN LORENZO(PND),malaria,de 5 anos y mas,2024-02-01,23,20,0,1,23,21,44
SAN PEDRO(PND),malaria,de 5 anos y mas,2024-02-01,0,1,0,0,0,1,1
SANTA ROSA,malaria,de 5 anos y mas,2024-02-01,25,18,0,0,25,18,43
SENA,malaria,de 5 anos y mas,2024-02-01,116,65,29,9,145,74,219
SOPACHUY,malaria,de 5 anos y mas,2024-02-01,2,5,0,0,2,5,7
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-02-01,7,1,0,0,7,1,8
BELLA FLOR,malaria,de 5 anos y mas,2024-03-01,11,6,0,0,11,6,17
CARANAVI,malaria,de 5 anos y mas,2024-03-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2024-03-01,6,4,0,0,6,4,10
COCHABAMBA,malaria,de 5 anos y mas,2024-03-01,1,0,0,0,1,0,1
CONCEPCION,malaria,de 5 anos y mas,2024-03-01,17,31,0,0,17,31,48
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2024-03-01,6,5,11,2,17,7,24
FILADELFIA,malaria,de 5 anos y mas,2024-03-01,3,1,0,0,3,1,4
GUAYARAMERIN,malaria,de 5 anos y mas,2024-03-01,13,8,2,0,15,8,23
INGAVI (HUMAITA),malaria,de 5 anos y mas,2024-03-01,18,5,0,0,18,5,23
IXIAMAS,malaria,de 5 anos y mas,2024-03-01,40,30,10,9,50,39,89
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2024-03-01,4,4,0,0,4,4,8
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2024-03-01,1,2,0,0,1,2,3
PORVENIR,malaria,de 5 anos y mas,2024-03-01,2,4,0,0,2,4,6
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2024-03-01,10,1,3,0,13,1,14
PUERTO RICO,malaria,de 5 anos y mas,2024-03-01,63,48,0,0,63,48,111
REYES,malaria,de 5 anos y mas,2024-03-01,11,6,0,1,11,7,18
RIBERALTA,malaria,de 5 anos y mas,2024-03-01,256,147,24,13,280,160,440
RURRENABAQUE,malaria,de 5 anos y mas,2024-03-01,2,1,0,0,2,1,3
SAN IGNACIO,malaria,de 5 anos y mas,2024-03-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2024-03-01,38,22,0,0,38,22,60
SAN PEDRO(PND),malaria,de 5 anos y mas,2024-03-01,1,2,0,0,1,2,3
SANTA ROSA,malaria,de 5 anos y mas,2024-03-01,29,16,1,0,30,16,46
SENA,malaria,de 5 anos y mas,2024-03-01,97,69,15,5,112,74,186
TRINIDAD,malaria,de 5 anos y mas,2024-03-01,1,0,0,0,1,0,1
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-03-01,9,2,0,0,9,2,11
BELLA FLOR,malaria,de 5 anos y mas,2024-04-01,4,3,0,0,4,3,7
COBIJA,malaria,de 5 anos y mas,2024-04-01,7,2,0,0,7,2,9
CONCEPCION,malaria,de 5 anos y mas,2024-04-01,26,13,0,0,26,13,39
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2024-04-01,3,6,1,1,4,7,11
FILADELFIA,malaria,de 5 anos y mas,2024-04-01,0,1,0,0,0,1,1
GUAYARAMERIN,malaria,de 5 anos y mas,2024-04-01,23,11,2,1,25,12,37
INGAVI (HUMAITA),malaria,de 5 anos y mas,2024-04-01,24,17,6,7,30,24,54
IXIAMAS,malaria,de 5 anos y mas,2024-04-01,39,14,8,5,47,19,66
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2024-04-01,7,4,0,0,7,4,11
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2024-04-01,1,5,0,0,1,5,6
PORONGO,malaria,de 5 anos y mas,2024-04-01,1,0,0,0,1,0,1
PORVENIR,malaria,de 5 anos y mas,2024-04-01,5,3,0,0,5,3,8
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2024-04-01,4,1,5,0,9,1,10
PUERTO RICO,malaria,de 5 anos y mas,2024-04-01,63,35,0,0,63,35,98
REYES,malaria,de 5 anos y mas,2024-04-01,9,10,0,2,9,12,21
RIBERALTA,malaria,de 5 anos y mas,2024-04-01,282,164,17,14,299,178,477
RURRENABAQUE,malaria,de 5 anos y mas,2024-04-01,0,2,0,0,0,2,2
SAN BORJA,malaria,de 5 anos y mas,2024-04-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,de 5 anos y mas,2024-04-01,1,1,0,0,1,1,2
SAN LORENZO(PND),malaria,de 5 anos y mas,2024-04-01,46,31,0,2,46,33,79
SAN PEDRO(PND),malaria,de 5 anos y mas,2024-04-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,de 5 anos y mas,2024-04-01,15,4,0,0,15,4,19
SENA,malaria,de 5 anos y mas,2024-04-01,123,73,24,13,147,86,233
SOPACHUY,malaria,de 5 anos y mas,2024-04-01,0,0,0,6,0,6,6
TRINIDAD,malaria,de 5 anos y mas,2024-04-01,0,0,1,0,1,0,1
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-04-01,10,2,0,0,10,2,12
ALTO BENI,malaria,de 5 anos y mas,2024-05-01,1,0,0,0,1,0,1
BELLA FLOR,malaria,de 5 anos y mas,2024-05-01,10,9,0,0,10,9,19
CARANAVI,malaria,de 5 anos y mas,2024-05-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2024-05-01,13,5,0,0,13,5,18
CONCEPCION,malaria,de 5 anos y mas,2024-05-01,22,38,0,0,22,38,60
EL ALTO,malaria,de 5 anos y mas,2024-05-01,1,1,0,0,1,1,2
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2024-05-01,17,19,0,3,17,22,39
FILADELFIA,malaria,de 5 anos y mas,2024-05-01,1,1,0,0,1,1,2
GUAYARAMERIN,malaria,de 5 anos y mas,2024-05-01,88,64,0,1,88,65,153
INGAVI (HUMAITA),malaria,de 5 anos y mas,2024-05-01,20,13,8,4,28,17,45
IXIAMAS,malaria,de 5 anos y mas,2024-05-01,41,21,5,4,46,25,71
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2024-05-01,15,5,0,0,15,5,20
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2024-05-01,4,2,0,0,4,2,6
PORVENIR,malaria,de 5 anos y mas,2024-05-01,6,1,0,0,6,1,7
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2024-05-01,5,5,0,0,5,5,10
PUERTO RICO,malaria,de 5 anos y mas,2024-05-01,45,26,0,0,45,26,71
REYES,malaria,de 5 anos y mas,2024-05-01,19,15,1,0,20,15,35
RIBERALTA,malaria,de 5 anos y mas,2024-05-01,377,195,61,33,438,228,666
SAN BORJA,malaria,de 5 anos y mas,2024-05-01,1,0,1,0,2,0,2
SAN BUENA VENTURA,malaria,de 5 anos y mas,2024-05-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2024-05-01,47,28,10,7,57,35,92
SAN PEDRO(PND),malaria,de 5 anos y mas,2024-05-01,2,3,0,0,2,3,5
SANTA ROSA,malaria,de 5 anos y mas,2024-05-01,15,13,0,1,15,14,29
SENA,malaria,de 5 anos y mas,2024-05-01,150,124,23,10,173,134,307
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-05-01,9,8,0,0,9,8,17
BELLA FLOR,malaria,de 5 anos y mas,2024-06-01,11,7,0,0,11,7,18
CARANAVI,malaria,de 5 anos y mas,2024-06-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2024-06-01,5,0,0,0,5,0,5
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2024-06-01,4,5,0,1,4,6,10
FILADELFIA,malaria,de 5 anos y mas,2024-06-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2024-06-01,45,27,1,2,46,29,75
INGAVI (HUMAITA),malaria,de 5 anos y mas,2024-06-01,4,2,0,0,4,2,6
IXIAMAS,malaria,de 5 anos y mas,2024-06-01,18,14,1,2,19,16,35
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2024-06-01,12,5,4,3,16,8,24
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2024-06-01,2,4,0,0,2,4,6
PORVENIR,malaria,de 5 anos y mas,2024-06-01,3,0,0,0,3,0,3
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2024-06-01,7,2,0,0,7,2,9
PUERTO RICO,malaria,de 5 anos y mas,2024-06-01,25,19,0,0,25,19,44
REYES,malaria,de 5 anos y mas,2024-06-01,7,8,0,0,7,8,15
RIBERALTA,malaria,de 5 anos y mas,2024-06-01,206,132,40,16,246,148,394
SAN BORJA,malaria,de 5 anos y mas,2024-06-01,1,0,0,0,1,0,1
SAN LORENZO(PND),malaria,de 5 anos y mas,2024-06-01,28,33,1,2,29,35,64
SAN PEDRO(PND),malaria,de 5 anos y mas,2024-06-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,de 5 anos y mas,2024-06-01,5,5,0,0,5,5,10
SENA,malaria,de 5 anos y mas,2024-06-01,63,50,9,8,72,58,130
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-06-01,2,2,0,0,2,2,4
BELLA FLOR,malaria,de 5 anos y mas,2024-07-01,7,3,0,0,7,3,10
CARANAVI,malaria,de 5 anos y mas,2024-07-01,0,2,0,0,0,2,2
COBIJA,malaria,de 5 anos y mas,2024-07-01,7,3,0,0,7,3,10
CONCEPCION,malaria,de 5 anos y mas,2024-07-01,23,37,0,0,23,37,60
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2024-07-01,9,7,11,6,20,13,33
GUAYARAMERIN,malaria,de 5 anos y mas,2024-07-01,76,57,2,1,78,58,136
INGAVI (HUMAITA),malaria,de 5 anos y mas,2024-07-01,9,9,14,9,23,18,41
IXIAMAS,malaria,de 5 anos y mas,2024-07-01,7,2,0,1,7,3,10
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2024-07-01,17,2,0,1,17,3,20
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2024-07-01,3,3,0,0,3,3,6
PALOS BLANCOS,malaria,de 5 anos y mas,2024-07-01,2,1,0,0,2,1,3
PORVENIR,malaria,de 5 anos y mas,2024-07-01,7,1,0,0,7,1,8
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2024-07-01,6,0,1,0,7,0,7
PUERTO RICO,malaria,de 5 anos y mas,2024-07-01,40,15,0,0,40,15,55
REYES,malaria,de 5 anos y mas,2024-07-01,3,4,0,0,3,4,7
RIBERALTA,malaria,de 5 anos y mas,2024-07-01,249,148,15,14,264,162,426
SAN LORENZO(PND),malaria,de 5 anos y mas,2024-07-01,28,19,1,2,29,21,50
SAN PEDRO(PND),malaria,de 5 anos y mas,2024-07-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,de 5 anos y mas,2024-07-01,3,2,1,0,4,2,6
SENA,malaria,de 5 anos y mas,2024-07-01,55,34,5,2,60,36,96
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-07-01,5,3,0,0,5,3,8
YACUIBA,malaria,de 5 anos y mas,2024-07-01,0,1,0,0,0,1,1
BELLA FLOR,malaria,de 5 anos y mas,2024-08-01,2,1,0,0,2,1,3
COBIJA,malaria,de 5 anos y mas,2024-08-01,9,2,0,0,9,2,11
COCHABAMBA,malaria,de 5 anos y mas,2024-08-01,1,0,0,0,1,0,1
CONCEPCION,malaria,de 5 anos y mas,2024-08-01,16,29,0,0,16,29,45
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2024-08-01,12,4,2,7,14,11,25
GUAYARAMERIN,malaria,de 5 anos y mas,2024-08-01,42,35,4,3,46,38,84
INGAVI (HUMAITA),malaria,de 5 anos y mas,2024-08-01,15,9,6,2,21,11,32
IXIAMAS,malaria,de 5 anos y mas,2024-08-01,0,1,0,0,0,1,1
LA PAZ,malaria,de 5 anos y mas,2024-08-01,18,11,14,11,32,22,54
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2024-08-01,7,3,0,0,7,3,10
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2024-08-01,9,6,0,0,9,6,15
PORVENIR,malaria,de 5 anos y mas,2024-08-01,10,1,0,0,10,1,11
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2024-08-01,2,1,0,0,2,1,3
PUERTO RICO,malaria,de 5 anos y mas,2024-08-01,16,9,0,0,16,9,25
REYES,malaria,de 5 anos y mas,2024-08-01,4,2,0,0,4,2,6
RIBERALTA,malaria,de 5 anos y mas,2024-08-01,206,132,11,8,217,140,357
SAN BORJA,malaria,de 5 anos y mas,2024-08-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,de 5 anos y mas,2024-08-01,3,0,0,0,3,0,3
SAN LORENZO(PND),malaria,de 5 anos y mas,2024-08-01,17,7,0,2,17,9,26
SAN PEDRO(PND),malaria,de 5 anos y mas,2024-08-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,de 5 anos y mas,2024-08-01,10,1,1,1,11,2,13
SENA,malaria,de 5 anos y mas,2024-08-01,30,19,4,2,34,21,55
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-08-01,2,1,0,0,2,1,3
BELLA FLOR,malaria,de 5 anos y mas,2024-09-01,5,1,4,0,9,1,10
COBIJA,malaria,de 5 anos y mas,2024-09-01,9,0,0,0,9,0,9
CONCEPCION,malaria,de 5 anos y mas,2024-09-01,8,23,0,0,8,23,31
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2024-09-01,11,12,0,0,11,12,23
GUAYARAMERIN,malaria,de 5 anos y mas,2024-09-01,38,32,1,3,39,35,74
INGAVI (HUMAITA),malaria,de 5 anos y mas,2024-09-01,12,5,1,1,13,6,19
IXIAMAS,malaria,de 5 anos y mas,2024-09-01,6,5,9,13,15,18,33
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2024-09-01,2,0,1,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2024-09-01,7,4,11,8,18,12,30
PORVENIR,malaria,de 5 anos y mas,2024-09-01,8,7,0,0,8,7,15
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2024-09-01,3,1,0,0,3,1,4
PUERTO RICO,malaria,de 5 anos y mas,2024-09-01,16,7,0,0,16,7,23
REYES,malaria,de 5 anos y mas,2024-09-01,3,1,0,0,3,1,4
RIBERALTA,malaria,de 5 anos y mas,2024-09-01,218,167,10,20,228,187,415
SAN BUENA VENTURA,malaria,de 5 anos y mas,2024-09-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,malaria,de 5 anos y mas,2024-09-01,10,10,0,0,10,10,20
SAN LORENZO(PND),malaria,de 5 anos y mas,2024-09-01,20,21,6,6,26,27,53
SAN PEDRO(PND),malaria,de 5 anos y mas,2024-09-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,de 5 anos y mas,2024-09-01,10,11,1,0,11,11,22
SENA,malaria,de 5 anos y mas,2024-09-01,48,26,7,19,55,45,100
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-09-01,2,2,0,0,2,2,4
BELLA FLOR,malaria,de 5 anos y mas,2024-10-01,5,2,4,1,9,3,12
COBIJA,malaria,de 5 anos y mas,2024-10-01,9,2,0,0,9,2,11
CONCEPCION,malaria,de 5 anos y mas,2024-10-01,13,34,0,0,13,34,47
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2024-10-01,6,4,0,0,6,4,10
FILADELFIA,malaria,de 5 anos y mas,2024-10-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2024-10-01,30,26,0,1,30,27,57
INGAVI (HUMAITA),malaria,de 5 anos y mas,2024-10-01,5,4,0,0,5,4,9
IXIAMAS,malaria,de 5 anos y mas,2024-10-01,5,6,12,14,17,20,37
MONTERO,malaria,de 5 anos y mas,2024-10-01,12,8,68,54,80,62,142
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2024-10-01,8,1,0,0,8,1,9
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2024-10-01,18,13,0,0,18,13,31
PORVENIR,malaria,de 5 anos y mas,2024-10-01,5,11,0,0,5,11,16
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2024-10-01,2,2,0,0,2,2,4
PUERTO RICO,malaria,de 5 anos y mas,2024-10-01,23,8,0,0,23,8,31
REYES,malaria,de 5 anos y mas,2024-10-01,2,1,0,0,2,1,3
RIBERALTA,malaria,de 5 anos y mas,2024-10-01,423,331,9,10,432,341,773
SAN JOSE DE CHIQUITOS,malaria,de 5 anos y mas,2024-10-01,10,10,0,0,10,10,20
SAN LORENZO(PND),malaria,de 5 anos y mas,2024-10-01,29,11,24,20,53,31,84
SANTA ROSA,malaria,de 5 anos y mas,2024-10-01,13,14,0,0,13,14,27
SENA,malaria,de 5 anos y mas,2024-10-01,20,29,6,0,26,29,55
TRINIDAD,malaria,de 5 anos y mas,2024-10-01,0,1,0,0,0,1,1
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-10-01,8,1,0,0,8,1,9
YACUIBA,malaria,de 5 anos y mas,2024-10-01,3,3,0,0,3,3,6
BELLA FLOR,malaria,de 5 anos y mas,2024-11-01,16,7,0,0,16,7,23
CARANAVI,malaria,de 5 anos y mas,2024-11-01,0,1,0,0,0,1,1
COBIJA,malaria,de 5 anos y mas,2024-11-01,6,5,2,0,8,5,13
CONCEPCION,malaria,de 5 anos y mas,2024-11-01,11,22,0,0,11,22,33
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2024-11-01,9,3,0,0,9,3,12
GUAYARAMERIN,malaria,de 5 anos y mas,2024-11-01,29,23,0,1,29,24,53
INGAVI (HUMAITA),malaria,de 5 anos y mas,2024-11-01,18,15,4,7,22,22,44
IXIAMAS,malaria,de 5 anos y mas,2024-11-01,6,7,34,19,40,26,66
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2024-11-01,5,2,0,0,5,2,7
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2024-11-01,20,22,0,0,20,22,42
PORVENIR,malaria,de 5 anos y mas,2024-11-01,23,10,0,0,23,10,33
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2024-11-01,3,4,0,1,3,5,8
PUERTO RICO,malaria,de 5 anos y mas,2024-11-01,19,15,0,0,19,15,34
REYES,malaria,de 5 anos y mas,2024-11-01,4,4,0,0,4,4,8
RIBERALTA,malaria,de 5 anos y mas,2024-11-01,372,279,15,2,387,281,668
RURRENABAQUE,malaria,de 5 anos y mas,2024-11-01,1,0,0,0,1,0,1
SAN BORJA,malaria,de 5 anos y mas,2024-11-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,malaria,de 5 anos y mas,2024-11-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,malaria,de 5 anos y mas,2024-11-01,0,0,10,10,10,10,20
SAN LORENZO(PND),malaria,de 5 anos y mas,2024-11-01,30,21,16,5,46,26,72
SAN PEDRO(PND),malaria,de 5 anos y mas,2024-11-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,de 5 anos y mas,2024-11-01,10,15,1,0,11,15,26
SENA,malaria,de 5 anos y mas,2024-11-01,15,9,1,2,16,11,27
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-11-01,0,1,0,0,0,1,1
ALTO BENI,malaria,de 5 anos y mas,2024-12-01,0,0,1,0,1,0,1
BELLA FLOR,malaria,de 5 anos y mas,2024-12-01,26,8,1,0,27,8,35
CARANAVI,malaria,de 5 anos y mas,2024-12-01,1,0,0,0,1,0,1
COBIJA,malaria,de 5 anos y mas,2024-12-01,8,2,2,0,10,2,12
CULPINA,malaria,de 5 anos y mas,2024-12-01,0,1,0,0,0,1,1
EUREKA (SANTOS MERCADO),malaria,de 5 anos y mas,2024-12-01,12,10,0,0,12,10,22
FILADELFIA,malaria,de 5 anos y mas,2024-12-01,1,0,0,0,1,0,1
GUAYARAMERIN,malaria,de 5 anos y mas,2024-12-01,55,28,5,2,60,30,90
INGAVI (HUMAITA),malaria,de 5 anos y mas,2024-12-01,15,9,5,5,20,14,34
IXIAMAS,malaria,de 5 anos y mas,2024-12-01,4,5,18,9,22,14,36
NACEBE (SANTA ROSA DEL ABUNA),malaria,de 5 anos y mas,2024-12-01,26,14,4,1,30,15,45
NUEVO MANOA (NUEVA ESPERANZA),malaria,de 5 anos y mas,2024-12-01,22,22,0,0,22,22,44
PORVENIR,malaria,de 5 anos y mas,2024-12-01,15,7,0,0,15,7,22
PUERTO GONZALO MORENO,malaria,de 5 anos y mas,2024-12-01,1,2,0,0,1,2,3
PUERTO RICO,malaria,de 5 anos y mas,2024-12-01,37,19,0,0,37,19,56
REYES,malaria,de 5 anos y mas,2024-12-01,5,4,0,0,5,4,9
RIBERALTA,malaria,de 5 anos y mas,2024-12-01,285,152,15,2,300,154,454
RURRENABAQUE,malaria,de 5 anos y mas,2024-12-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,malaria,de 5 anos y mas,2024-12-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,malaria,de 5 anos y mas,2024-12-01,0,0,18,22,18,22,40
SAN LORENZO(PND),malaria,de 5 anos y mas,2024-12-01,18,7,6,3,24,10,34
SANTA CRUZ DE LA SIERRA,malaria,de 5 anos y mas,2024-12-01,0,1,0,0,0,1,1
SANTA ROSA,malaria,de 5 anos y mas,2024-12-01,22,21,0,1,22,22,44
SENA,malaria,de 5 anos y mas,2024-12-01,26,17,1,1,27,18,45
VILLA NUEVA (LOMA ALTA),malaria,de 5 anos y mas,2024-12-01,2,0,0,0,2,0,2
ZUDAÑEZ,malaria,de 5 anos y mas,2024-12-01,0,0,0,1,0,1,1
