,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-01-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-01-01,1,1,0,0,2
VILLA MONTES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-01-01,2,0,0,0,2
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-01-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-01-01,1,4,0,0,5
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-01-01,3,0,0,0,3
YAPACANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-01-01,1,0,0,0,1
AIQUILE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,2,1,3
CAMARGO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,3,3,0,0,6
COLCAPIRHUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,1,0,0,2
CORIPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,1,0,1,2
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,5,3,2,2,12
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,3,0,0,3
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
HUANUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,1,0,0,2
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,5,5,0,0,10
LLALLAGUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,1,2,3
MACHARETI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,2,1,0,0,3
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,3,0,2,6
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,2,0,3
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,5,4,9
PAPEL PAMPA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
PORONGO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,2,2,2,7
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,1,0,0,2
PUNATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,2,0,0,0,2
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,1,0,2
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,1,0,0,2
ROBORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
SAN ANDRES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,1,5,6
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,2,2,4
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,3,3,0,0,6
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,15,24,27,38,104
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,2,0,0,0,2
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,1,1,0,3
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
VILLA MONTES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,0,1,0,1
VILLAZON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,1,0,2
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,3,0,0,3
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,0,1,0,0,1
YOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-02-01,4,1,0,0,5
AIQUILE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,0,1,0,2
ATOCHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,1,0,1
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,0,0,0,1
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,15,9,0,0,24
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,2,3,4,0,9
COLOMI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,1,0,1
COLQUECHACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,1,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,12,5,5,8,30
EL PUENTE(STC),vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,0,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,0,0,0,1
INCAHUASI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,1,0,1
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,5,6,1,0,12
MECAPACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,2,0,2
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,3,2,3,8
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,2,1,0,4
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,1,0,0,1
PORONGO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,1,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,3,0,0,3
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,2,1,0,4
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,2,2,0,0,4
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,0,0,0,1
PUNATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,0,1,0,2
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,1,1,2
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,1,0,0,1
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,1,1,2
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,3,0,0,4
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,13,14,10,10,47
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,1,0,0,1
SORATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,0,1,1
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,5,3,4,3,15
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,6,7,11,24
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,1,0,1
TOLEDO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,0,0,0,1,1
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,0,0,1,2
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,2,0,0,3
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,1,0,0,2
YAPACANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-03-01,1,1,0,0,2
ACHOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,4,2,1,0,7
AZURDUY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,2,1,0,0,3
BAURES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,2,3
CABEZAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,1,0,0,2
CAQUIAVIRI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,1,0,1,2
CARANAVI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,0,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,1,0,0,1
CHUMA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,3,3,1,8
COLQUECHACA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,2,2
COMARAPA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,2,2
CONCEPCION,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,0,0,3,4
COPACABANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,0,1
COROICO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,1,1,2,4
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,6,10,12,19,47
EL TORNO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,0,0,1,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,1,0,0,1
FILADELFIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,2,2
HUACARETA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,0,1,2,4
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,10,19,23,21,73
LAJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,1,2
MACHACAMARCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,1,0,0,1
MACHARETI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,0,1
MALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,1,0,0,1
MINEROS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,1,1
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,1,1,1,3
OKINAWA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,1,0,0,1
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,2,5,4,12
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,3,2,1,0,6
PALCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,1,1
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,1,1
PELECHUCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,0,0,0,1
POCONA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,0,1
PORCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,0,1
POROMA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,1,1
PORTACHUELO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,3,1,0,0,4
PORVENIR,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,1,0,0,2
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,2,3,1,7
PRESTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,1,0,0,2
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,1,1
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,0,0,0,1
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,1,2
SAN BORJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,3,0,3
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,2,0,2
SAN JAVIER(STC),vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,14,18,5,7,44
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,2,3
SAN JULIAN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,2,1,5,2,10
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,1,1
SAN RAFAEL,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,1,0,1
SANTA ANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,0,2,1,4
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,19,14,35,28,96
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,8,7,9,10,34
TACACOMA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,2,0,2
TAPACARI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,2,2
TARIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,1,3,2,7
TEOPONTE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,0,2,1,4
TIPUANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,1,1
TOMAVE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,2,9,10,21
TUPIZA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,1,0,0,1
UYUNI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,0,1,1
VIACHA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,4,0,0,4
VILLA SERRANO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,3,2,0,0,5
VINTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,1,1,0,2
WARNES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,1,4,5,6,16
YACUIBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-04-01,0,0,3,4,7
ACHOCALLA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,2,5,0,1,8
CAPINOTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,1,1,0,0,2
CHAQUI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,1,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,1,0,1,2
COBIJA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,0,2,2
COCHABAMBA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,5,3,8,5,21
COLOMI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,0,1,1
CONCEPCION,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,2,0,2
COTOCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,5,7,2,4,18
EL ALTO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,6,5,17,20,48
GUAQUI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,1,0,2,1,4
GUTIERREZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,7,4,11
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,1,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,1,0,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,1,2,4,5,12
LA PAZ,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,7,5,3,4,19
LURIBAY,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,1,0,0,1
MAIRANA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,1,0,0,1
MONTERO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,1,3,0,4
OCURI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,1,0,1,0,2
ORURO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,1,2,11,12,26
PAILON,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,7,8,15
PALCA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,2,1,1,4
POCOATA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,0,1,1
PORTACHUELO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,2,0,0,0,2
POTOSI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,6,8,0,0,14
PUCARANI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,1,0,0,0,1
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,1,0,0,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,34,13,47
RIBERALTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,2,0,2,4
ROBORE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,1,1,2
SACABA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,2,0,0,0,2
SAN ANDRES,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,1,0,0,0,1
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,1,3,0,1,5
SAN JAVIER(STC),vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,14,8,1,1,24
SAN MATIAS,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,1,1,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,1,1,2
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,24,29,160,155,368
SAPAHAQUI,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,1,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,2,0,0,2
SUCRE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,2,4,2,5,13
TEOPONTE,vacunacion en ninos de 4 anos,srp 1ra. dosis,2019-05-01,0,0,1,0,1
