,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES
COTOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,24,25,0,1,50
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,5,1,0,7
CULPINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
DESAGUADERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,0,0,0,2
EL ALTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,97,83,14,7,201
EL PUENTE(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
EL TORNO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,11,18,0,0,29
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,1,0,0,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,1,0,2
FILADELFIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,1,0,1
GUANAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,2,3
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,1,0,0,2
HUANUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
IXIAMAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,4,0,0,6
LA GUARDIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,17,8,0,0,25
LA PAZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,139,143,0,0,282
LAJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,1,1,3
LURIBAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,1,0,1
MACHACAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
MAIRANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,3,4,0,0,7
MAPIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
MECAPACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
MINEROS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,3,0,0,3
MIZQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,2,1,1,5
MOCOMOCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,0,2,3
MONTEAGUDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,5,2,0,0,7
MONTERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,17,17,6,4,44
ORURO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,30,28,5,6,69
PALCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,2,0,2
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,1,0,0,2
PAMPA GRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,1,0,0,2
PAPEL PAMPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,2,0,1,3
POCONA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,3,0,4
PORCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,0,0,0,2
POROMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
PORONGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,2,0,1,4
PORTACHUELO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,8,2,0,0,10
PORVENIR,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,1,0,2
POTOSI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,14,13,2,3,32
PUCARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,5,3,0,1,9
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,0,1,2
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,4,3,0,1,8
PUNATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,2,2,0,5
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,4,12,5,22
QUIME,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
REYES,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
RIBERALTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,1,0,0,2
ROBORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,4,3,0,0,7
RURRENABAQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,2,2,0,4
SACABA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,9,7,10,9,35
SACABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
SAN BENITO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,0,1,1
SAN BORJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,3,0,0,3
SAN CARLOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,0,0,0,2
SAN IGNACIO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,1,0,1,3
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,7,0,1,10
SAN JOAQUIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,1,3,2,8
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,0,1,2
SAN JULIAN,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,3,0,0,5
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,4,0,1,6
SAN LUCAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,0,1,0,3
SAN MATIAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,4,0,0,0,4
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,0,0,1
SAN PABLO DE LIPEZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,1,0,0,3
SAN PEDRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,1,0,0,2
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,1,1,3
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,4,1,5
SANTA ANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,3,1,0,0,4
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,314,267,5,12,598
SAPAHAQUI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,0,0,0,2
SHINAOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,5,0,0,7
SIPE SIPE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,0,0,0,2
SORATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,1,1,1,4
SUCRE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,44,36,1,1,82
TACACOMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,1,0,0,2
TACOBAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
TARACO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
TARATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,4,2,7
TARIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,25,20,3,12,60
TEOPONTE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
TINGUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,0,0,0,2
TIPUANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,0,1
TIQUIPAYA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,4,1,2,7
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,1,0,3,2,6
TITO YUPANQUI (PARQUIPUJIO),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,1,0,1
TORO TORO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,1,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
TOTORA(ORR),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,1,2
TRINIDAD,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,6,5,0,0,11
TUPIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,0,0,0,2
UNCIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,1,0,1,2
VALLEGRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,2,0,2
VIACHA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,5,2,0,0,7
VILA VILA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,1,3,4
VILLA MONTES,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,3,6,3,0,12
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,0,1,1
VILLA RIVERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,2,0,0,2
VILLA TUNARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,3,4,0,0,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,1,0,1
VILLAZON,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,6,5,2,3,16
VINTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,5,3,5,2,15
WARNES,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,26,24,1,3,54
YACUIBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,7,15,4,2,28
YANACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,2,2,0,0,4
YAPACANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-01-01,0,0,4,4,8
ACHACACHI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,3,0,0,4
ACHOCALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,1,0,2
AIQUILE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,0,1,2,5
ALTO BENI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,2,0,0,3
ANCORAIMES,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,0,1,1
APOLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,3,3,4,10
ARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,2,3,1,8
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,0,1
AUCAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,1,4,2,9
AYATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,3,2,0,2,7
BATALLAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,1,0,1
BETANZOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,0,2,2
BOYUIBE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,1,1,3
CABEZAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,1,1,3
CAMARGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,1,1,2
CAMIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,4,0,1,6
CAPINOTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,2,0,0,4
CARACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,2,0,1,4
CARANAVI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,1,0,0,3
CARAPARI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,0,1
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,1,2,1,5
CHALLAPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,1,0,0,3
CHARAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,1,0,1
CHAYANTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,1,0,1
CHIMORE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,4,5,0,0,9
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,3,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,1,0,1
CLIZA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,4,2,2,0,8
COBIJA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,7,2,0,2,11
COCHABAMBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,40,53,5,6,104
"COLCHA ""K""",vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,0,0,1
COLOMI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,1,2,2,6
COLQUECHACA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,1,0,2
COLQUIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,0,1
COMARAPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,1,0,2
CONCEPCION,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,6,4,4,16
COPACABANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,2,0,3
CORIPATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,1,0,0,2
COROICO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,0,0,0,2
COTOCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,12,11,0,0,23
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,3,0,2,6,11
CULPINA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,2,4,1,9
CURVA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,1,0,1
EL ALTO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,61,69,104,109,343
EL PUENTE(STC),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,3,1,1,0,5
EL PUENTE(TJA),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,0,1
EL TORNO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,5,5,0,2,12
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,0,2,2,6
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,1,0,0,2
EUCALIPTUS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,1,1,3
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,1,0,1
EXALTACION,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,3,2,6
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,3,0,0,3
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,2,1,1,4
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,2,2,4
GUAYARAMERIN,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,3,3,1,6,13
HUACHACALLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,0,0,1
ICLA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,2,0,0,3
LA GUARDIA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,15,14,2,4,35
LA PAZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,64,62,0,0,126
LLALLAGUA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,2,0,0,2
LORETO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,0,2,2
LURIBAY,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,3,2,0,0,5
MACHACAMARCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,0,1
MACHARETI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,0,1,1
MAGDALENA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,0,1
MAIRANA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,1,0,0,3
MAPIRI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,1,0,0,2
MINEROS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,4,2,5,3,14
MIZQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,0,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,2,2,0,0,4
MONTERO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,10,8,9,8,35
MOROCHATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,1,2
OKINAWA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,0,1,2
OMEREQUE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,0,1
ORURO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,11,12,3,4,30
PAILON,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,3,5,9
PALCA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,2,1,3
PALOS BLANCOS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,3,2,1,7
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,1,0,1
PAMPA GRANDE,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,0,1,1
PAPEL PAMPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,1,1,3
PASORAPA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,1,0,0,2
PAZÑA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,0,1
PELECHUCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,1,0,2
POCOATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,0,0,3,4
POCONA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,0,0,1
POROMA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,0,1,1
PORONGO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,3,0,2,2,7
PORTACHUELO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,3,4,0,0,7
PORVENIR,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,1,0,1,3
POTOSI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,3,4,4,10,21
PUCARANI,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,4,1,1,0,6
PUERTO CARABUCO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,0,0,1
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,1,0,0,2
PUERTO PEREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,0,0,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,0,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,0,3,0,3
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,3,2,4,4,13
PUNA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,1,1,0,0,2
PUNATA,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,7,4,3,5,19
QUILLACOLLO,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,7,5,11,4,27
REYES,vacunacion en ninos de 4 anos,srp 2da. dosis,2019-02-01,0,1,0,0,1
