,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,0,2,0,0,2
TACOBAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,0,1,0,0,1
TAPACARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,1,0,0,1,2
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,0,4,1,2,7
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,3,0,0,0,3
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,0,0,1,1,2
TOLATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,1,0,0,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,1,0,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,1,1,0,0,2
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,1,1,0,0,2
VILLAZON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,1,0,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,1,4,0,0,5
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,3,0,1,1,5
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-01-01,1,0,0,0,1
AIQUILE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,2,1,3
ANZALDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,1,1,2,4
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,0,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,1,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,1,0,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,1,1,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,6,5,0,0,11
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,1,0,0,2
CORIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,1,0,0,1
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,12,8,8,3,31
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,4,0,0,4
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,0,1,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,1,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,1,0,0,2
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,0,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,7,7,0,0,14
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,2,0,0,0,2
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,2,4,0,5,11
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,2,1,0,0,3
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,6,4,10
PORONGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,5,0,1,6
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,2,0,0,0,2
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,0,1,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,2,0,0,3
PUNA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,0,0,0,1
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,2,1,0,0,3
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,0,1,1,3
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,1,0,1,3
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,1,0,0,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,2,2,0,0,4
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,2,2,4
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,13,23,44,45,125
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,0,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,6,6,0,0,12
TAPACARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,1,1,2
TARACO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,1,0,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,7,2,0,0,9
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,3,0,0,0,3
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,0,2,2
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,0,1,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,3,0,0,3
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,0,1,0,0,1
YOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-02-01,4,1,2,4,11
AIQUILE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,1,0,2
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,6,13,0,0,19
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,4,2,0,0,6
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
COLQUECHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,10,4,9,8,31
EXALTACION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,0,2,2
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,0,1,1
HUACARETA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,0,2,3
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,17,12,2,1,32
LAS CARRERAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,1,0,2
MECAPACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,2,0,2
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,2,2,4,8
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,2,2,1,1,6
PORONGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,3,0,0,3
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,3,6,0,3,12
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
PUERTO PEREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
PUNA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,1,0,2
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,1,1,2
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,1,1,2
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,1,0,0,2
SAN PEDRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,2,3,5
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,2,0,0,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,32,43,8,5,88
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,3,5,2,3,13
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,1,0,0,2
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,0,1,0,1
TOCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,2,2,0,0,4
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,1,1,0,0,2
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-03-01,0,1,0,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,0,1,0,2
"CAIZA ""D""",vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,1,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,1,0,0,1
CHUMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,1,2,3
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,7,4,2,14
COMARAPA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,0,0,3,4
COPACABANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,1,0,0,2
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,1,1,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,7,5,21,34
EL PUENTE(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,0,0,1,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,1,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,1,0,4,5
IXIAMAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,4,4,0,0,8
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,1,2,2,5
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,17,13,20,31,81
LORETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,3,4,7
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,2,2,4
OKINAWA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,1,0,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,6,4,8,6,24
PADILLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,1,0,0,1
PALCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
PALOS BLANCOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
PORCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
POROMA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,3,1,4
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,3,1,0,0,4
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,4,2,54,53,113
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,2,0,0,0,2
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,2,2,1,5
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,0,2,0,3
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,1,2,3
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
SAN LUCAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
SAN RAFAEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,1,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,0,3,0,4
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,44,44,44,38,170
SANTA ROSA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,2,0,0,3
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,16,28,18,15,77
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,2,2,4,2,10
TEOPONTE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
TIPUANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,0,1,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,0,2,2
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,7,14,18,18,57
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,0,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,3,0,0,3
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,2,0,0,2
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,1,1,0,2
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,1,4,5,5,15
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-04-01,0,0,3,5,8
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,0,0,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,5,5,6,2,18
ARBIETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,1,1
AZURDUY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,1,1
BELEN DE URMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,2,2
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,0,1,0,2
"CAIZA ""D""",vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,1,0,0,1
CAPINOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,1,1
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,1,0,0,2
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,1,0,0,1
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,1,0,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,2,0,0,3
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,4,6,2,4,16
COLQUECHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,1,1,0,2
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,5,4,9
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,0,0,1,2
COTAGAITA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,4,3,1,3,11
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,3,9,9,21,42
GUAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,2,0,1,0,3
HUANUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,1,0,0,1
IXIAMAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,1,0,0,1
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,0,0,0,1
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,1,3,2,7
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,13,10,8,8,39
MACHACAMARCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,1,1
MOJOCOYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,1,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,1,3,0,4
OCURI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,1,1,2
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,5,7,13,21,46
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,33,34,67
PALCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,2,1,1,4
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,1,0,0,2
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,11,6,9,27
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,1,0,0,0,1
RAVELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,1,1
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,1,1
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2019-05-01,0,0,0,1,1
