,group,variable,month,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD INICIADO,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD INICIADO,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD CONCLUIDO,TRATAMIENTOS RN A MENORES DE 1 AÑO DE EDAD CONCLUIDO,TOTALES,TOTALES,TOTALES
MONTERO,chagas,tratamientos rn a menores de 1 ano de edad,2011-02-01,1,0,0,0,1,0,1
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2011-02-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-02-01,0,0,0,0,0,0,0
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2011-02-01,1,0,0,0,1,0,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2011-02-01,1,0,0,0,1,0,1
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2011-02-01,0,0,0,1,0,1,1
VILLA SERRANO,chagas,tratamientos rn a menores de 1 ano de edad,2011-02-01,1,0,1,0,2,0,2
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2011-02-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,0,1,0,0,0,1,1
BERMEJO,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,1,0,0,0,1,0,1
MIZQUE,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,2,1,0,0,2,1,3
SAN LUCAS,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,1,2,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,0,0,0,0,0,0,0
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,0,0,1,0,1,0,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,0,2,1,0,1,2,3
TARABUCO,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,0,0,1,0,1,0,1
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,0,1,0,0,0,1,1
VILLA TUNARI,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,0,1,0,0,0,1,1
VILLAZON,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,0,1,0,0,0,1,1
WARNES,chagas,tratamientos rn a menores de 1 ano de edad,2011-03-01,1,0,0,0,1,0,1
AIQUILE,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,1,1,0,0,1,1,2
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,2,0,0,0,2,0,2
MONTERO,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,1,0,0,0,1,0,1
SAMAIPATA,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,1,0,0,0,1,0,1
SAN LUCAS,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,1,2,2,0,3,2,5
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,0,1,1,0,1,1,2
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,0,0,1,0,1,0,1
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,0,1,0,0,0,1,1
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,0,1,0,0,0,1,1
VILLA TUNARI,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,0,1,0,0,0,1,1
VILLAZON,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,0,0,0,1,0,1,1
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,2,0,0,0,2,0,2
ZUDAÑEZ,chagas,tratamientos rn a menores de 1 ano de edad,2011-04-01,0,1,0,0,0,1,1
BERMEJO,chagas,tratamientos rn a menores de 1 ano de edad,2011-05-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos rn a menores de 1 ano de edad,2011-05-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-05-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos rn a menores de 1 ano de edad,2011-05-01,0,0,0,1,0,1,1
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2011-05-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-05-01,1,0,0,0,1,0,1
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2011-05-01,1,0,0,0,1,0,1
TIQUIPAYA,chagas,tratamientos rn a menores de 1 ano de edad,2011-05-01,1,0,0,0,1,0,1
TOMINA,chagas,tratamientos rn a menores de 1 ano de edad,2011-05-01,1,0,0,0,1,0,1
VILLA TUNARI,chagas,tratamientos rn a menores de 1 ano de edad,2011-05-01,0,0,0,1,0,1,1
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2011-05-01,1,2,0,0,1,2,3
AIQUILE,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,0,0,2,1,2,1,3
BERMEJO,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,1,1,0,0,1,1,2
CHARAGUA,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,2,0,1,0,3,0,3
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,1,0,0,0,1,0,1
MONTERO,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,0,1,0,0,0,1,1
PADCAYA,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,1,0,0,0,1,0,1
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,1,1,1,0,2,1,3
SHINAOTA,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,0,0,1,0,1,0,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,0,1,0,0,0,1,1
TARIJA,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,1,0,0,0,1,0,1
ZUDAÑEZ,chagas,tratamientos rn a menores de 1 ano de edad,2011-06-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos rn a menores de 1 ano de edad,2011-07-01,0,1,0,0,0,1,1
COCHABAMBA,chagas,tratamientos rn a menores de 1 ano de edad,2011-07-01,0,0,1,0,1,0,1
GENERAL SAAVEDRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-07-01,1,0,0,0,1,0,1
MAIRANA,chagas,tratamientos rn a menores de 1 ano de edad,2011-07-01,1,2,0,0,1,2,3
PADCAYA,chagas,tratamientos rn a menores de 1 ano de edad,2011-07-01,0,0,1,0,1,0,1
PADILLA,chagas,tratamientos rn a menores de 1 ano de edad,2011-07-01,1,0,0,0,1,0,1
QUILLACOLLO,chagas,tratamientos rn a menores de 1 ano de edad,2011-07-01,1,0,0,0,1,0,1
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2011-07-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-07-01,0,4,0,0,0,4,4
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2011-07-01,1,1,0,0,1,1,2
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2011-07-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,0,4,0,1,0,5,5
BERMEJO,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,1,0,0,0,1,0,1
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,3,3,0,0,3,3,6
MONTERO,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,2,2,0,1,2,3,5
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,1,1,0,1,1,2,3
SAN LUCAS,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,0,1,0,1,0,2,2
SOPACHUY,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,0,1,0,0,0,1,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,2,2,0,0,2,2,4
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,0,0,1,1,1,1,2
VILLA TUNARI,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,0,1,0,0,0,1,1
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2011-08-01,1,0,1,0,2,0,2
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,0,1,1,2,1,3,4
EL TORNO,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,0,0,0,1,0,1,1
MAIRANA,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,0,1,1,0,1,1,2
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,3,0,0,0,3,0,3
MONTERO,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,4,2,0,0,4,2,6
PADCAYA,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,0,1,0,0,0,1,1
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,0,0,1,0,1,0,1
SAN JAVIER(STC),chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,2,2,0,0,2,2,4
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,0,1,0,1,0,2,2
SOPACHUY,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,0,0,0,1,0,1,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,0,1,1,1,1,2,3
TEOPONTE,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,1,0,0,0,1,0,1
TUPIZA,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,1,0,0,1,1,1,2
VILLA MONTES,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,0,0,0,1,0,1,1
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2011-09-01,0,2,1,0,1,2,3
AIQUILE,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,0,1,0,1,0,2,2
APOLO,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,2,0,0,0,2,0,2
BERMEJO,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,0,0,14,4,14,4,18
CAMARGO,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,3,0,0,0,3,0,3
MAIRANA,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,0,0,0,2,0,2,2
MONTERO,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,2,1,4,2,6,3,9
OMEREQUE,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,1,0,0,0,1,0,1
PADCAYA,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,0,0,0,1,0,1,1
SAN JULIAN,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,1,0,0,0,1,0,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,1,2,0,1,1,3,4
TEOPONTE,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,1,0,0,0,1,0,1
VILLA TUNARI,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,1,0,0,0,1,0,1
WARNES,chagas,tratamientos rn a menores de 1 ano de edad,2011-10-01,1,2,0,0,1,2,3
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,1,0,0,0,1,1
CHARAGUA,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,1,0,0,0,1,1
GUANAY,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,3,0,0,0,3,3
LA GUARDIA,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,1,0,0,0,1,1
MAIRANA,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,0,0,2,0,2,2
MOJOCOYA,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,9,7,0,0,9,7,16
MONTEAGUDO,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,1,0,0,0,1,0,1
MONTERO,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,1,2,1,1,2,3,5
OMEREQUE,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,1,0,2,0,3,3
PADCAYA,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,1,0,0,0,1,1
PADILLA,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,1,0,0,0,1,0,1
PRESTO,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,1,1,0,0,1,1,2
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,0,0,0,0,0,0
SANTA ROSA DEL SARA,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,1,0,0,0,1,1
TAPACARI,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,6,0,0,0,6,6
TARABUCO,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,0,1,0,0,0,1,1
TORO TORO,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,42,35,0,0,42,35,77
YACUIBA,chagas,tratamientos rn a menores de 1 ano de edad,2011-11-01,1,0,1,0,2,0,2
CABEZAS,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,5,2,0,0,5,2,7
CAPINOTA,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,1,0,0,0,1,0,1
CHARAGUA,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,0,0,0,1,0,1,1
LA GUARDIA,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,0,1,0,1,0,2,2
MONTERO,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,0,1,1,1,1,2,3
PADCAYA,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,0,0,0,1,0,1,1
PADILLA,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,1,0,1,0,2,0,2
SACABA,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,1,0,1,0,2,0,2
SANTA ROSA DEL SARA,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,0,0,0,1,0,1,1
SUCRE,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,0,1,0,0,0,1,1
TARABUCO,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,0,1,0,0,0,1,1
TIQUIPAYA,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,0,2,0,0,0,2,2
TUPIZA,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,0,1,0,0,0,1,1
WARNES,chagas,tratamientos rn a menores de 1 ano de edad,2011-12-01,0,1,0,0,0,1,1
