,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES,TOTALES
CHARAGUA,chagas,tratamientos de 15 anos y mas,2011-02-01,1,1,0,0,1,1,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2011-02-01,5,10,4,13,9,23,32
COTAGAITA,chagas,tratamientos de 15 anos y mas,2011-02-01,0,4,0,2,0,6,6
EL TORNO,chagas,tratamientos de 15 anos y mas,2011-02-01,0,0,1,0,1,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2011-02-01,0,0,0,1,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2011-02-01,0,2,1,2,1,4,5
OMEREQUE,chagas,tratamientos de 15 anos y mas,2011-02-01,0,1,0,0,0,1,1
PORTACHUELO,chagas,tratamientos de 15 anos y mas,2011-02-01,0,0,0,1,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2011-02-01,7,24,0,0,7,24,31
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2011-02-01,0,1,1,0,1,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2011-02-01,0,0,1,1,1,1,2
SUCRE,chagas,tratamientos de 15 anos y mas,2011-02-01,4,6,0,0,4,6,10
TUPIZA,chagas,tratamientos de 15 anos y mas,2011-02-01,6,11,18,21,24,32,56
VILLA SERRANO,chagas,tratamientos de 15 anos y mas,2011-02-01,1,0,0,0,1,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2011-02-01,0,1,0,0,0,1,1
VILLAZON,chagas,tratamientos de 15 anos y mas,2011-02-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2011-03-01,19,22,43,49,62,71,133
BERMEJO,chagas,tratamientos de 15 anos y mas,2011-03-01,1,0,0,1,1,1,2
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2011-03-01,0,1,0,0,0,1,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2011-03-01,0,1,0,0,0,1,1
CHARAGUA,chagas,tratamientos de 15 anos y mas,2011-03-01,1,1,0,0,1,1,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2011-03-01,51,99,11,55,62,154,216
COTAGAITA,chagas,tratamientos de 15 anos y mas,2011-03-01,2,7,0,5,2,12,14
EL TORNO,chagas,tratamientos de 15 anos y mas,2011-03-01,1,0,0,0,1,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2011-03-01,0,0,0,1,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2011-03-01,0,3,1,0,1,3,4
OMEREQUE,chagas,tratamientos de 15 anos y mas,2011-03-01,16,25,0,0,16,25,41
PADILLA,chagas,tratamientos de 15 anos y mas,2011-03-01,0,0,0,2,0,2,2
PUNATA,chagas,tratamientos de 15 anos y mas,2011-03-01,6,8,1,3,7,11,18
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2011-03-01,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2011-03-01,1,1,0,1,1,2,3
SUCRE,chagas,tratamientos de 15 anos y mas,2011-03-01,2,1,0,0,2,1,3
TARABUCO,chagas,tratamientos de 15 anos y mas,2011-03-01,2,4,0,0,2,4,6
TUPIZA,chagas,tratamientos de 15 anos y mas,2011-03-01,6,11,24,24,30,35,65
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2011-03-01,4,3,0,0,4,3,7
VILLAZON,chagas,tratamientos de 15 anos y mas,2011-03-01,0,3,0,0,0,3,3
AIQUILE,chagas,tratamientos de 15 anos y mas,2011-04-01,33,32,0,0,33,32,65
BERMEJO,chagas,tratamientos de 15 anos y mas,2011-04-01,1,0,0,2,1,2,3
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos de 15 anos y mas,2011-04-01,0,1,0,0,0,1,1
CHARAGUA,chagas,tratamientos de 15 anos y mas,2011-04-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2011-04-01,0,6,0,0,0,6,6
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2011-04-01,60,115,30,59,90,174,264
COTAGAITA,chagas,tratamientos de 15 anos y mas,2011-04-01,4,6,1,1,5,7,12
EL TORNO,chagas,tratamientos de 15 anos y mas,2011-04-01,1,0,0,0,1,0,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2011-04-01,3,1,0,1,3,2,5
OMEREQUE,chagas,tratamientos de 15 anos y mas,2011-04-01,11,6,0,0,11,6,17
PASORAPA,chagas,tratamientos de 15 anos y mas,2011-04-01,15,22,0,0,15,22,37
SAIPINA,chagas,tratamientos de 15 anos y mas,2011-04-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2011-04-01,0,0,0,0,0,0,0
SUCRE,chagas,tratamientos de 15 anos y mas,2011-04-01,6,5,0,0,6,5,11
TARIJA,chagas,tratamientos de 15 anos y mas,2011-04-01,12,18,0,0,12,18,30
TOMINA,chagas,tratamientos de 15 anos y mas,2011-04-01,5,12,0,0,5,12,17
TUPIZA,chagas,tratamientos de 15 anos y mas,2011-04-01,5,7,6,11,11,18,29
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2011-04-01,5,0,0,0,5,0,5
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2011-04-01,14,10,0,1,14,11,25
VILLAZON,chagas,tratamientos de 15 anos y mas,2011-04-01,0,0,0,1,0,1,1
YOTALA,chagas,tratamientos de 15 anos y mas,2011-04-01,2,1,0,0,2,1,3
AIQUILE,chagas,tratamientos de 15 anos y mas,2011-05-01,16,15,1,2,17,17,34
BERMEJO,chagas,tratamientos de 15 anos y mas,2011-05-01,0,2,0,0,0,2,2
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2011-05-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2011-05-01,0,2,0,0,0,2,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2011-05-01,22,49,32,67,54,116,170
COTAGAITA,chagas,tratamientos de 15 anos y mas,2011-05-01,1,4,2,2,3,6,9
EL TORNO,chagas,tratamientos de 15 anos y mas,2011-05-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2011-05-01,7,4,0,0,7,4,11
OMEREQUE,chagas,tratamientos de 15 anos y mas,2011-05-01,10,6,5,7,15,13,28
PASORAPA,chagas,tratamientos de 15 anos y mas,2011-05-01,30,27,0,0,30,27,57
PUNATA,chagas,tratamientos de 15 anos y mas,2011-05-01,6,4,10,4,16,8,24
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2011-05-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2011-05-01,2,2,0,0,2,2,4
TAPACARI,chagas,tratamientos de 15 anos y mas,2011-05-01,5,1,0,0,5,1,6
TARABUCO,chagas,tratamientos de 15 anos y mas,2011-05-01,1,1,0,2,1,3,4
TARIJA,chagas,tratamientos de 15 anos y mas,2011-05-01,20,33,0,0,20,33,53
TUPIZA,chagas,tratamientos de 15 anos y mas,2011-05-01,45,63,13,8,58,71,129
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2011-05-01,0,0,3,4,3,4,7
VILLAZON,chagas,tratamientos de 15 anos y mas,2011-05-01,0,0,0,1,0,1,1
VITICHI,chagas,tratamientos de 15 anos y mas,2011-05-01,49,72,1,0,50,72,122
AIQUILE,chagas,tratamientos de 15 anos y mas,2011-06-01,65,44,34,24,99,68,167
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2011-06-01,0,0,0,2,0,2,2
CKOCHAS,chagas,tratamientos de 15 anos y mas,2011-06-01,0,1,0,0,0,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2011-06-01,1,1,9,16,10,17,27
COROICO,chagas,tratamientos de 15 anos y mas,2011-06-01,0,1,1,0,1,1,2
COTAGAITA,chagas,tratamientos de 15 anos y mas,2011-06-01,0,0,2,4,2,4,6
EL TORNO,chagas,tratamientos de 15 anos y mas,2011-06-01,1,0,0,0,1,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2011-06-01,2,0,0,0,2,0,2
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2011-06-01,4,3,1,0,5,3,8
OMEREQUE,chagas,tratamientos de 15 anos y mas,2011-06-01,6,18,8,16,14,34,48
PASORAPA,chagas,tratamientos de 15 anos y mas,2011-06-01,0,0,5,2,5,2,7
PUNATA,chagas,tratamientos de 15 anos y mas,2011-06-01,3,3,3,17,6,20,26
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2011-06-01,3,4,0,1,3,5,8
SUCRE,chagas,tratamientos de 15 anos y mas,2011-06-01,0,4,0,0,0,4,4
TARABUCO,chagas,tratamientos de 15 anos y mas,2011-06-01,0,0,1,0,1,0,1
TOMINA,chagas,tratamientos de 15 anos y mas,2011-06-01,0,0,5,12,5,12,17
TUPIZA,chagas,tratamientos de 15 anos y mas,2011-06-01,92,62,5,7,97,69,166
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2011-06-01,0,2,2,0,2,2,4
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2011-06-01,0,0,14,11,14,11,25
VITICHI,chagas,tratamientos de 15 anos y mas,2011-06-01,0,1,0,2,0,3,3
AIQUILE,chagas,tratamientos de 15 anos y mas,2011-07-01,28,13,2,3,30,16,46
CKOCHAS,chagas,tratamientos de 15 anos y mas,2011-07-01,0,1,0,0,0,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2011-07-01,20,31,34,57,54,88,142
EL ALTO,chagas,tratamientos de 15 anos y mas,2011-07-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2011-07-01,1,0,1,2,2,2,4
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2011-07-01,1,0,0,0,1,0,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2011-07-01,1,4,0,0,1,4,5
OMEREQUE,chagas,tratamientos de 15 anos y mas,2011-07-01,5,1,10,2,15,3,18
PAILON,chagas,tratamientos de 15 anos y mas,2011-07-01,1,0,0,0,1,0,1
PASORAPA,chagas,tratamientos de 15 anos y mas,2011-07-01,17,18,3,4,20,22,42
POCONA,chagas,tratamientos de 15 anos y mas,2011-07-01,0,0,0,1,0,1,1
PUNATA,chagas,tratamientos de 15 anos y mas,2011-07-01,5,7,7,4,12,11,23
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2011-07-01,2,0,1,2,3,2,5
SUCRE,chagas,tratamientos de 15 anos y mas,2011-07-01,0,3,0,0,0,3,3
TAPACARI,chagas,tratamientos de 15 anos y mas,2011-07-01,1,0,4,1,5,1,6
TARABUCO,chagas,tratamientos de 15 anos y mas,2011-07-01,0,2,0,0,0,2,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2011-07-01,33,46,45,58,78,104,182
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2011-07-01,0,1,1,0,1,1,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2011-07-01,1,4,0,0,1,4,5
VITICHI,chagas,tratamientos de 15 anos y mas,2011-07-01,0,0,2,5,2,5,7
AIQUILE,chagas,tratamientos de 15 anos y mas,2011-08-01,48,34,27,16,75,50,125
BERMEJO,chagas,tratamientos de 15 anos y mas,2011-08-01,0,3,0,0,0,3,3
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2011-08-01,9,15,1,10,10,25,35
EL TORNO,chagas,tratamientos de 15 anos y mas,2011-08-01,0,0,1,0,1,0,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2011-08-01,9,6,0,0,9,6,15
OMEREQUE,chagas,tratamientos de 15 anos y mas,2011-08-01,12,15,4,7,16,22,38
PASORAPA,chagas,tratamientos de 15 anos y mas,2011-08-01,18,17,9,6,27,23,50
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2011-08-01,0,3,0,0,0,3,3
PUNATA,chagas,tratamientos de 15 anos y mas,2011-08-01,0,3,1,3,1,6,7
SACABA,chagas,tratamientos de 15 anos y mas,2011-08-01,4,4,1,1,5,5,10
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2011-08-01,3,1,5,2,8,3,11
SUCRE,chagas,tratamientos de 15 anos y mas,2011-08-01,2,5,0,3,2,8,10
TARIJA,chagas,tratamientos de 15 anos y mas,2011-08-01,3,8,9,18,12,26,38
TUPIZA,chagas,tratamientos de 15 anos y mas,2011-08-01,16,24,55,60,71,84,155
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2011-08-01,1,1,0,0,1,1,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2011-08-01,6,13,0,0,6,13,19
VITICHI,chagas,tratamientos de 15 anos y mas,2011-08-01,0,0,37,52,37,52,89
WARNES,chagas,tratamientos de 15 anos y mas,2011-08-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2011-09-01,20,24,1,0,21,24,45
AYOPAYA (V. DE INDEPENDENCIA),chagas,tratamientos de 15 anos y mas,2011-09-01,1,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2011-09-01,5,9,11,19,16,28,44
EL TORNO,chagas,tratamientos de 15 anos y mas,2011-09-01,1,1,1,0,2,1,3
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2011-09-01,0,0,1,0,1,0,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2011-09-01,1,2,0,0,1,2,3
OMEREQUE,chagas,tratamientos de 15 anos y mas,2011-09-01,7,7,0,0,7,7,14
PASORAPA,chagas,tratamientos de 15 anos y mas,2011-09-01,3,7,14,9,17,16,33
SACABA,chagas,tratamientos de 15 anos y mas,2011-09-01,2,2,4,1,6,3,9
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2011-09-01,0,0,0,0,0,0,0
SUCRE,chagas,tratamientos de 15 anos y mas,2011-09-01,1,4,0,0,1,4,5
TAPACARI,chagas,tratamientos de 15 anos y mas,2011-09-01,4,6,1,0,5,6,11
TARIJA,chagas,tratamientos de 15 anos y mas,2011-09-01,2,11,1,2,3,13,16
TINGUIPAYA,chagas,tratamientos de 15 anos y mas,2011-09-01,0,18,0,0,0,18,18
TUPIZA,chagas,tratamientos de 15 anos y mas,2011-09-01,63,68,20,35,83,103,186
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2011-09-01,0,0,0,2,0,2,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2011-09-01,13,29,1,3,14,32,46
VINTO,chagas,tratamientos de 15 anos y mas,2011-09-01,1,0,0,1,1,1,2
WARNES,chagas,tratamientos de 15 anos y mas,2011-09-01,0,1,0,0,0,1,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2011-10-01,30,20,25,11,55,31,86
BERMEJO,chagas,tratamientos de 15 anos y mas,2011-10-01,1,0,0,3,1,3,4
CAPINOTA,chagas,tratamientos de 15 anos y mas,2011-10-01,1,2,0,0,1,2,3
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2011-10-01,1,6,11,14,12,20,32
MIZQUE,chagas,tratamientos de 15 anos y mas,2011-10-01,3,0,0,0,3,0,3
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2011-10-01,3,1,0,1,3,2,5
OMEREQUE,chagas,tratamientos de 15 anos y mas,2011-10-01,4,6,9,18,13,24,37
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2011-10-01,0,0,1,2,1,2,3
PASORAPA,chagas,tratamientos de 15 anos y mas,2011-10-01,1,1,0,6,1,7,8
PORTACHUELO,chagas,tratamientos de 15 anos y mas,2011-10-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2011-10-01,10,19,0,0,10,19,29
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2011-10-01,0,0,0,0,0,0,0
SUCRE,chagas,tratamientos de 15 anos y mas,2011-10-01,5,1,0,0,5,1,6
TAPACARI,chagas,tratamientos de 15 anos y mas,2011-10-01,2,5,0,0,2,5,7
TARABUCO,chagas,tratamientos de 15 anos y mas,2011-10-01,0,1,0,0,0,1,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2011-10-01,19,20,12,18,31,38,69
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2011-10-01,0,1,1,1,1,2,3
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2011-10-01,5,6,6,10,11,16,27
WARNES,chagas,tratamientos de 15 anos y mas,2011-10-01,0,2,0,0,0,2,2
AIQUILE,chagas,tratamientos de 15 anos y mas,2011-11-01,3,2,5,5,8,7,15
CAMARGO,chagas,tratamientos de 15 anos y mas,2011-11-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2011-11-01,1,3,0,0,1,3,4
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2011-11-01,1,5,1,3,2,8,10
EL TORNO,chagas,tratamientos de 15 anos y mas,2011-11-01,0,3,0,0,0,3,3
MIZQUE,chagas,tratamientos de 15 anos y mas,2011-11-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2011-11-01,2,0,0,1,2,1,3
OMEREQUE,chagas,tratamientos de 15 anos y mas,2011-11-01,1,5,6,4,7,9,16
PADILLA,chagas,tratamientos de 15 anos y mas,2011-11-01,0,2,0,0,0,2,2
PASORAPA,chagas,tratamientos de 15 anos y mas,2011-11-01,1,2,3,7,4,9,13
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2011-11-01,0,1,0,0,0,1,1
SACABA,chagas,tratamientos de 15 anos y mas,2011-11-01,1,4,0,1,1,5,6
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2011-11-01,0,1,0,0,0,1,1
SUCRE,chagas,tratamientos de 15 anos y mas,2011-11-01,0,4,0,0,0,4,4
TARABUCO,chagas,tratamientos de 15 anos y mas,2011-11-01,0,1,0,0,0,1,1
TINGUIPAYA,chagas,tratamientos de 15 anos y mas,2011-11-01,0,0,0,2,0,2,2
TIQUIPAYA,chagas,tratamientos de 15 anos y mas,2011-11-01,1,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2011-11-01,17,23,28,40,45,63,108
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2011-11-01,0,1,0,0,0,1,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2011-11-01,0,4,9,18,9,22,31
VILLAZON,chagas,tratamientos de 15 anos y mas,2011-11-01,1,2,0,0,1,2,3
AIQUILE,chagas,tratamientos de 15 anos y mas,2011-12-01,38,38,2,5,40,43,83
CAPINOTA,chagas,tratamientos de 15 anos y mas,2011-12-01,1,1,0,0,1,1,2
CLIZA,chagas,tratamientos de 15 anos y mas,2011-12-01,1,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2011-12-01,0,4,3,5,3,9,12
EL TORNO,chagas,tratamientos de 15 anos y mas,2011-12-01,1,1,0,0,1,1,2
ICLA,chagas,tratamientos de 15 anos y mas,2011-12-01,1,0,0,0,1,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2011-12-01,0,0,3,1,3,1,4
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2011-12-01,0,1,0,0,0,1,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2011-12-01,0,0,10,6,10,6,16
PASORAPA,chagas,tratamientos de 15 anos y mas,2011-12-01,0,0,1,1,1,1,2
PORTACHUELO,chagas,tratamientos de 15 anos y mas,2011-12-01,0,0,0,1,0,1,1
SACABA,chagas,tratamientos de 15 anos y mas,2011-12-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2011-12-01,1,2,0,0,1,2,3
TARIJA,chagas,tratamientos de 15 anos y mas,2011-12-01,0,0,2,5,2,5,7
TIQUIPAYA,chagas,tratamientos de 15 anos y mas,2011-12-01,2,1,0,0,2,1,3
TUPIZA,chagas,tratamientos de 15 anos y mas,2011-12-01,14,30,19,19,33,49,82
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2011-12-01,1,2,4,4,5,6,11
WARNES,chagas,tratamientos de 15 anos y mas,2011-12-01,0,0,0,2,0,2,2
