,group,variable,month,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD INCIADO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD INCIADO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD CONCLUIDO,TRATAMIENTOS 5 AÑOS A MENORES DE 15 AÑOS DE EDAD CONCLUIDO,TOTALES,TOTALES,TOTALES
VILLA MONTES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-01-01,1,0,0,0,1,0,1
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,1,0,0,0,1,0,1
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,1,3,2,1,3,4,7
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,0,0,1,0,1,0,1
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,5,3,0,0,5,3,8
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,48,75,12,14,60,89,149
COTAGAITA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,0,0,1,0,1,0,1
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,0,0,5,1,5,1,6
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,0,0,1,0,1,0,1
PORTACHUELO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,1,2,1,1,2,3,5
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,0,0,1,0,1,0,1
SAMAIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,0,0,0,0,0,0,0
SHINAOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,1,1,2,0,3,1,4
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,0,0,0,1,0,1,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-02-01,0,0,5,15,5,15,20
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,0,1,4,4,4,5,9
BERMEJO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,1,0,0,0,1,0,1
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,2,0,0,0,2,0,2
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,4,4,0,0,4,4,8
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,2,4,1,2,3,6,9
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,0,0,1,0,1,0,1
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,0,1,0,0,0,1,1
SAIPINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,2,0,0,0,2,0,2
SAMAIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,0,0,0,0,0,0,0
TAPACARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,3,1,0,0,3,1,4
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,0,0,1,0,1,0,1
WARNES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-03-01,2,1,0,0,2,1,3
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,2,1,0,0,2,1,3
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,0,0,1,3,1,3,4
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,0,1,0,0,0,1,1
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,0,0,4,1,4,1,5
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,0,1,0,0,0,1,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,2,2,0,0,2,2,4
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,0,1,1,0,1,1,2
MONTERO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,0,1,0,0,0,1,1
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,2,4,0,0,2,4,6
PORTACHUELO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,0,0,0,2,0,2,2
SAMAIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,0,1,0,0,0,1,1
SHINAOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,1,0,0,0,1,0,1
TARABUCO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,1,0,1,0,2,0,2
TOMINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,0,1,0,0,0,1,1
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,2,0,0,0,2,0,2
WARNES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,1,1,0,0,1,1,2
YOTALA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-04-01,1,0,0,0,1,0,1
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,0,1,0,0,0,1,1
BERMEJO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,1,0,0,0,1,0,1
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,0,2,0,3,0,5,5
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,0,1,1,2,1,3,4
CORIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,1,3,0,0,1,3,4
IRUPANA (VILLA DE LANZA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,0,0,0,1,0,1,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,1,1,0,0,1,1,2
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,0,1,0,0,0,1,1
PAILON,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,2,2,0,0,2,2,4
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,1,0,0,0,1,0,1
SAMAIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,0,0,0,1,0,1,1
SAN LUCAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,1,2,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,0,0,0,0,0,0,0
SHINAOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,1,0,0,0,1,0,1
TAPACARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,1,0,2,2,3,2,5
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,15,12,0,0,15,12,27
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,1,2,0,0,1,2,3
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,0,1,0,0,0,1,1
VILLA TUNARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,0,0,0,1,0,1,1
VITICHI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,1,1,0,0,1,1,2
WARNES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-05-01,0,0,2,1,2,1,3
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,1,0,1,1,2,1,3
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,2,1,0,0,2,1,3
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,1,3,0,0,1,3,4
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,1,0,0,0,1,0,1
MONTERO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,1,0,1,1,2,1,3
PASORAPA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,0,0,16,9,16,9,25
POCONA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,0,0,0,3,0,3,3
PORTACHUELO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,0,0,0,0,0,0,0
TAPACARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,0,2,0,2,0,4,4
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,3740,6,0,0,3740,6,3746
TOMINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,0,0,0,1,0,1,1
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,0,0,1,0,1,0,1
VILLA TUNARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,1,1,0,0,1,1,2
WARNES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-06-01,0,2,0,0,0,2,2
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,3,3,0,0,3,3,6
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,3,0,0,0,3,0,3
CAPINOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,0,1,0,1,0,1
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,0,0,1,0,1,1
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,2,0,0,0,2,2
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,1,0,0,0,1,1
MONTERO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,1,2,0,0,1,2,3
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,0,0,1,0,1,1
PAILON,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,3,0,2,2,5,2,7
PASORAPA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,8,1,0,0,8,1,9
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,2,0,0,0,2,2
QUILLACOLLO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,1,0,0,0,1,1
SAN LUCAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,0,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,1,0,0,0,1,0,1
SHINAOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,0,1,0,1,0,1
TAPACARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,0,2,0,2,0,2
TARABUCO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,1,0,0,0,1,0,1
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,1,30,28,30,29,59
TIQUIPAYA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,0,1,0,0,0,1,1
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,1,0,5,10,6,10,16
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,3,2,1,1,4,3,7
VILLA TUNARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,2,0,0,0,2,0,2
WARNES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-07-01,1,2,0,0,1,2,3
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,1,0,0,0,1,0,1
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,1,0,1,0,2,0,2
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,2,8,1,2,3,10,13
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,1,1,0,0,1,1,2
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,0,0,1,0,1,0,1
MONTERO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,0,1,1,0,1,1,2
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,0,2,0,0,0,2,2
PAILON,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,2,2,0,0,2,2,4
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,1,2,0,0,1,2,3
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,0,2,0,0,0,2,2
SAMAIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,0,0,0,0,0,0,0
SHINAOTA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,1,0,1,0,2,0,2
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,14,17,4,6,18,23,41
TINGUIPAYA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,2,3,0,0,2,3,5
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,1,0,0,0,1,0,1
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,0,3,0,0,0,3,3
WARNES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-08-01,0,0,1,1,1,1,2
BERMEJO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,1,0,0,0,1,1
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,1,0,1,2,2,2,4
CULPINA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,2,8,0,0,2,8,10
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,1,1,0,1,1,2
MIZQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,5,0,0,0,5,5
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,1,1,0,1,1,2
MONTERO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,1,1,4,1,5,6
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,1,0,0,0,1,0,1
PAILON,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,0,1,0,1,0,1
PASORAPA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,0,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,0,0,0,0,0,0
TAPACARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,1,0,0,0,1,1
TINGUIPAYA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,13,15,0,0,13,15,28
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,1,1,0,1,1,2
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,1,3,2,3,3,6
VILLA TUNARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,0,2,0,2,0,2
WARNES,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-09-01,0,1,1,2,1,3,4
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,4,3,2,3,6,6,12
AYOPAYA (V. DE INDEPENDENCIA),chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,1,0,0,0,1,0,1
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,1,0,0,0,1,0,1
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,0,0,2,6,2,6,8
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,1,12,0,0,1,12,13
CUATRO CAÑADAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,0,0,1,1,1,1,2
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,1,0,0,0,1,0,1
MONTERO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,1,2,1,1,2,3,5
OMEREQUE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,1,1,0,4,1,5,6
PUERTO VILLARROEL,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,0,1,0,0,0,1,1
PUNATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,0,0,5,0,5,0,5
SACABA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,1,2,0,1,1,3,4
SAMAIPATA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,0,0,0,0,0,0,0
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,0,3,0,0,0,3,3
TAPACARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,1,1,0,1,1,2,3
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,25,32,15,20,40,52,92
TINGUIPAYA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,0,0,2,1,2,1,3
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,0,1,0,0,0,1,1
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,0,1,0,3,0,4,4
VILLA TUNARI,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-10-01,1,0,0,0,1,0,1
CHARAGUA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,3,0,1,4,4,4,8
LA GUARDIA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,7,3,0,0,7,3,10
MONTERO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,0,1,0,0,0,1,1
PADILLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,1,0,0,0,1,0,1
PAMPA GRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,1,0,0,0,1,0,1
PRESTO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,12,5,0,0,12,5,17
PUERTO VILLARROEL,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,0,0,0,0,0,0,0
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,25,35,3,6,28,41,69
TINGUIPAYA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,0,0,1,2,1,2,3
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-11-01,1,3,0,1,1,4,5
AIQUILE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,3,3,0,0,3,3,6
CABEZAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,5,2,0,0,5,2,7
CAMARGO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,1,0,1,0,2,0,2
COCHABAMBA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,0,1,1,2,1,3,4
EL TORNO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,3,1,0,0,3,1,4
ICLA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,2,1,0,0,2,1,3
MONTEAGUDO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,8,6,0,0,8,6,14
MONTERO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,0,0,0,2,0,2,2
SAN LUCAS,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,0,0,0,0,0,0,0
SUCRE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,1,0,0,3,1,3,4
TARIJA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,0,0,22,29,22,29,51
TORO TORO,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,0,1,0,0,0,1,1
TUPIZA,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,1,3,0,1,1,4,5
VALLEGRANDE,chagas,tratamientos 5 anos a menores de 15 anos de edad,2011-12-01,6,3,0,0,6,3,9
