,group,variable,month,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,16,32,16,32,48
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,124,214,124,214,338
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,1,0,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,65,169,65,169,234
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,12,23,12,23,35
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,3,0,3,3
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,22,0,22,0,22
POSTRER VALLE,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,1,0,1,0,1
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,12,63,12,63,75
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,3,0,3,3
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,3,6,3,6,9
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,33,126,33,126,159
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,24,67,24,67,91
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,5,66,5,66,71
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,25,174,25,174,199
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,2,1,2,1,3
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,1,8,1,8,9
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,12,35,12,35,47
SAN ANDRES,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,1,2,1,2,3
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,1,3,1,3,4
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,3,4,3,4,7
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,3,4,3,4,7
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,23,30,23,30,53
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,4,5,4,5,9
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,3,0,3,3
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,6,11,6,11,17
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,4,8,4,8,12
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,2,7,2,7,9
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,3,3,3,3,6
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,1,0,1,1
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,2,0,2,2
SAN RAMON SCZ,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,1,0,1,0,1
SANTA ANA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,225,817,225,817,1042
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,1,0,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,1,1,1,1,2
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,107,195,107,195,302
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,8,21,8,21,29
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,109,138,109,138,247
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,1,13,1,13,14
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,0,0,0,0
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,15,23,15,23,38
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,11,54,11,54,65
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,7,0,7,7
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,6,16,6,16,22
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,2,0,2,2
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,8,23,8,23,31
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,1,0,1,0,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,6,0,6,6
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,0,1,0,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,1,3,1,3,4
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,1,0,1,0,1
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2019-01-01,25,33,25,33,58
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,6,0,6,6
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,6,0,6,6
ANZALDO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,3,1,3,1,4
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,8,23,8,23,31
AUCAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,0,0,0,0
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,0,1,0,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,2,0,2,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,4,21,4,21,25
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,22,64,22,64,86
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,12,32,12,32,44
CARMEN RIVERO TORREZ,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,0,1,0,1
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,4,0,4,4
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,8,19,8,19,27
CHAYANTA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,2,12,2,12,14
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,5,30,5,30,35
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,34,176,34,176,210
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,129,428,129,428,557
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,6,29,6,29,35
COLQUECHACA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,1,0,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,6,0,6,6
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,4,19,4,19,23
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,96,530,96,530,626
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,11,0,11,11
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,2,1,2,1,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,12,1,12,13
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,3,1,3,1,4
HUACARETA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,6,1,6,1,7
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,2,0,2,2
HUARACAJE,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,1,0,1,1
IXIAMAS,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,0,1,0,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,5,4,5,4,9
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1710,2763,1710,2763,4473
LAGUNILLAS,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,5,1,5,6
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,3,12,3,12,15
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,2,5,2,5,7
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,1,0,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,6,8,6,8,14
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,3,0,3,3
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,6,25,6,25,31
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,148,290,148,290,438
OCURI,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,0,1,0,1
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,36,156,36,156,192
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,9,29,9,29,38
PASORAPA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,0,1,0,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,11,0,11,0,11
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,9,28,9,28,37
PRESTO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,2,2,2,2,4
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,6,4,6,4,10
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,12,89,12,89,101
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,10,55,10,55,65
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,10,50,10,50,60
RAVELO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,5,0,5,5
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,1,1,1,2
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,18,229,18,229,247
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,0,1,0,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,3,5,3,5,8
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,17,31,17,31,48
SAN ANDRES,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,2,1,2,1,3
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,5,8,5,8,13
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,27,20,27,20,47
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,5,3,5,3,8
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,2,6,2,6,8
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,1,0,1,1
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,2,7,2,7,9
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,237,803,237,803,1040
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,2,3,2,3,5
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,1,0,1,1
SORATA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,0,1,0,1
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,97,226,97,226,323
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,15,19,15,19,34
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,76,136,76,136,212
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,3,7,3,7,10
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,0,0,0,0
TOLEDO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,2,0,2,2
TOMAVE,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,1,0,1,1
TORO TORO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,7,15,7,15,22
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,3,50,3,50,53
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,2,5,2,5,7
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,11,5,11,5,16
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,5,0,5,5
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,6,21,6,21,27
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,0,1,0,1,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,5,14,5,14,19
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,2,3,2,3,5
VILLAZON,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,1,1,1,1,2
WARNES,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,3,19,3,19,22
YACUIBA,internaciones,ingresos referidos de otros establecimientos de salud,2019-02-01,30,42,30,42,72
ACACIO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,6,0,6,6
AIQUILE,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,5,8,5,8,13
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,2,14,2,14,16
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,6,1,6,7
AZURDUY,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,2,1,2,1,3
BAURES,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,2,1,2,1,3
BERMEJO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,0,0,0,0
CABEZAS,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,11,26,11,26,37
CAMIRI,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,25,59,25,59,84
CARANAVI,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,6,45,6,45,51
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,4,4,4,4,8
CHARAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,9,11,9,11,20
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,4,19,4,19,23
CLIZA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,5,23,5,23,28
COBIJA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,62,210,62,210,272
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,164,492,164,492,656
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,2,8,2,8,10
"COLCHA ""K""",internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,4,0,4,4
COROICO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,2,14,2,14,16
CULPINA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,14,1,14,15
EL ALTO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,123,734,123,734,857
EL TORNO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,26,2,26,2,28
ENTRE RIOS TRJ,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
GENERAL SAAVEDRA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,5,0,5,5
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,27,0,27,27
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,4,1,4,5
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,0,1,0,1
HUANUNI,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,3,5,3,5,8
IXIAMAS,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,0,1,0,1
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,3,3,3,3,6
LA PAZ,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1270,2408,1270,2408,3678
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,5,1,5,6
MACHARETI,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,1,1,1,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
MAIRANA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,4,0,4,4
MIZQUE,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,2,3,2,3,5
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,17,35,17,35,52
MONTERO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,194,396,194,396,590
ORURO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,114,355,114,355,469
PADILLA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,12,31,12,31,43
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,5,0,5,5
PORCO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,4,0,4,4
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,13,1,13,1,14
POTOSI,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,27,82,27,82,109
PUERTO GONZALO MORENO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,2,1,2,3
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,3,12,3,12,15
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,29,89,29,89,118
PUNATA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,19,62,19,62,81
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,31,96,31,96,127
REYES,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,3,1,3,4
RIBERALTA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,11,289,11,289,300
ROBORE,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,4,1,4,5
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,7,0,7,7
SACABA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,15,84,15,84,99
SACABAMBA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,2,8,2,8,10
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,10,13,10,13,23
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,27,23,27,23,50
SAN JAVIER(STC),internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,2,1,2,3
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,4,2,4,2,6
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,2,17,2,17,19
SAN MATIAS,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,1,1,1,2
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,316,965,316,965,1281
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,2,1,2,3
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,2,2,2,2,4
SOPACHUY,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,2,1,2,1,3
SUCRE,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,126,291,126,291,417
TACOPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
TARABUCO,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,10,16,10,16,26
TARIJA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,109,151,109,151,260
TARVITA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,2,5,2,5,7
TIQUIPAYA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,0,0,0,0
TOMINA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,0,1,0,1,1
TRINIDAD,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,28,15,28,15,43
TUPIZA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,19,81,19,81,100
UYUNI,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,4,13,4,13,17
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,12,11,12,11,23
VIACHA,internaciones,ingresos referidos de otros establecimientos de salud,2019-03-01,1,9,1,9,10
