municipality,group,variable,month,RN con apego precoz,TOTAL
CAMARGO,atencion de partos en servicios,rn con apego precoz,2023-01-01,18,18
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
CAMIRI,atencion de partos en servicios,rn con apego precoz,2023-01-01,46,46
CAPINOTA,atencion de partos en servicios,rn con apego precoz,2023-01-01,12,12
CAQUIAVIRI,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
CARACOLLO,atencion de partos en servicios,rn con apego precoz,2023-01-01,7,7
CARANAVI,atencion de partos en servicios,rn con apego precoz,2023-01-01,88,88
CARAPARI,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
CARIPUYO,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con apego precoz,2023-01-01,7,7
CHALLAPATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,44,44
CHAQUI,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
CHARAGUA,atencion de partos en servicios,rn con apego precoz,2023-01-01,24,24
CHAYANTA,atencion de partos en servicios,rn con apego precoz,2023-01-01,8,8
CHIMORE,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
CHOQUE COTA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
CHUA COCANI,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con apego precoz,2023-01-01,17,17
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
CKOCHAS,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
CLIZA,atencion de partos en servicios,rn con apego precoz,2023-01-01,25,25
COBIJA,atencion de partos en servicios,rn con apego precoz,2023-01-01,45,45
COCAPATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,6,6
COCHABAMBA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1013,1013
COIPASA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
COLCAPIRHUA,atencion de partos en servicios,rn con apego precoz,2023-01-01,34,34
"COLCHA ""K""",atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
COLLANA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
COLOMI,atencion de partos en servicios,rn con apego precoz,2023-01-01,19,19
COLPA BELGICA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
COLQUECHACA,atencion de partos en servicios,rn con apego precoz,2023-01-01,17,17
COLQUENCHA,atencion de partos en servicios,rn con apego precoz,2023-01-01,7,7
COLQUIRI,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
COMARAPA,atencion de partos en servicios,rn con apego precoz,2023-01-01,19,19
CONCEPCION,atencion de partos en servicios,rn con apego precoz,2023-01-01,34,34
COPACABANA,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
CORIPATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,16,16
CORO CORO,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
COROICO,atencion de partos en servicios,rn con apego precoz,2023-01-01,6,6
CORQUE,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
COTAGAITA,atencion de partos en servicios,rn con apego precoz,2023-01-01,15,15
COTOCA,atencion de partos en servicios,rn con apego precoz,2023-01-01,41,41
CUATRO CAÑADAS,atencion de partos en servicios,rn con apego precoz,2023-01-01,28,28
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
CUEVO,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
CULPINA,atencion de partos en servicios,rn con apego precoz,2023-01-01,19,19
CURAHUARA DE CARANGAS,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
DESAGUADERO,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
EL ALTO,atencion de partos en servicios,rn con apego precoz,2023-01-01,709,709
EL PUENTE(STC),atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
EL PUENTE(TJA),atencion de partos en servicios,rn con apego precoz,2023-01-01,6,6
EL TORNO,atencion de partos en servicios,rn con apego precoz,2023-01-01,83,83
EL VILLAR,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,rn con apego precoz,2023-01-01,14,14
ENTRE RIOS CBBA,atencion de partos en servicios,rn con apego precoz,2023-01-01,39,39
ESCOMA,atencion de partos en servicios,rn con apego precoz,2023-01-01,7,7
EUCALIPTUS,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,rn con apego precoz,2023-01-01,7,7
FILADELFIA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,rn con apego precoz,2023-01-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
GUANAY,atencion de partos en servicios,rn con apego precoz,2023-01-01,11,11
GUAYARAMERIN,atencion de partos en servicios,rn con apego precoz,2023-01-01,36,36
GUTIERREZ,atencion de partos en servicios,rn con apego precoz,2023-01-01,8,8
HUACARAJE,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
HUACARETA,atencion de partos en servicios,rn con apego precoz,2023-01-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
HUANUNI,atencion de partos en servicios,rn con apego precoz,2023-01-01,22,22
HUARINA,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
HUAYLLAMARCA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
HUMANATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
ICLA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
INCAHUASI,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
INGAVI (HUMAITA),atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
INQUISIVI,atencion de partos en servicios,rn con apego precoz,2023-01-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,rn con apego precoz,2023-01-01,8,8
IXIAMAS,atencion de partos en servicios,rn con apego precoz,2023-01-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,rn con apego precoz,2023-01-01,6,6
LA ASUNTA,atencion de partos en servicios,rn con apego precoz,2023-01-01,57,57
LA GUARDIA,atencion de partos en servicios,rn con apego precoz,2023-01-01,100,100
LA PAZ,atencion de partos en servicios,rn con apego precoz,2023-01-01,984,984
LAGUNILLAS,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
LAJA,atencion de partos en servicios,rn con apego precoz,2023-01-01,9,9
LAS CARRERAS,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
LICOMA PAMPA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con apego precoz,2023-01-01,66,66
LLICA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
LORETO,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
LURIBAY,atencion de partos en servicios,rn con apego precoz,2023-01-01,7,7
MACHARETI,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
MAGDALENA,atencion de partos en servicios,rn con apego precoz,2023-01-01,8,8
MAIRANA,atencion de partos en servicios,rn con apego precoz,2023-01-01,7,7
MAPIRI,atencion de partos en servicios,rn con apego precoz,2023-01-01,38,38
MINEROS,atencion de partos en servicios,rn con apego precoz,2023-01-01,17,17
MIZQUE,atencion de partos en servicios,rn con apego precoz,2023-01-01,27,27
MOCOMOCO,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
MOJINETE,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
MOJOCOYA,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
MONTEAGUDO,atencion de partos en servicios,rn con apego precoz,2023-01-01,13,13
MONTERO,atencion de partos en servicios,rn con apego precoz,2023-01-01,38,38
MORO MORO,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
MOROCHATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
OCURI,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
OKINAWA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
OMEREQUE,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
ORURO,atencion de partos en servicios,rn con apego precoz,2023-01-01,537,537
PADCAYA,atencion de partos en servicios,rn con apego precoz,2023-01-01,10,10
PADILLA,atencion de partos en servicios,rn con apego precoz,2023-01-01,8,8
PAILON,atencion de partos en servicios,rn con apego precoz,2023-01-01,33,33
PALCA,atencion de partos en servicios,rn con apego precoz,2023-01-01,9,9
PALOS BLANCOS,atencion de partos en servicios,rn con apego precoz,2023-01-01,28,28
PAMPA GRANDE,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
PASORAPA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
PATACAMAYA,atencion de partos en servicios,rn con apego precoz,2023-01-01,22,22
PAZÑA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
PELECHUCO,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
POCOATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,14,14
POCONA,atencion de partos en servicios,rn con apego precoz,2023-01-01,8,8
POJO (CBBA),atencion de partos en servicios,rn con apego precoz,2023-01-01,15,15
POOPO,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
PORCO,atencion de partos en servicios,rn con apego precoz,2023-01-01,8,8
POROMA,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
PORONGO,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
PORTACHUELO,atencion de partos en servicios,rn con apego precoz,2023-01-01,28,28
PORVENIR,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
POTOSI,atencion de partos en servicios,rn con apego precoz,2023-01-01,299,299
PRESTO,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
PUCARANI,atencion de partos en servicios,rn con apego precoz,2023-01-01,12,12
PUERTO CARABUCO,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
PUERTO PEREZ,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,rn con apego precoz,2023-01-01,17,17
PUERTO RICO,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
PUERTO SUAREZ,atencion de partos en servicios,rn con apego precoz,2023-01-01,10,10
PUERTO VILLARROEL,atencion de partos en servicios,rn con apego precoz,2023-01-01,112,112
PUNA,atencion de partos en servicios,rn con apego precoz,2023-01-01,8,8
PUNATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,57,57
QUIABAYA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con apego precoz,2023-01-01,183,183
QUIME,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
QUIRUSILLAS,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
RAVELO,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
REYES,atencion de partos en servicios,rn con apego precoz,2023-01-01,7,7
RIBERALTA,atencion de partos en servicios,rn con apego precoz,2023-01-01,228,228
ROBORE,atencion de partos en servicios,rn con apego precoz,2023-01-01,23,23
RURRENABAQUE,atencion de partos en servicios,rn con apego precoz,2023-01-01,20,20
SABAYA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
SACABA,atencion de partos en servicios,rn con apego precoz,2023-01-01,219,219
SACABAMBA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
SACACA,atencion de partos en servicios,rn con apego precoz,2023-01-01,15,15
SAIPINA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
SAMAIPATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
SAN ANDRES,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
SAN BENITO,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
SAN BORJA,atencion de partos en servicios,rn con apego precoz,2023-01-01,62,62
SAN BUENA VENTURA,atencion de partos en servicios,rn con apego precoz,2023-01-01,18,18
SAN CARLOS,atencion de partos en servicios,rn con apego precoz,2023-01-01,26,26
SAN IGNACIO,atencion de partos en servicios,rn con apego precoz,2023-01-01,22,22
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con apego precoz,2023-01-01,70,70
SAN JAVIER(STC),atencion de partos en servicios,rn con apego precoz,2023-01-01,22,22
SAN JOAQUIN,atencion de partos en servicios,rn con apego precoz,2023-01-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con apego precoz,2023-01-01,35,35
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
SAN JULIAN,atencion de partos en servicios,rn con apego precoz,2023-01-01,51,51
SAN LORENZO(PND),atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
SAN LORENZO(TJA),atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
SAN LUCAS,atencion de partos en servicios,rn con apego precoz,2023-01-01,18,18
SAN MATIAS,atencion de partos en servicios,rn con apego precoz,2023-01-01,23,23
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con apego precoz,2023-01-01,13,13
SAN PABLO DE LIPEZ,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
SAN PEDRO,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2023-01-01,12,12
SAN PEDRO DE MACHA,atencion de partos en servicios,rn con apego precoz,2023-01-01,11,11
SAN PEDRO DE QUEMES,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
SAN RAFAEL,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
SAN RAMON BENI,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
SAN RAMON SCZ,atencion de partos en servicios,rn con apego precoz,2023-01-01,11,11
SANTA ANA,atencion de partos en servicios,rn con apego precoz,2023-01-01,33,33
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1319,1319
SANTA ROSA,atencion de partos en servicios,rn con apego precoz,2023-01-01,12,12
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con apego precoz,2023-01-01,6,6
SANTIAGO DE CALLAPA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
SANTIAGO DE HUATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
SANTIAGO DE MACHACA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
SAPAHAQUI,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
SENA,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
SHINAOTA,atencion de partos en servicios,rn con apego precoz,2023-01-01,43,43
SICA SICA (VILLA AROMA),atencion de partos en servicios,rn con apego precoz,2023-01-01,14,14
SICAYA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
SIPE SIPE,atencion de partos en servicios,rn con apego precoz,2023-01-01,40,40
SOPACHUY,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
SORACACHI,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
SORATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,8,8
SUCRE,atencion de partos en servicios,rn con apego precoz,2023-01-01,141,141
TACACHI,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
TACACOMA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
TACOBAMBA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
TACOPAYA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
TAHUA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
TAPACARI,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
TARABUCO,atencion de partos en servicios,rn con apego precoz,2023-01-01,13,13
TARACO,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
TARATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,6,6
TARIJA,atencion de partos en servicios,rn con apego precoz,2023-01-01,237,237
TARVITA,atencion de partos en servicios,rn con apego precoz,2023-01-01,15,15
TEOPONTE,atencion de partos en servicios,rn con apego precoz,2023-01-01,7,7
TIAHUANACU,atencion de partos en servicios,rn con apego precoz,2023-01-01,12,12
TINGUIPAYA,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
TIPUANI,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
TIQUIPAYA,atencion de partos en servicios,rn con apego precoz,2023-01-01,28,28
TIRAQUE (CBBA),atencion de partos en servicios,rn con apego precoz,2023-01-01,10,10
TOCO,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
TOLATA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
TOMAVE,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
TOMINA,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
TORO TORO,atencion de partos en servicios,rn con apego precoz,2023-01-01,6,6
TOTORA(CBBA),atencion de partos en servicios,rn con apego precoz,2023-01-01,22,22
TOTORA(ORR),atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
TRIGAL,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
TRINIDAD,atencion de partos en servicios,rn con apego precoz,2023-01-01,191,191
TUPIZA,atencion de partos en servicios,rn con apego precoz,2023-01-01,73,73
TURCO,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
UMALA,atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
UNCIA,atencion de partos en servicios,rn con apego precoz,2023-01-01,17,17
URIONDO (A. CONCEPCION),atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
URUBICHA,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
UYUNI,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
VACAS,atencion de partos en servicios,rn con apego precoz,2023-01-01,6,6
VALLEGRANDE,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
VIACHA,atencion de partos en servicios,rn con apego precoz,2023-01-01,68,68
VILA VILA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
VILLA CHARCAS,atencion de partos en servicios,rn con apego precoz,2023-01-01,14,14
VILLA MONTES,atencion de partos en servicios,rn con apego precoz,2023-01-01,76,76
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,rn con apego precoz,2023-01-01,2,2
VILLA RIVERO,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
VILLA SERRANO,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
VILLA TUNARI,atencion de partos en servicios,rn con apego precoz,2023-01-01,126,126
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
VILLAZON,atencion de partos en servicios,rn con apego precoz,2023-01-01,27,27
VINTO,atencion de partos en servicios,rn con apego precoz,2023-01-01,49,49
VITICHI,atencion de partos en servicios,rn con apego precoz,2023-01-01,4,4
WALDO BALLIVIAN,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
WARNES,atencion de partos en servicios,rn con apego precoz,2023-01-01,143,143
YACUIBA,atencion de partos en servicios,rn con apego precoz,2023-01-01,129,129
YAMPARAEZ,atencion de partos en servicios,rn con apego precoz,2023-01-01,8,8
YANACACHI,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
YAPACANI,atencion de partos en servicios,rn con apego precoz,2023-01-01,90,90
YOCALLA,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
YOTALA,atencion de partos en servicios,rn con apego precoz,2023-01-01,5,5
YUNCHARA,atencion de partos en servicios,rn con apego precoz,2023-01-01,1,1
ZUDAÑEZ,atencion de partos en servicios,rn con apego precoz,2023-01-01,3,3
ACACIO,atencion de partos en servicios,rn con apego precoz,2023-02-01,1,1
ACHACACHI,atencion de partos en servicios,rn con apego precoz,2023-02-01,30,30
ACHOCALLA,atencion de partos en servicios,rn con apego precoz,2023-02-01,17,17
AIQUILE,atencion de partos en servicios,rn con apego precoz,2023-02-01,19,19
ALCALA,atencion de partos en servicios,rn con apego precoz,2023-02-01,1,1
ALTO BENI,atencion de partos en servicios,rn con apego precoz,2023-02-01,3,3
ANCORAIMES,atencion de partos en servicios,rn con apego precoz,2023-02-01,1,1
ANDAMARCA,atencion de partos en servicios,rn con apego precoz,2023-02-01,1,1
APOLO,atencion de partos en servicios,rn con apego precoz,2023-02-01,11,11
ARANI,atencion de partos en servicios,rn con apego precoz,2023-02-01,6,6
ARBIETO,atencion de partos en servicios,rn con apego precoz,2023-02-01,4,4
ARQUE,atencion de partos en servicios,rn con apego precoz,2023-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con apego precoz,2023-02-01,31,31
ATOCHA,atencion de partos en servicios,rn con apego precoz,2023-02-01,5,5
AYATA,atencion de partos en servicios,rn con apego precoz,2023-02-01,3,3
AYO AYO,atencion de partos en servicios,rn con apego precoz,2023-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con apego precoz,2023-02-01,12,12
AZURDUY,atencion de partos en servicios,rn con apego precoz,2023-02-01,4,4
BATALLAS,atencion de partos en servicios,rn con apego precoz,2023-02-01,6,6
BAURES,atencion de partos en servicios,rn con apego precoz,2023-02-01,2,2
BELLA FLOR,atencion de partos en servicios,rn con apego precoz,2023-02-01,2,2
BERMEJO,atencion de partos en servicios,rn con apego precoz,2023-02-01,23,23
BETANZOS,atencion de partos en servicios,rn con apego precoz,2023-02-01,15,15
BOYUIBE,atencion de partos en servicios,rn con apego precoz,2023-02-01,5,5
BUENA VISTA,atencion de partos en servicios,rn con apego precoz,2023-02-01,7,7
CABEZAS,atencion de partos en servicios,rn con apego precoz,2023-02-01,5,5
CAIROMA,atencion de partos en servicios,rn con apego precoz,2023-02-01,6,6
"CAIZA ""D""",atencion de partos en servicios,rn con apego precoz,2023-02-01,6,6
CAJUATA,atencion de partos en servicios,rn con apego precoz,2023-02-01,9,9
CALAMARCA,atencion de partos en servicios,rn con apego precoz,2023-02-01,3,3
CAMARGO,atencion de partos en servicios,rn con apego precoz,2023-02-01,14,14
CAMIRI,atencion de partos en servicios,rn con apego precoz,2023-02-01,53,53
CAPINOTA,atencion de partos en servicios,rn con apego precoz,2023-02-01,13,13
CAQUIAVIRI,atencion de partos en servicios,rn con apego precoz,2023-02-01,2,2
CARACOLLO,atencion de partos en servicios,rn con apego precoz,2023-02-01,6,6
CARANAVI,atencion de partos en servicios,rn con apego precoz,2023-02-01,81,81
CARANGAS,atencion de partos en servicios,rn con apego precoz,2023-02-01,1,1
CARAPARI,atencion de partos en servicios,rn con apego precoz,2023-02-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con apego precoz,2023-02-01,7,7
CATACORA,atencion de partos en servicios,rn con apego precoz,2023-02-01,1,1
CHALLAPATA,atencion de partos en servicios,rn con apego precoz,2023-02-01,39,39
CHAQUI,atencion de partos en servicios,rn con apego precoz,2023-02-01,8,8
CHARAGUA,atencion de partos en servicios,rn con apego precoz,2023-02-01,19,19
CHARAÑA,atencion de partos en servicios,rn con apego precoz,2023-02-01,2,2
CHAYANTA,atencion de partos en servicios,rn con apego precoz,2023-02-01,6,6
CHIMORE,atencion de partos en servicios,rn con apego precoz,2023-02-01,3,3
CHIPAYA,atencion de partos en servicios,rn con apego precoz,2023-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con apego precoz,2023-02-01,21,21
CHUMA,atencion de partos en servicios,rn con apego precoz,2023-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con apego precoz,2023-02-01,6,6
CKOCHAS,atencion de partos en servicios,rn con apego precoz,2023-02-01,6,6
CLIZA,atencion de partos en servicios,rn con apego precoz,2023-02-01,27,27
COBIJA,atencion de partos en servicios,rn con apego precoz,2023-02-01,28,28
COCAPATA,atencion de partos en servicios,rn con apego precoz,2023-02-01,9,9
COCHABAMBA,atencion de partos en servicios,rn con apego precoz,2023-02-01,929,929
COLCAPIRHUA,atencion de partos en servicios,rn con apego precoz,2023-02-01,31,31
"COLCHA ""K""",atencion de partos en servicios,rn con apego precoz,2023-02-01,2,2
COLLANA,atencion de partos en servicios,rn con apego precoz,2023-02-01,1,1
COLOMI,atencion de partos en servicios,rn con apego precoz,2023-02-01,14,14
COLPA BELGICA,atencion de partos en servicios,rn con apego precoz,2023-02-01,1,1
