municipality,group,variable,month,RN con malformación congénita,TOTAL
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,5,5
COLCAPIRHUA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,2,2
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,2,2
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
ENTRE RIOS CBBA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,16,16
NAZACARA DE PACAJES,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,3,3
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,2,2
SACABA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,2,2
SACACA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,5,5
SHINAOTA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,2,2
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,4,4
TUPIZA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,3,3
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,2,2
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2023-08-01,1,1
ACHACACHI,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
CAMIRI,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
CHALLAPATA,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
CHAQUI,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,5,5
COLCAPIRHUA,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
COROICO,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,5,5
EL TORNO,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,11,11
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,5,5
PUNA,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,5,5
SACABA,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
SAN BORJA,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
SANTA ANA,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,13,13
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,2,2
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2023-09-01,1,1
APOLO,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
BERMEJO,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,2,2
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
CHALLAPATA,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,3,3
COLCAPIRHUA,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,2,2
CORO CORO,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,7,7
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,17,17
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,2,2
MINEROS,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,2,2
MIZQUE,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,5,5
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,5,5
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
ROBORE,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
SACABA,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,12,12
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,5,5
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,5,5
TARIJA,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,37,37
TARVITA,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
TOMAVE,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
VILLA MONTES,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,3,3
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2023-10-01,1,1
APOLO,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,1,1
CARANAVI,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,2,2
CHALLAPATA,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,2,2
COMARAPA,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,1,1
CORQUE,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,2,2
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,4,4
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,14,14
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,2,2
ORURO,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,9,9
QUILLACOLLO,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,4,4
SACABA,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,3,3
SAMAIPATA,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,2,2
SAN CARLOS,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,3,3
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,6,6
TIQUIPAYA,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,1,1
VINTO,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2023-11-01,1,1
CALAMARCA,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
COCHABAMBA,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,3,3
EL ALTO,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,4,4
EUCALIPTUS,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
LA PAZ,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,11,11
LLALLAGUA,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
ORURO,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
PORCO,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
POTOSI,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
PUNATA,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
RIBERALTA,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,2,2
SACABA,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,7,7
SAN IGNACIO,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,9,9
SUCRE,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,3,3
VILLA TUNARI,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
VILLAZON,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
YACUIBA,atencion de partos en servicios,rn con malformacion congenita,2023-12-01,1,1
