municipality,group,variable,month,Partos atendidos por proveedor calificado,TOTAL
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-01-01,3,3
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-01-01,6,6
VITICHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-01-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-01-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-01-01,6,6
ACACIO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,8,8
ACHOCALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
AIQUILE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
ARQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
AUCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,7,7
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
AZURDUY,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,5,5
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,8,8
CHALLAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,5,5
CHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,12,12
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
COPACABANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
CORO CORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
COROICO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,5,5
COTOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,16,16
CULPINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
CURVA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
HUACARETA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
INCAHUASI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,7,7
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
IXIAMAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,6,6
LA ASUNTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
LAJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
LICOMA PAMPA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
MALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
MOJOCOYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,5,5
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,5,5
PATACAMAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
PELECHUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
POCOATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,6,6
PUCARANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,7,7
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
QUIME,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,5,5
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
SAN PEDRO DE MACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
SHINAOTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,7,7
SICAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
SUCRE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
TARABUCO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
TARACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
TARVITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
TEOPONTE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
TORO TORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
UMALA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,6,6
UYUNI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,5,5
VIACHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,3,3
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-02-01,4,4
ACHACACHI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,5,5
ACHOCALLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,6,6
APOLO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,3,3
AUCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
AYATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,4,4
AYO AYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,5,5
BATALLAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,2,2
BOLIVAR,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,6,6
CAJUATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
CALACOTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,2,2
CALAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,7,7
CAMARGO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,4,4
CARIPUYO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,5,5
CHACARILLA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,5,5
CHARAGUA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,2,2
CKOCHAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,4,4
COCAPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,3,3
COLLANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,11,11
COLQUENCHA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,2,2
COLQUIRI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,5,5
COPACABANA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,3,3
CORIPATA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,3,3
CORO CORO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,3,3
COROICO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,12,12
CULPINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,8,8
EL TORNO,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
ESCOMA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,3,3
GUAQUI,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,2,2
HUARINA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,4,4
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por proveedor calificado,2023-03-01,1,1
