municipality,group,variable,month,Partos atendidos por partera empírica,TOTAL
WARNES,atencion de partos en domicilio,partos atendidos por partera empirica,2023-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,1,1
UMALA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-03-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,8,8
CHACARILLA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,2,2
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-04-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,3,3
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,1,1
HUACARAJE,atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-05-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,0,0
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,2,2
BOLPEBRA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,9,9
POTOSI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-06-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,1,1
REYES,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,2,2
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,5,5
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,4,4
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por partera empirica,2023-07-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
COLQUIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,179,179
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,7,7
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-08-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,2,2
HUMANATA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,8,8
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-09-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-10-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
POCONA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
SANTA ROSA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-11-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-12-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-12-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-12-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-12-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-12-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera empirica,2023-12-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera empirica,2023-12-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera empirica,2023-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera empirica,2023-12-01,1,1
