municipality,group,variable,month,RN con apego precoz,TOTAL
MOROCHATA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
OCURI,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
ORURO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,8,8
PADCAYA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
PAILON,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
PALCA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,13,13
PALOS BLANCOS,atencion de partos en domicilio,rn con apego precoz,2023-01-01,15,15
PAPEL PAMPA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
PASORAPA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,6,6
PELECHUCO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
POCOATA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,13,13
POCONA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
POJO (CBBA),atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
POROMA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,9,9
POTOSI,atencion de partos en domicilio,rn con apego precoz,2023-01-01,4,4
PRESTO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,4,4
PUCARANI,atencion de partos en domicilio,rn con apego precoz,2023-01-01,16,16
PUERTO ACOSTA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,7,7
PUERTO PEREZ,atencion de partos en domicilio,rn con apego precoz,2023-01-01,4,4
PUERTO VILLARROEL,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
PUNA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
QUIABAYA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
QUILLACOLLO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,2,2
QUIME,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
RAVELO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,4,4
RIBERALTA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
RURRENABAQUE,atencion de partos en domicilio,rn con apego precoz,2023-01-01,2,2
SACABA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,4,4
SACACA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,18,18
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SAN ANDRES,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,2,2
SAN BENITO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SAN BORJA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,21,21
SAN BUENA VENTURA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,5,5
SAN IGNACIO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,5,5
SAN JULIAN,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,rn con apego precoz,2023-01-01,2,2
SAN LUCAS,atencion de partos en domicilio,rn con apego precoz,2023-01-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,22,22
SAN PEDRO DE MACHA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,10,10
SAN PEDRO DE QUEMES,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,4,4
SAN PEDRO(PND),atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SANTA ANA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SANTA ROSA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,2,2
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SAPAHAQUI,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
SENA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con apego precoz,2023-01-01,12,12
SICAYA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SOPACHUY,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
SORACACHI,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
SORATA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,5,5
SUCRE,atencion de partos en domicilio,rn con apego precoz,2023-01-01,2,2
TACACOMA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,6,6
TACOPAYA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,6,6
TAPACARI,atencion de partos en domicilio,rn con apego precoz,2023-01-01,18,18
TARABUCO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,4,4
TARACO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
TARATA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
TARVITA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,2,2
TEOPONTE,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
TIAHUANACU,atencion de partos en domicilio,rn con apego precoz,2023-01-01,6,6
TINGUIPAYA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,12,12
TIQUIPAYA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,5,5
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
TORO TORO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,7,7
TOTORA(CBBA),atencion de partos en domicilio,rn con apego precoz,2023-01-01,5,5
TOTORA(ORR),atencion de partos en domicilio,rn con apego precoz,2023-01-01,2,2
TUPIZA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,5,5
UMALA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,5,5
UNCIA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
URUBICHA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
UYUNI,atencion de partos en domicilio,rn con apego precoz,2023-01-01,2,2
VACAS,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
VIACHA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
VILA VILA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,rn con apego precoz,2023-01-01,4,4
VILLA MONTES,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
VILLA RIVERO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,rn con apego precoz,2023-01-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
VINTO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
VITICHI,atencion de partos en domicilio,rn con apego precoz,2023-01-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
YACO,atencion de partos en domicilio,rn con apego precoz,2023-01-01,7,7
YACUIBA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
YAPACANI,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
YOCALLA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,1,1
YUNCHARA,atencion de partos en domicilio,rn con apego precoz,2023-01-01,3,3
ACACIO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
ACHACACHI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,11,11
ACHOCALLA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
AIQUILE,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
ALTO BENI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
ANDAMARCA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
ANZALDO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
APOLO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
ARAMPAMPA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
ARBIETO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
ARQUE,atencion de partos en domicilio,rn con apego precoz,2023-02-01,10,10
AUCAPATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
AYATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,7,7
AYO AYO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con apego precoz,2023-02-01,7,7
AZURDUY,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
BATALLAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,15,15
BETANZOS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
BOLIVAR,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
CABEZAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,18,18
CAIROMA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
CAQUIAVIRI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
CARACOLLO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
CARANAVI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
CARAPARI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
CARIPUYO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,12,12
CARMEN RIVERO TORREZ,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
CATACORA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
CHACARILLA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
CHAQUI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
CHARAGUA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,8,8
CHAYANTA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
CHIMORE,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
CHOQUE COTA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
CHUMA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
CKOCHAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
COCAPATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
COCHABAMBA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
COLQUECHACA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,17,17
COLQUENCHA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
COLQUIRI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
COMANCHE,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
CONCEPCION,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
COPACABANA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
CORIPATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
CORO CORO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
COROICO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
CORQUE,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
COTAGAITA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,7,7
COTOCA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,17,17
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
CULPINA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
CURVA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
EL ALTO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
EL CHORO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
EL TORNO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
ESCOMA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con apego precoz,2023-02-01,10,10
GUANAY,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
GUAQUI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
GUTIERREZ,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
HUACARETA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
HUARINA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
HUAYLLAMARCA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
HUMANATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
ICHOCA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
ICLA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
INCAHUASI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,12,12
INQUISIVI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,9,9
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
IXIAMAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,7,7
LA ASUNTA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
LA GUARDIA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
LA PAZ,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
LAGUNILLAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
LAJA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
LICOMA PAMPA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
MACHARETI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
MALLA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
MOCOMOCO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
MOJINETE,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
MOJOCOYA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
MONTEAGUDO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
MOROCHATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
OCURI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,5,5
ORURO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,8,8
PADCAYA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
PALCA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,8,8
PALOS BLANCOS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,12,12
PAMPA AULLAGAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
PATACAMAYA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
PELECHUCO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
POCOATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,12,12
POCONA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
POROMA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
PRESTO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
PUCARANI,atencion de partos en domicilio,rn con apego precoz,2023-02-01,14,14
PUERTO ACOSTA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
PUERTO CARABUCO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
PUERTO PEREZ,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
PUNA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
PUNATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
QUILLACOLLO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,4,4
QUIME,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
RAVELO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
RIBERALTA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
RURRENABAQUE,atencion de partos en domicilio,rn con apego precoz,2023-02-01,3,3
SACABA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
SACABAMBA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SACACA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,19,19
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SAMAIPATA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
SAN AGUSTIN,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SAN BORJA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,12,12
SAN BUENA VENTURA,atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SAN IGNACIO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,rn con apego precoz,2023-02-01,6,6
SAN JAVIER(STC),atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,rn con apego precoz,2023-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,13,13
SAN MATIAS,atencion de partos en domicilio,rn con apego precoz,2023-02-01,2,2
