municipality,group,variable,month,Nacidos vivos con peso menor a 2500g,TOTAL
UNCIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-08-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-08-01,1,1
YACO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-08-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,2,2
CHUMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
CUEVO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,2,2
LA PAZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
PATACAMAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,2,2
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-09-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
ANCORAIMES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
AYATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
AZURDUY,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
CALACOTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,2,2
CONCEPCION,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,4,4
PADILLA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,4,4
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,3,3
SUCRE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,2,2
TORO TORO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-10-01,1,1
ARAMPAMPA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-11-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-11-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-11-01,1,1
CAIROMA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-11-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-11-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-11-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos con peso menor a 2500g,2023-11-01,1,1
