municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,2,2
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,3,3
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,2,2
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-04-01,2,2
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,3,3
HUACARAJE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
MINEROS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,17,17
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,4,4
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,2,2
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,10,10
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,2,2
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,4,4
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-06-01,1,1
ACHACACHI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,2,2
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,5,5
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,6,6
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-07-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
CHUMA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
COLQUIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,2,2
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,2,2
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,2,2
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-08-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
FILADELFIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,2,2
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,2,2
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-09-01,1,1
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,1,1
ALTO BENI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,2,2
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,1,1
MACHARETI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,4,4
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-10-01,1,1
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,4,4
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,2,2
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-11-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,5,5
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
LAGUNILLAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,3,3
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
UMALA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2023-12-01,1,1
