municipality,group,variable,month,Partos atendidos por personal de salud calificado,TOTAL
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,7,7
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,4,4
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,7,7
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,5,5
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
LLICA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,5,5
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,10,10
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,8,8
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
PASORAPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,12,12
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,5,5
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,9,9
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,14,14
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
SAN BENITO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,21,21
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,8,8
SAN MATIAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,16,16
SAN PEDRO DE MACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,4,4
SAN PEDRO DE QUEMES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,4,4
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,4,4
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
SUCRE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,6,6
TACOPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,13,13
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,12,12
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
URUBICHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-01-01,3,3
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,4,4
ALTO BENI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,5,5
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,7,7
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,5,5
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,10,10
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,4,4
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,5,5
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
CATACORA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CHACARILLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,8,8
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,5,5
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,5,5
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
COMANCHE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
CONCEPCION,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,6,6
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,10,10
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,5,5
IXIAMAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
MACHARETI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
MOJINETE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
PADCAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,8,8
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,7,7
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
PELECHUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
POCOATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,11,11
POCONA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
PRESTO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
PUCARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,7,7
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,5,5
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
PUNATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,19,19
SAN AGUSTIN,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,7,7
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,5,5
SAN LUCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,8,8
SAN MATIAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,16,16
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,4,4
SAN PEDRO DE MACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,5,5
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
SANTA ROSA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
SORATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
TACACOMA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,4,4
TACOBAMBA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,7,7
TAPACARI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,12,12
TARABUCO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,8,8
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,5,5
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,3,3
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud calificado,2023-02-01,1,1
