municipality,group,variable,month,Primer Control Post Parto,TOTAL
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2023-01-01,7,7
LA GUARDIA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
LA PAZ,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
LAGUNILLAS,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
LAJA,atencion de partos en domicilio,primer control post parto,2023-01-01,11,11
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
LLICA,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
LURIBAY,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
MACHARETI,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
MALLA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
MINEROS,atencion de partos en domicilio,primer control post parto,2023-01-01,29,29
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2023-01-01,10,10
MOJOCOYA,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
MONTERO,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
MORO MORO,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
OCURI,atencion de partos en domicilio,primer control post parto,2023-01-01,4,4
ORURO,atencion de partos en domicilio,primer control post parto,2023-01-01,8,8
PADCAYA,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
PALCA,atencion de partos en domicilio,primer control post parto,2023-01-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
PAPEL PAMPA,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2023-01-01,6,6
PELECHUCO,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
POCOATA,atencion de partos en domicilio,primer control post parto,2023-01-01,13,13
PORCO,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
POROMA,atencion de partos en domicilio,primer control post parto,2023-01-01,9,9
PORONGO,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
POTOSI,atencion de partos en domicilio,primer control post parto,2023-01-01,27,27
PRESTO,atencion de partos en domicilio,primer control post parto,2023-01-01,4,4
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2023-01-01,5,5
PUERTO PEREZ,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
PUERTO SUAREZ,atencion de partos en domicilio,primer control post parto,2023-01-01,7,7
PUNA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
QUILLACOLLO,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
RAVELO,atencion de partos en domicilio,primer control post parto,2023-01-01,4,4
RIBERALTA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
SACABA,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
SACACA,atencion de partos en domicilio,primer control post parto,2023-01-01,8,8
SAN ANDRES,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
SAN BORJA,atencion de partos en domicilio,primer control post parto,2023-01-01,11,11
SAN BUENA VENTURA,atencion de partos en domicilio,primer control post parto,2023-01-01,5,5
SAN CARLOS,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2023-01-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2023-01-01,6,6
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2023-01-01,5,5
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2023-01-01,10,10
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
SAN PEDRO(PND),atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
SANTA ANA,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
SANTA ROSA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
SANTIAGO DE MACHACA,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
SENA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2023-01-01,11,11
SICAYA,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
SIPE SIPE,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
SOPACHUY,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
SORACACHI,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
SORATA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
SUCRE,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
TACOPAYA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
TAPACARI,atencion de partos en domicilio,primer control post parto,2023-01-01,14,14
TARABUCO,atencion de partos en domicilio,primer control post parto,2023-01-01,4,4
TARIJA,atencion de partos en domicilio,primer control post parto,2023-01-01,6,6
TARVITA,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
TORO TORO,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
TUPIZA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
UMALA,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
UNCIA,atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,primer control post parto,2023-01-01,2,2
URUBICHA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
UYUNI,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
VIACHA,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
VILLA SERRANO,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
VINTO,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
YACO,atencion de partos en domicilio,primer control post parto,2023-01-01,3,3
YANACACHI,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
YAPACANI,atencion de partos en domicilio,primer control post parto,2023-01-01,1,1
ACHACACHI,atencion de partos en domicilio,primer control post parto,2023-02-01,7,7
AIQUILE,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2023-02-01,7,7
ANDAMARCA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
ANZALDO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
APOLO,atencion de partos en domicilio,primer control post parto,2023-02-01,6,6
ARAMPAMPA,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
ARQUE,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
AUCAPATA,atencion de partos en domicilio,primer control post parto,2023-02-01,5,5
AYATA,atencion de partos en domicilio,primer control post parto,2023-02-01,7,7
AYO AYO,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
AZURDUY,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
BATALLAS,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
BELLA FLOR,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
BOLIVAR,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
CABEZAS,atencion de partos en domicilio,primer control post parto,2023-02-01,18,18
CAIROMA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
CARACOLLO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
CARAPARI,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
CARIPUYO,atencion de partos en domicilio,primer control post parto,2023-02-01,12,12
CHACARILLA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2023-02-01,8,8
CHAQUI,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
CHARAGUA,atencion de partos en domicilio,primer control post parto,2023-02-01,7,7
CHAYANTA,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
CHIMORE,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
CHOQUE COTA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
CHUMA,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
CKOCHAS,atencion de partos en domicilio,primer control post parto,2023-02-01,6,6
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2023-02-01,17,17
COLQUENCHA,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
COLQUIRI,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
COMANCHE,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
CONCEPCION,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
CORIPATA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
CORO CORO,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
COROICO,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
CORQUE,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
COTAGAITA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
COTOCA,atencion de partos en domicilio,primer control post parto,2023-02-01,17,17
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
CULPINA,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
CURAHUARA DE CARANGAS,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
CURVA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
EL ALTO,atencion de partos en domicilio,primer control post parto,2023-02-01,12,12
EL CHORO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
EXALTACION,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2023-02-01,10,10
GUAQUI,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
HUANUNI,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
HUARINA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
HUMANATA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
ICHOCA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
ICLA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
INCAHUASI,atencion de partos en domicilio,primer control post parto,2023-02-01,12,12
INQUISIVI,atencion de partos en domicilio,primer control post parto,2023-02-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
IXIAMAS,atencion de partos en domicilio,primer control post parto,2023-02-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2023-02-01,5,5
LA GUARDIA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
LA PAZ,atencion de partos en domicilio,primer control post parto,2023-02-01,9,9
LAGUNILLAS,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
LAJA,atencion de partos en domicilio,primer control post parto,2023-02-01,5,5
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
MACHARETI,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
MALLA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
MECAPACA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
MINEROS,atencion de partos en domicilio,primer control post parto,2023-02-01,15,15
MIZQUE,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
MOJOCOYA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
MONTEAGUDO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
MONTERO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
MORO MORO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
NAZACARA DE PACAJES,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
OCURI,atencion de partos en domicilio,primer control post parto,2023-02-01,5,5
OMEREQUE,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
ORURO,atencion de partos en domicilio,primer control post parto,2023-02-01,7,7
PADCAYA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
PADILLA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
PALCA,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2023-02-01,11,11
PAMPA AULLAGAS,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
PAPEL PAMPA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
PELECHUCO,atencion de partos en domicilio,primer control post parto,2023-02-01,6,6
POCOATA,atencion de partos en domicilio,primer control post parto,2023-02-01,12,12
POJO (CBBA),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
POOPO,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
POROMA,atencion de partos en domicilio,primer control post parto,2023-02-01,6,6
PORTACHUELO,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
POTOSI,atencion de partos en domicilio,primer control post parto,2023-02-01,11,11
PRESTO,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
PUNA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
PUNATA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
RAVELO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
RIBERALTA,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
SACABA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
SACABAMBA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
SACACA,atencion de partos en domicilio,primer control post parto,2023-02-01,8,8
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SAN BORJA,atencion de partos en domicilio,primer control post parto,2023-02-01,7,7
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SAN JAVIER(STC),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2023-02-01,7,7
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2023-02-01,8,8
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2023-02-01,7,7
SAN RAFAEL,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
SANTA ANA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SANTA ROSA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
SANTIAGO DE MACHACA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SAPAHAQUI,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
SENA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2023-02-01,7,7
SORACACHI,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
SORATA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
SUCRE,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
TACACOMA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
TACOBAMBA,atencion de partos en domicilio,primer control post parto,2023-02-01,8,8
TAHUA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
TAPACARI,atencion de partos en domicilio,primer control post parto,2023-02-01,8,8
TARABUCO,atencion de partos en domicilio,primer control post parto,2023-02-01,5,5
TARACO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
TARIJA,atencion de partos en domicilio,primer control post parto,2023-02-01,8,8
TARVITA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
TIAHUANACU,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
TOMAVE,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
TORO TORO,atencion de partos en domicilio,primer control post parto,2023-02-01,5,5
TOTORA(CBBA),atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
TUPIZA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
UMALA,atencion de partos en domicilio,primer control post parto,2023-02-01,4,4
UNCIA,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
URIONDO (A. CONCEPCION),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
VIACHA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
VILA VILA,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
VILLA SERRANO,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2023-02-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
VILLAZON,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
VITICHI,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
YACO,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
YANACACHI,atencion de partos en domicilio,primer control post parto,2023-02-01,1,1
YOCALLA,atencion de partos en domicilio,primer control post parto,2023-02-01,3,3
ACACIO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
ACHACACHI,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
AIQUILE,atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2023-03-01,7,7
ANDAMARCA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
ANTEQUERA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
ANZALDO,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
APOLO,atencion de partos en domicilio,primer control post parto,2023-03-01,10,10
ARBIETO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
AUCAPATA,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
AYATA,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
AYO AYO,atencion de partos en domicilio,primer control post parto,2023-03-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
BERMEJO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
BOLIVAR,atencion de partos en domicilio,primer control post parto,2023-03-01,2,2
CAIROMA,atencion de partos en domicilio,primer control post parto,2023-03-01,3,3
CAMARGO,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
CAMIRI,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
CAPINOTA,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,primer control post parto,2023-03-01,1,1
CARACOLLO,atencion de partos en domicilio,primer control post parto,2023-03-01,4,4
CARANAVI,atencion de partos en domicilio,primer control post parto,2023-03-01,3,3
