municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
COROICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-08-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-08-01,1,1
MACHARETI,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-08-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-08-01,47,47
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2023-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-08-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-09-01,1,1
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-09-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-09-01,1,1
SAN JOAQUIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-09-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-09-01,1,1
AYO AYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-10-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-10-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-10-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-10-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2023-10-01,3,3
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-11-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-11-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-11-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2023-11-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-12-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-12-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-12-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-12-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2023-12-01,3,3
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-12-01,1,1
UMALA,atencion de partos en domicilio,partos atendidos por partera capacitada,2023-12-01,1,1
