municipality,group,variable,month,Nacidos vivos atendidos por otros,TOTAL
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,5,5
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,7,7
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
ESCOMA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
FERNANDEZ ALONSO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,6,6
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,4,4
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,4,4
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,6,6
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,4,4
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,3,3
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,6,6
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,3,3
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,4,4
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-02-01,2,2
AIQUILE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,2,2
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,2,2
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,9,9
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,12,12
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,2,2
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,4,4
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,5,5
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,2,2
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,3,3
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,6,6
RAQAYPAMPA(ETA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,7,7
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,10,10
SANTIAGO DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,10,10
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,2,2
UYUNI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
VALLEGRANDE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,2,2
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,3,3
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,4,4
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-03-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,9,9
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,2,2
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,2,2
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,5,5
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
CONCEPCION,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,16,16
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,3,3
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,9,9
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,3,3
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
PUERTO RICO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,2,2
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,3,3
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,6,6
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,6,6
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,4,4
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
TEOPONTE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,5,5
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-04-01,3,3
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,3,3
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
CARANAVI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
CARAPARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,4,4
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,18,18
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,4,4
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
OKINAWA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,9,9
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
POCOATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,3,3
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,3,3
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,4,4
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,5,5
SHINAOTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,4,4
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,5,5
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,2,2
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
VILLA RIVERO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,3,3
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-05-01,6,6
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,3,3
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,3,3
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,3,3
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,9,9
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
CULPINA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,9,9
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,4,4
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,4,4
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,4,4
PAZÑA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
POCONA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,2,2
PUERTO QUIJARRO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,7,7
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,2,2
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,3,3
SANTA ROSA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
SHINAOTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,8,8
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2023-06-01,1,1
