,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,6,0,6,0,6
ESCOMA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,14,0,14,0,14
EUREKA (SANTOS MERCADO),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,1,0,1,0,1
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,12,0,12,0,12
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,19,1,19,1,20
IXIAMAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,2,0,2,0,2
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,1435,20,1435,20,1455
LAGUNILLAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,14,0,14,0,14
LURIBAY,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,0,11,0,11,11
MAGDALENA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,2,0,2,0,2
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,15,0,15,0,15
MORO MORO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,2,0,2,0,2
OMEREQUE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,1,0,1,0,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,15,0,15,0,15
PAILON,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,19,0,19,0,19
PAMPA GRANDE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,3,0,3,0,3
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,7,0,7,0,7
PORVENIR,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,1,0,1,0,1
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,124,0,124,0,124
PUCARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,4,0,4,0,4
PUERTO VILLARROEL,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,0,3,0,3,3
PUNA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,10,0,10,0,10
PUNATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,1,0,1,0,1
QUIABAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,3,0,3,0,3
SACABAMBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,33,0,33,0,33
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,2,0,2,0,2
SAN AGUSTIN,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,6,0,6,0,6
SAN ANDRES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,3,0,3,0,3
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,23,23,23,23,46
SAN BUENA VENTURA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,0,7,0,7,7
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,4,0,4,0,4
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,14,0,14,0,14
SAN IGNACIO DE VELASCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,5,4,5,4,9
SAN JULIAN,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,24,0,24,0,24
SAN LUCAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,28,0,28,0,28
SAN PABLO DE LIPEZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,2,0,2,0,2
SAN RAMON BENI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,7,0,7,0,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,39,0,39,0,39
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,2,0,2,0,2
SANTIAGO DE HUARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,7,5,7,5,12
SANTIVAÑES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,8,0,8,0,8
SICAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,2,0,2,0,2
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,38,0,38,0,38
TACACOMA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,1,0,1,0,1
TACOPAYA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,15,6,15,6,21
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,93,1,93,1,94
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,105,37,105,37,142
TUPIZA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,25,0,25,0,25
URIONDO (A. CONCEPCION),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,1,0,1,0,1
UYUNI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,57,0,57,0,57
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,0,1,0,1,1
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,28,0,28,0,28
VILLA CHARCAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,24,0,24,0,24
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,15,0,15,0,15
VILLA SERRANO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,5,0,5,0,5
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,6,0,6,0,6
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,48,0,48,0,48
VITICHI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,48,4,48,4,52
WARNES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,6,0,6,0,6
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-02-01,46,156,46,156,202
ANCORAIMES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,3,0,3,0,3
AUCAPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,2,24,2,24,26
AYATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,7,4,7,4,11
BELEN DE URMIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,0,1,0,1
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,26,0,26,0,26
BETANZOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,5,0,5,0,5
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,11,0,11,0,11
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,4,6,4,6,10
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,66,0,66,0,66
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,4,0,4,0,4
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,8,0,8,0,8
CARAPARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,85,0,85,0,85
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,5,1,5,6
CHARAGUA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,8,0,8,0,8
CHUA COCANI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,0,5,0,5,5
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,9,0,9,0,9
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,41,0,41,0,41
COMARAPA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,11,0,11,0,11
COROICO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,1,1,1,2
CUEVO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,0,1,0,1
CULPINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,6,4,6,4,10
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,3,4,3,4,7
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,10,24,10,24,34
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,0,1,0,1,1
GUTIERREZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,40,0,40,0,40
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,0,1,0,1
ICLA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,0,1,0,1
INCAHUASI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,0,1,0,1,1
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,236,245,236,245,481
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,0,1,0,1
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,11,0,11,0,11
ORURO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,344,4,344,4,348
PELECHUCO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,4,5,4,5,9
POROMA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,3,0,3,0,3
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,48,24,48,24,72
PUNATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,0,2,0,2,2
QUIRUSILLAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,5,0,5,0,5
SAN ANDRES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,2,0,2,0,2
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,4,0,4,0,4
SAN LUCAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,5,0,5,0,5
SAN PEDRO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,22,0,22,0,22
SANTA ANA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,536,14,536,14,550
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,0,1,0,1
SANTIAGO DE HUARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,1,0,1,0,1
SANTIAGO DE HUATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,4,0,4,0,4
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,51,1,51,1,52
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,298,0,298,0,298
TOMAVE,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,17,11,17,11,28
TOMINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,4,0,4,0,4
TORO TORO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,4,10,4,10,14
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,27,0,27,0,27
TUPIZA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,30,0,30,0,30
UYUNI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,3,0,3,0,3
VIACHA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,70,0,70,0,70
VILLA CHARCAS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,4,0,4,0,4
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,22,0,22,0,22
VILLA SERRANO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,30,0,30,0,30
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,2,0,2,0,2
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,9,0,9,0,9
VITICHI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,10,0,10,0,10
WALDO BALLIVIAN,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,3,0,3,0,3
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,76,12,76,12,88
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,3,0,3,0,3
ZUDAÑEZ,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-03-01,28,0,28,0,28
ACHACACHI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,32,16,32,16,48
ANCORAIMES,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,4,0,4,0,4
ANZALDO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,7,0,7,0,7
ARBIETO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,8,0,8,0,8
AUCAPATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,0,82,0,82,82
AYATA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,20,12,20,12,32
AYO AYO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,2,0,2,0,2
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,7,1,7,1,8
BETANZOS,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,2,47,2,47,49
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,2,0,2,0,2
CALAMARCA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,8,2,8,2,10
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,10,0,10,0,10
CAMIRI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,6,0,6,0,6
CARAPARI,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,8,0,8,0,8
CHARAGUA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,2,0,2,0,2
CHUMA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,3,0,3,0,3
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,28,0,28,0,28
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,11,14,11,14,25
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,94,0,94,0,94
COMARAPA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,1,0,1,0,1
CORO CORO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,3,0,3,0,3
COROICO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,1,0,1,0,1
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,4,0,4,0,4
CULPINA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,12,81,12,81,93
CURVA,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,2,0,2,0,2
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 1ra dosis,2013-04-01,5,0,5,0,5
