,group,variable,month,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
PUCARANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,3,0,3,3
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,2,0,2,2
PUERTO PEREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,3,0,3,3
PUERTO SILES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,5,0,5,5
PUERTO SUAREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,1,0,1,1
PUERTO VILLARROEL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,10,8,10,8,18
PUNATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,9,4,9,4,13
QUILLACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,6,31,6,31,37
RIBERALTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,14,0,14,0,14
ROBORE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,1,0,1,1
RURRENABAQUE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,0,1,0,1
SACABA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,22,18,22,18,40
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,3,0,3,3
SAMAIPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,4,1,4,1,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,3,1,3,1,4
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,2,5,2,5,7
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,5,0,5,0,5
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,17,1,17,1,18
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,5,10,5,10,15
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,53,7,53,7,60
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,7,0,7,7
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,0,1,0,1
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,1,1,1,2
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,1,0,1,1
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,4,1,4,5
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,2,0,2,0,2
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,2,0,2,2
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,2,0,2,2
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,335,89,335,89,424
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,0,1,0,1
SENA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,13,0,13,13
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,7,1,7,8
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,2,0,2,0,2
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,31,28,31,28,59
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,0,1,0,1
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,1,0,1,1
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,2,0,2,2
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,2,0,2,2
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,3,2,3,2,5
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,55,9,55,9,64
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,4,0,4,4
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,2,0,2,0,2
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,0,1,0,1
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,0,1,0,1
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,6,6,6,6,12
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,2,0,2,0,2
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,2,6,2,6,8
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,3,2,3,2,5
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,7,0,7,7
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,26,20,26,20,46
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,6,30,6,30,36
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,2,1,2,3
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,2,0,2,2
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,0,2,0,2,2
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,8,1,8,1,9
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,9,1,9,1,10
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,5,2,5,2,7
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,3,0,3,0,3
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,26,27,26,27,53
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,4,1,4,1,5
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,4,0,4,0,4
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,3,10,3,10,13
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,8,0,8,0,8
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,3,0,3,0,3
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,0,1,0,1
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,2,15,2,15,17
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,1,0,1,0,1
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-01-01,2,1,2,1,3
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,3,0,3,0,3
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,3,0,3,0,3
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,0,2,0,2
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,4,0,4,4
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,3,0,3,3
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,2,1,2,3
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,10,0,10,0,10
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,7,2,7,9
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,7,0,7,0,7
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,1,0,1,1
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,4,2,4,6
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,6,7,6,7,13
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,3,2,3,5
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,2,1,2,3
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,0,2,0,2
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,53,1,53,54
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,12,2,12,14
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,6,0,6,0,6
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,1,0,1,1
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,18,2,18,20
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,4,0,4,0,4
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,7,10,7,10,17
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,5,1,5,1,6
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,8,0,8,8
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,2,0,2,2
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,0,2,0,2
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,4,25,4,25,29
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,9,2,9,11
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,3,0,3,3
CHUMA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,6,3,6,3,9
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,9,5,9,5,14
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,126,90,126,90,216
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,13,1,13,1,14
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,4,0,4,0,4
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,2,0,2,2
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,8,6,8,6,14
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,11,4,11,4,15
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,1,0,1,1
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,2,0,2,2
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,17,25,17,25,42
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,10,0,10,10
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,1,0,1,1
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,1,0,1,1
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,280,74,280,74,354
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,5,1,5,6
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,8,5,8,5,13
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,2,1,2,3
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,9,3,9,3,12
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,0,1,0,1,1
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,4,0,4,0,4
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,1,2,1,3
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,2,1,2,1,3
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,3,0,3,0,3
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,4,1,4,5
HUACHACALLA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,13,1,13,1,14
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
HUATAJATA,otras vacunaciones,mujeres de 10 a 49 anos 4ta dosis de dt,2013-02-01,1,0,1,0,1
