,group,variable,month,TRABAJADOR DE SALUD HEPATITIS B 3RA DOSIS CANTIDAD,TRABAJADOR DE SALUD HEPATITIS B 3RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,35,0,35,0,35
WARNES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,1,0,1,0,1
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,4,0,4,0,4
YOCALLA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-02-01,1,0,1,0,1
AUCAPATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,0,11,0,11,11
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,7,0,7,0,7
CABEZAS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,2,0,2,0,2
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,9,0,9,0,9
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,2,0,2,0,2
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,4,0,4,0,4
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,3,0,3,0,3
CULPINA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,7,0,7,0,7
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,4,1,4,1,5
ENTRE RIOS TRJ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,4,0,4,0,4
GUTIERREZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,3,0,3,0,3
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,0,6,0,6,6
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,10,0,10,0,10
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,11,0,11,0,11
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,14,1,14,1,15
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,1,0,1,0,1
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,1,0,1,0,1
SAN LUCAS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,74,1,74,1,75
SANTIAGO DE HUARI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,1,0,1,0,1
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,149,0,149,0,149
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,19,0,19,0,19
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,11,0,11,0,11
VILLA CHARCAS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,1,0,1,0,1
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,6,0,6,0,6
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,1,0,1,0,1
YUNCHARA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-03-01,1,0,1,0,1
ACHACACHI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,5,0,5,0,5
ANZALDO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,10,0,10,0,10
ARBIETO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,12,0,12,0,12
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,3,0,3,0,3
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,15,0,15,0,15
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,10,5,10,5,15
CHUMA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,6,0,6,0,6
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,10,0,10,0,10
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,83,0,83,0,83
CORO CORO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,1,0,1,0,1
COROICO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,9,0,9,0,9
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,1,0,1,0,1
CULPINA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,0,13,0,13,13
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,10,80,10,80,90
GUTIERREZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,2,0,2,0,2
HUACARETA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,0,1,0,1,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,11,0,11,0,11
ICLA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,7,0,7,0,7
LA GUARDIA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,2,0,2,0,2
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,25,0,25,0,25
MAIRANA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,3,0,3,0,3
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,38,0,38,0,38
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,39,0,39,0,39
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,5,0,5,0,5
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,19,0,19,0,19
PUNATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,115,0,115,0,115
ROBORE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,4,0,4,0,4
SAIPINA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,5,0,5,0,5
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,9,0,9,0,9
SAN ANDRES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,7,0,7,0,7
SAN LORENZO(TJA),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,2,0,2,0,2
SAN LUCAS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,14,0,14,0,14
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,56,0,56,0,56
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,37,0,37,0,37
TARATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,5,0,5,0,5
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,6,2,6,2,8
TOCO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,6,0,6,0,6
TOMINA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,4,0,4,0,4
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,1,0,1,0,1
UYUNI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,1,0,1,0,1
VACAS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,7,0,7,0,7
VALLEGRANDE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,12,0,12,0,12
VILLA CHARCAS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,28,0,28,0,28
VILLA MONTES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,11,0,11,0,11
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,5,0,5,0,5
VILLAZON,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,4,0,4,0,4
YACUIBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,1,0,1,0,1
YAMPARAEZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-04-01,1,0,1,0,1
ARBIETO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,50,0,50,0,50
COTAGAITA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,7,0,7,0,7
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,22,0,22,0,22
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,0,1,0,1,1
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,5,14,5,14,19
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,11,0,11,0,11
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,3,0,3,0,3
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,18,0,18,0,18
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,3,0,3,0,3
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,16,0,16,0,16
ROBORE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,8,0,8,0,8
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,1,0,1,0,1
SAN LORENZO(PND),otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,3,0,3,0,3
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,1,0,1,0,1
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,1,0,1,0,1
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,7,0,7,0,7
TOCO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-05-01,12,0,12,0,12
ARBIETO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,3,0,3,0,3
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,1,0,1,0,1
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,4,0,4,0,4
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,1,0,1,0,1
COBIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,2,0,2,0,2
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,27,0,27,0,27
ICLA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,2,0,2,0,2
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,31,5,31,5,36
MACHACAMARCA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,1,0,1,0,1
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,1,0,1,0,1
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,19,0,19,0,19
PORTACHUELO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,2,0,2,0,2
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,6,0,6,0,6
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,2,0,2,0,2
SAN ANDRES,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,1,0,1,0,1
SAN IGNACIO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,6,0,6,0,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,10,0,10,0,10
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,2,0,2,0,2
SUCRE,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,3,0,3,0,3
TARATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,5,0,5,0,5
TARIJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,4,0,4,0,4
TRINIDAD,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-06-01,2,0,2,0,2
BERMEJO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,6,1,6,7
"CAIZA ""D""",otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,2,0,2,0,2
CALACOTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,5,0,5,0,5
CAMARGO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
CAQUIAVIRI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
CARAPARI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,2,0,2,0,2
CHALLAPATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,2,0,2,0,2
CLIZA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
COLOMI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,0,1,0,1,1
EL ALTO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,21,0,21,0,21
FILADELFIA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
HUANUNI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
LA PAZ,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,58,0,58,0,58
MACHACAMARCA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,2,0,2,0,2
MAIRANA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
MONTEAGUDO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
MONTERO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,28,0,28,0,28
ORURO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,17,0,17,0,17
POCONA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
POTOSI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,8,0,8,0,8
PUCARANI,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
SAMAIPATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
SAN BENITO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,3,0,3,0,3
SAN BORJA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,2,0,2,0,2
SAN CARLOS,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
SAN PEDRO,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,61,0,61,0,61
SANTA ROSA DEL SARA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,4,0,4,0,4
SENA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,1,0,1,0,1
SORATA,otras vacunaciones,trabajador de salud hepatitis b 3ra dosis,2013-07-01,5,10,5,10,15
